EID,LAWAMOUNT,LAW_COUNT,LAW_YMONEY_COUNT,LAW_WMONEY_COUNT,LAW_AMOUNT_AVG,LAW_AMOUNT_AVG_YB,IS_YBDYWB,LAW_YB_RATE,LAW_WB_RATE,IS_EXIST_YB,IS_EXIST_WB
142224,465400,10,10,0,46540.0,46540.0,1,1.0,0.0,1,0
142234,7000,1,1,0,7000.0,7000.0,1,1.0,0.0,1,0
142269,18300,3,3,0,6100.0,6100.0,1,1.0,0.0,1,0
142352,362200,2,2,0,181100.0,181100.0,1,1.0,0.0,1,0
142392,119400,6,6,0,19900.0,19900.0,1,1.0,0.0,1,0
142508,12547300,3,3,0,4182433.3333333335,4182433.3333333335,1,1.0,0.0,1,0
142513,2280000,2,2,0,1140000.0,1140000.0,1,1.0,0.0,1,0
142719,21600,1,1,0,21600.0,21600.0,1,1.0,0.0,1,0
142830,122600,2,2,0,61300.0,61300.0,1,1.0,0.0,1,0
142895,10400,1,1,0,10400.0,10400.0,1,1.0,0.0,1,0
143026,2764000,2,2,0,1382000.0,1382000.0,1,1.0,0.0,1,0
143144,30800,1,1,0,30800.0,30800.0,1,1.0,0.0,1,0
143380,4600,1,1,0,4600.0,4600.0,1,1.0,0.0,1,0
143400,2608400,2,2,0,1304200.0,1304200.0,1,1.0,0.0,1,0
143639,1788300,14,14,0,127735.71428571429,127735.71428571429,1,1.0,0.0,1,0
143653,12800,1,1,0,12800.0,12800.0,1,1.0,0.0,1,0
143768,0,1,0,1,0.0,,0,0.0,1.0,0,1
143787,20000,1,1,0,20000.0,20000.0,1,1.0,0.0,1,0
143842,114000,1,1,0,114000.0,114000.0,1,1.0,0.0,1,0
143878,24524300,7,7,0,3503471.4285714286,3503471.4285714286,1,1.0,0.0,1,0
143901,423700,8,8,0,52962.5,52962.5,1,1.0,0.0,1,0
143935,674400,1,1,0,674400.0,674400.0,1,1.0,0.0,1,0
144254,2621200,6,6,0,436866.6666666667,436866.6666666667,1,1.0,0.0,1,0
144316,501800,5,5,0,100360.0,100360.0,1,1.0,0.0,1,0
144321,2317500,28,28,0,82767.85714285714,82767.85714285714,1,1.0,0.0,1,0
144402,16600,2,2,0,8300.0,8300.0,1,1.0,0.0,1,0
144404,39699500,6,6,0,6616583.333333333,6616583.333333333,1,1.0,0.0,1,0
144438,326500,3,3,0,108833.33333333333,108833.33333333333,1,1.0,0.0,1,0
144529,39500,1,1,0,39500.0,39500.0,1,1.0,0.0,1,0
144767,4200,1,1,0,4200.0,4200.0,1,1.0,0.0,1,0
144986,998100,1,1,0,998100.0,998100.0,1,1.0,0.0,1,0
145006,25957400,2,2,0,12978700.0,12978700.0,1,1.0,0.0,1,0
145026,11300,1,1,0,11300.0,11300.0,1,1.0,0.0,1,0
145138,739400,5,5,0,147880.0,147880.0,1,1.0,0.0,1,0
145147,3000,2,2,0,1500.0,1500.0,1,1.0,0.0,1,0
145168,37300,1,1,0,37300.0,37300.0,1,1.0,0.0,1,0
145196,107200,4,4,0,26800.0,26800.0,1,1.0,0.0,1,0
145336,211000,1,1,0,211000.0,211000.0,1,1.0,0.0,1,0
145513,186700,1,1,0,186700.0,186700.0,1,1.0,0.0,1,0
145534,15000,1,1,0,15000.0,15000.0,1,1.0,0.0,1,0
145588,83086500,15,11,4,5539100.0,7553318.181818182,1,0.7333333333333333,0.26666666666666666,1,1
145675,30000,1,1,0,30000.0,30000.0,1,1.0,0.0,1,0
145778,110900,6,6,0,18483.333333333332,18483.333333333332,1,1.0,0.0,1,0
145853,17974600,8,8,0,2246825.0,2246825.0,1,1.0,0.0,1,0
146038,42100,1,1,0,42100.0,42100.0,1,1.0,0.0,1,0
146145,219400,1,1,0,219400.0,219400.0,1,1.0,0.0,1,0
146433,4919600,3,3,0,1639866.6666666667,1639866.6666666667,1,1.0,0.0,1,0
146505,2856600,1,1,0,2856600.0,2856600.0,1,1.0,0.0,1,0
146541,20400,1,1,0,20400.0,20400.0,1,1.0,0.0,1,0
146734,199400,6,6,0,33233.333333333336,33233.333333333336,1,1.0,0.0,1,0
146765,234800,13,13,0,18061.53846153846,18061.53846153846,1,1.0,0.0,1,0
146850,271200,3,3,0,90400.0,90400.0,1,1.0,0.0,1,0
147078,146800,2,2,0,73400.0,73400.0,1,1.0,0.0,1,0
147113,6392600,2,2,0,3196300.0,3196300.0,1,1.0,0.0,1,0
147122,298800,3,3,0,99600.0,99600.0,1,1.0,0.0,1,0
147193,127200,1,1,0,127200.0,127200.0,1,1.0,0.0,1,0
147204,14234700,3,3,0,4744900.0,4744900.0,1,1.0,0.0,1,0
147302,7000,1,1,0,7000.0,7000.0,1,1.0,0.0,1,0
147316,3600000,3,3,0,1200000.0,1200000.0,1,1.0,0.0,1,0
147501,7300,5,1,4,1460.0,7300.0,0,0.2,0.8,1,1
147859,500000,1,1,0,500000.0,500000.0,1,1.0,0.0,1,0
147878,12400,2,2,0,6200.0,6200.0,1,1.0,0.0,1,0
147932,20300,1,1,0,20300.0,20300.0,1,1.0,0.0,1,0
148030,19000,1,1,0,19000.0,19000.0,1,1.0,0.0,1,0
148077,270200,13,13,0,20784.615384615383,20784.615384615383,1,1.0,0.0,1,0
148128,1880000,1,1,0,1880000.0,1880000.0,1,1.0,0.0,1,0
148344,12100,3,3,0,4033.3333333333335,4033.3333333333335,1,1.0,0.0,1,0
148394,12900,1,1,0,12900.0,12900.0,1,1.0,0.0,1,0
148529,420000,2,2,0,210000.0,210000.0,1,1.0,0.0,1,0
148634,22404500,2,2,0,11202250.0,11202250.0,1,1.0,0.0,1,0
148648,165700,11,11,0,15063.636363636364,15063.636363636364,1,1.0,0.0,1,0
148669,5000,1,1,0,5000.0,5000.0,1,1.0,0.0,1,0
148799,212900,18,18,0,11827.777777777777,11827.777777777777,1,1.0,0.0,1,0
148873,714000,4,4,0,178500.0,178500.0,1,1.0,0.0,1,0
148931,75200,2,2,0,37600.0,37600.0,1,1.0,0.0,1,0
149051,7200,1,1,0,7200.0,7200.0,1,1.0,0.0,1,0
149253,5400,1,1,0,5400.0,5400.0,1,1.0,0.0,1,0
149322,12000,1,1,0,12000.0,12000.0,1,1.0,0.0,1,0
149375,13600,2,2,0,6800.0,6800.0,1,1.0,0.0,1,0
149563,27400,2,2,0,13700.0,13700.0,1,1.0,0.0,1,0
149566,20000,1,1,0,20000.0,20000.0,1,1.0,0.0,1,0
149761,1925100,1,1,0,1925100.0,1925100.0,1,1.0,0.0,1,0
149943,0,2,0,2,0.0,,0,0.0,1.0,0,1
150123,300,1,1,0,300.0,300.0,1,1.0,0.0,1,0
150255,1619500,1,1,0,1619500.0,1619500.0,1,1.0,0.0,1,0
150373,106100,22,15,7,4822.727272727273,7073.333333333333,1,0.6818181818181818,0.3181818181818182,1,1
150447,325400,2,2,0,162700.0,162700.0,1,1.0,0.0,1,0
150544,14988000,6,6,0,2498000.0,2498000.0,1,1.0,0.0,1,0
150695,85300,5,3,2,17060.0,28433.333333333332,1,0.6,0.4,1,1
151002,3477300,3,3,0,1159100.0,1159100.0,1,1.0,0.0,1,0
151059,34800,3,2,1,11600.0,17400.0,1,0.6666666666666666,0.3333333333333333,1,1
151124,102200,2,2,0,51100.0,51100.0,1,1.0,0.0,1,0
151140,15213900,6,6,0,2535650.0,2535650.0,1,1.0,0.0,1,0
151191,200878100,5,5,0,40175620.0,40175620.0,1,1.0,0.0,1,0
151314,6000,1,1,0,6000.0,6000.0,1,1.0,0.0,1,0
151363,70000,1,1,0,70000.0,70000.0,1,1.0,0.0,1,0
151420,6175400,6,6,0,1029233.3333333334,1029233.3333333334,1,1.0,0.0,1,0
151440,5021700,18,18,0,278983.3333333333,278983.3333333333,1,1.0,0.0,1,0
151495,14300,2,1,1,7150.0,14300.0,0,0.5,0.5,1,1
151594,107200,3,3,0,35733.333333333336,35733.333333333336,1,1.0,0.0,1,0
151631,84000,4,3,1,21000.0,28000.0,1,0.75,0.25,1,1
151690,190600,2,2,0,95300.0,95300.0,1,1.0,0.0,1,0
151742,0,1,0,1,0.0,,0,0.0,1.0,0,1
151782,5600,1,1,0,5600.0,5600.0,1,1.0,0.0,1,0
151866,5600000,3,3,0,1866666.6666666667,1866666.6666666667,1,1.0,0.0,1,0
151873,17588900,29,28,1,606513.7931034482,628175.0,1,0.9655172413793104,0.034482758620689655,1,1
151914,47400,1,1,0,47400.0,47400.0,1,1.0,0.0,1,0
152159,23860900,6,6,0,3976816.6666666665,3976816.6666666665,1,1.0,0.0,1,0
152413,103700,6,6,0,17283.333333333332,17283.333333333332,1,1.0,0.0,1,0
152453,11900,2,2,0,5950.0,5950.0,1,1.0,0.0,1,0
152520,13888000,3,3,0,4629333.333333333,4629333.333333333,1,1.0,0.0,1,0
152535,63200,1,1,0,63200.0,63200.0,1,1.0,0.0,1,0
152736,61600,2,2,0,30800.0,30800.0,1,1.0,0.0,1,0
152973,10111000,2,2,0,5055500.0,5055500.0,1,1.0,0.0,1,0
153013,122700,3,3,0,40900.0,40900.0,1,1.0,0.0,1,0
153028,1293700,1,1,0,1293700.0,1293700.0,1,1.0,0.0,1,0
153074,4294700,20,20,0,214735.0,214735.0,1,1.0,0.0,1,0
153092,10000,2,2,0,5000.0,5000.0,1,1.0,0.0,1,0
153248,2463500,1,1,0,2463500.0,2463500.0,1,1.0,0.0,1,0
153257,84200,5,4,1,16840.0,21050.0,1,0.8,0.2,1,1
153341,357400,2,2,0,178700.0,178700.0,1,1.0,0.0,1,0
153492,317000,2,2,0,158500.0,158500.0,1,1.0,0.0,1,0
153510,99200,2,2,0,49600.0,49600.0,1,1.0,0.0,1,0
153580,100800,2,2,0,50400.0,50400.0,1,1.0,0.0,1,0
153649,0,6,0,6,0.0,,0,0.0,1.0,0,1
153670,4000,1,1,0,4000.0,4000.0,1,1.0,0.0,1,0
153671,75000,2,2,0,37500.0,37500.0,1,1.0,0.0,1,0
153907,1222200,2,2,0,611100.0,611100.0,1,1.0,0.0,1,0
153936,1276200,16,16,0,79762.5,79762.5,1,1.0,0.0,1,0
153938,1054100,3,3,0,351366.6666666667,351366.6666666667,1,1.0,0.0,1,0
153979,0,1,0,1,0.0,,0,0.0,1.0,0,1
154015,133100,3,3,0,44366.666666666664,44366.666666666664,1,1.0,0.0,1,0
154064,315000,4,2,2,78750.0,157500.0,0,0.5,0.5,1,1
154108,30000,2,2,0,15000.0,15000.0,1,1.0,0.0,1,0
154272,192300,1,1,0,192300.0,192300.0,1,1.0,0.0,1,0
154414,0,1,0,1,0.0,,0,0.0,1.0,0,1
154574,9414700,20,20,0,470735.0,470735.0,1,1.0,0.0,1,0
154620,83900,1,1,0,83900.0,83900.0,1,1.0,0.0,1,0
154686,635400,3,3,0,211800.0,211800.0,1,1.0,0.0,1,0
154713,14000,2,2,0,7000.0,7000.0,1,1.0,0.0,1,0
154752,12300,3,3,0,4100.0,4100.0,1,1.0,0.0,1,0
154965,5013200,8,8,0,626650.0,626650.0,1,1.0,0.0,1,0
155108,257000,2,2,0,128500.0,128500.0,1,1.0,0.0,1,0
155343,135000,4,4,0,33750.0,33750.0,1,1.0,0.0,1,0
155470,14000000,1,1,0,14000000.0,14000000.0,1,1.0,0.0,1,0
155481,0,1,0,1,0.0,,0,0.0,1.0,0,1
155611,0,1,0,1,0.0,,0,0.0,1.0,0,1
155766,12200,1,1,0,12200.0,12200.0,1,1.0,0.0,1,0
155848,1200,1,1,0,1200.0,1200.0,1,1.0,0.0,1,0
155854,30000,2,2,0,15000.0,15000.0,1,1.0,0.0,1,0
155877,61300,1,1,0,61300.0,61300.0,1,1.0,0.0,1,0
155955,50000,2,2,0,25000.0,25000.0,1,1.0,0.0,1,0
156045,71200,1,1,0,71200.0,71200.0,1,1.0,0.0,1,0
156218,78400,2,2,0,39200.0,39200.0,1,1.0,0.0,1,0
156272,1400000,1,1,0,1400000.0,1400000.0,1,1.0,0.0,1,0
156311,160400,4,4,0,40100.0,40100.0,1,1.0,0.0,1,0
156426,6812900,5,5,0,1362580.0,1362580.0,1,1.0,0.0,1,0
156516,152061400,1,1,0,152061400.0,152061400.0,1,1.0,0.0,1,0
156544,20000,1,1,0,20000.0,20000.0,1,1.0,0.0,1,0
156578,31300,1,1,0,31300.0,31300.0,1,1.0,0.0,1,0
156595,195600,3,3,0,65200.0,65200.0,1,1.0,0.0,1,0
156756,286900,13,13,0,22069.23076923077,22069.23076923077,1,1.0,0.0,1,0
156832,54300,2,2,0,27150.0,27150.0,1,1.0,0.0,1,0
156856,117800,7,7,0,16828.571428571428,16828.571428571428,1,1.0,0.0,1,0
156878,25600,1,1,0,25600.0,25600.0,1,1.0,0.0,1,0
156884,72300,3,3,0,24100.0,24100.0,1,1.0,0.0,1,0
156997,12300,2,1,1,6150.0,12300.0,0,0.5,0.5,1,1
157007,1393000,1,1,0,1393000.0,1393000.0,1,1.0,0.0,1,0
157206,2246100,7,5,2,320871.4285714286,449220.0,1,0.7142857142857143,0.2857142857142857,1,1
157419,31000,1,1,0,31000.0,31000.0,1,1.0,0.0,1,0
157524,38200,1,1,0,38200.0,38200.0,1,1.0,0.0,1,0
157544,28500,2,2,0,14250.0,14250.0,1,1.0,0.0,1,0
157626,38200,2,2,0,19100.0,19100.0,1,1.0,0.0,1,0
157666,181800,2,2,0,90900.0,90900.0,1,1.0,0.0,1,0
157757,2000000,1,1,0,2000000.0,2000000.0,1,1.0,0.0,1,0
157773,607100,3,3,0,202366.66666666666,202366.66666666666,1,1.0,0.0,1,0
157778,40000,2,2,0,20000.0,20000.0,1,1.0,0.0,1,0
157843,15981300,6,6,0,2663550.0,2663550.0,1,1.0,0.0,1,0
157854,20000,2,2,0,10000.0,10000.0,1,1.0,0.0,1,0
158057,487200,1,1,0,487200.0,487200.0,1,1.0,0.0,1,0
158064,264600,2,2,0,132300.0,132300.0,1,1.0,0.0,1,0
158186,102200,9,9,0,11355.555555555555,11355.555555555555,1,1.0,0.0,1,0
158188,3000000,1,1,0,3000000.0,3000000.0,1,1.0,0.0,1,0
158226,262100,4,4,0,65525.0,65525.0,1,1.0,0.0,1,0
158301,3500000,5,5,0,700000.0,700000.0,1,1.0,0.0,1,0
158361,500,1,1,0,500.0,500.0,1,1.0,0.0,1,0
158394,170000,1,1,0,170000.0,170000.0,1,1.0,0.0,1,0
158506,30700,1,1,0,30700.0,30700.0,1,1.0,0.0,1,0
158585,481900,2,2,0,240950.0,240950.0,1,1.0,0.0,1,0
158606,205800,2,2,0,102900.0,102900.0,1,1.0,0.0,1,0
158856,34100,2,2,0,17050.0,17050.0,1,1.0,0.0,1,0
159063,20300,1,1,0,20300.0,20300.0,1,1.0,0.0,1,0
159155,101200,1,1,0,101200.0,101200.0,1,1.0,0.0,1,0
159243,4387200,1,1,0,4387200.0,4387200.0,1,1.0,0.0,1,0
159249,104700,1,1,0,104700.0,104700.0,1,1.0,0.0,1,0
159356,7500,1,1,0,7500.0,7500.0,1,1.0,0.0,1,0
159407,1014000,1,1,0,1014000.0,1014000.0,1,1.0,0.0,1,0
159460,55000,7,7,0,7857.142857142857,7857.142857142857,1,1.0,0.0,1,0
159536,3200000,2,2,0,1600000.0,1600000.0,1,1.0,0.0,1,0
159562,254320500,6,4,2,42386750.0,63580125.0,1,0.6666666666666666,0.3333333333333333,1,1
159579,5600,2,2,0,2800.0,2800.0,1,1.0,0.0,1,0
159590,0,2,0,2,0.0,,0,0.0,1.0,0,1
159685,720000,3,3,0,240000.0,240000.0,1,1.0,0.0,1,0
159807,40000,2,2,0,20000.0,20000.0,1,1.0,0.0,1,0
160009,1200,1,1,0,1200.0,1200.0,1,1.0,0.0,1,0
160441,14851400,2,2,0,7425700.0,7425700.0,1,1.0,0.0,1,0
160580,3935200,2,2,0,1967600.0,1967600.0,1,1.0,0.0,1,0
160584,380700,3,3,0,126900.0,126900.0,1,1.0,0.0,1,0
160695,160000,1,1,0,160000.0,160000.0,1,1.0,0.0,1,0
160711,12100,1,1,0,12100.0,12100.0,1,1.0,0.0,1,0
160830,349700,5,3,2,69940.0,116566.66666666667,1,0.6,0.4,1,1
160959,69800,4,4,0,17450.0,17450.0,1,1.0,0.0,1,0
160961,530300,1,1,0,530300.0,530300.0,1,1.0,0.0,1,0
161038,178000,1,1,0,178000.0,178000.0,1,1.0,0.0,1,0
161103,3100,1,1,0,3100.0,3100.0,1,1.0,0.0,1,0
161165,133600,1,1,0,133600.0,133600.0,1,1.0,0.0,1,0
161312,395900,2,1,1,197950.0,395900.0,0,0.5,0.5,1,1
161426,24100,1,1,0,24100.0,24100.0,1,1.0,0.0,1,0
161437,450200,11,11,0,40927.27272727273,40927.27272727273,1,1.0,0.0,1,0
161482,1710000,3,3,0,570000.0,570000.0,1,1.0,0.0,1,0
161521,217700,7,7,0,31100.0,31100.0,1,1.0,0.0,1,0
161622,362900,1,1,0,362900.0,362900.0,1,1.0,0.0,1,0
161976,49000,2,2,0,24500.0,24500.0,1,1.0,0.0,1,0
162053,1862900,1,1,0,1862900.0,1862900.0,1,1.0,0.0,1,0
162502,84700,6,6,0,14116.666666666666,14116.666666666666,1,1.0,0.0,1,0
162693,967000,16,16,0,60437.5,60437.5,1,1.0,0.0,1,0
162886,289600,4,4,0,72400.0,72400.0,1,1.0,0.0,1,0
162908,2900,1,1,0,2900.0,2900.0,1,1.0,0.0,1,0
162968,81700,4,4,0,20425.0,20425.0,1,1.0,0.0,1,0
162979,1594900,2,2,0,797450.0,797450.0,1,1.0,0.0,1,0
162990,5500,1,1,0,5500.0,5500.0,1,1.0,0.0,1,0
163083,0,2,0,2,0.0,,0,0.0,1.0,0,1
163135,4500,1,1,0,4500.0,4500.0,1,1.0,0.0,1,0
163445,965100,1,1,0,965100.0,965100.0,1,1.0,0.0,1,0
163572,1020000,2,2,0,510000.0,510000.0,1,1.0,0.0,1,0
163587,58050100,35,35,0,1658574.2857142857,1658574.2857142857,1,1.0,0.0,1,0
163727,21200,1,1,0,21200.0,21200.0,1,1.0,0.0,1,0
163807,750200,3,2,1,250066.66666666666,375100.0,1,0.6666666666666666,0.3333333333333333,1,1
163917,618000,2,2,0,309000.0,309000.0,1,1.0,0.0,1,0
164163,24900,1,1,0,24900.0,24900.0,1,1.0,0.0,1,0
164379,44100,1,1,0,44100.0,44100.0,1,1.0,0.0,1,0
164481,227600,1,1,0,227600.0,227600.0,1,1.0,0.0,1,0
164533,109000,8,8,0,13625.0,13625.0,1,1.0,0.0,1,0
164560,1114800,2,2,0,557400.0,557400.0,1,1.0,0.0,1,0
164603,1574300,3,3,0,524766.6666666666,524766.6666666666,1,1.0,0.0,1,0
164713,80300,1,1,0,80300.0,80300.0,1,1.0,0.0,1,0
164857,392400,2,2,0,196200.0,196200.0,1,1.0,0.0,1,0
164881,3058400,4,4,0,764600.0,764600.0,1,1.0,0.0,1,0
164922,3200,1,1,0,3200.0,3200.0,1,1.0,0.0,1,0
164961,13948500,13,13,0,1072961.5384615385,1072961.5384615385,1,1.0,0.0,1,0
164969,43410000,3,3,0,14470000.0,14470000.0,1,1.0,0.0,1,0
164978,2000,2,2,0,1000.0,1000.0,1,1.0,0.0,1,0
165074,293800,2,2,0,146900.0,146900.0,1,1.0,0.0,1,0
165079,78770800,18,18,0,4376155.555555556,4376155.555555556,1,1.0,0.0,1,0
165092,14100,1,1,0,14100.0,14100.0,1,1.0,0.0,1,0
165143,5500,1,1,0,5500.0,5500.0,1,1.0,0.0,1,0
165357,189700,6,6,0,31616.666666666668,31616.666666666668,1,1.0,0.0,1,0
165373,43100,1,1,0,43100.0,43100.0,1,1.0,0.0,1,0
165439,400000,2,2,0,200000.0,200000.0,1,1.0,0.0,1,0
165494,14459000,2,2,0,7229500.0,7229500.0,1,1.0,0.0,1,0
165576,296200,39,39,0,7594.871794871795,7594.871794871795,1,1.0,0.0,1,0
165709,86600,9,9,0,9622.222222222223,9622.222222222223,1,1.0,0.0,1,0
165793,600000,2,1,1,300000.0,600000.0,0,0.5,0.5,1,1
165850,54604600,20,14,6,2730230.0,3900328.5714285714,1,0.7,0.3,1,1
165878,301800,5,5,0,60360.0,60360.0,1,1.0,0.0,1,0
166002,832800,2,2,0,416400.0,416400.0,1,1.0,0.0,1,0
166038,1006900,1,1,0,1006900.0,1006900.0,1,1.0,0.0,1,0
166147,30000,1,1,0,30000.0,30000.0,1,1.0,0.0,1,0
166160,306500,3,3,0,102166.66666666667,102166.66666666667,1,1.0,0.0,1,0
166250,255000,1,1,0,255000.0,255000.0,1,1.0,0.0,1,0
166432,111800,2,2,0,55900.0,55900.0,1,1.0,0.0,1,0
166503,260200,1,1,0,260200.0,260200.0,1,1.0,0.0,1,0
166668,138500,1,1,0,138500.0,138500.0,1,1.0,0.0,1,0
167048,656200,21,19,2,31247.619047619046,34536.84210526316,1,0.9047619047619048,0.09523809523809523,1,1
167050,9400,1,1,0,9400.0,9400.0,1,1.0,0.0,1,0
167077,48000,2,2,0,24000.0,24000.0,1,1.0,0.0,1,0
167082,28400,1,1,0,28400.0,28400.0,1,1.0,0.0,1,0
167410,202038400,3,2,1,67346133.33333333,101019200.0,1,0.6666666666666666,0.3333333333333333,1,1
167631,200000,3,1,2,66666.66666666667,200000.0,0,0.3333333333333333,0.6666666666666666,1,1
167810,58600,1,1,0,58600.0,58600.0,1,1.0,0.0,1,0
167844,49000,1,1,0,49000.0,49000.0,1,1.0,0.0,1,0
167986,161700,3,3,0,53900.0,53900.0,1,1.0,0.0,1,0
168116,85000,9,9,0,9444.444444444445,9444.444444444445,1,1.0,0.0,1,0
168133,255100,3,3,0,85033.33333333333,85033.33333333333,1,1.0,0.0,1,0
168168,616000,3,3,0,205333.33333333334,205333.33333333334,1,1.0,0.0,1,0
168245,5056000,1,1,0,5056000.0,5056000.0,1,1.0,0.0,1,0
168368,182030100,3,3,0,60676700.0,60676700.0,1,1.0,0.0,1,0
168420,604000,3,3,0,201333.33333333334,201333.33333333334,1,1.0,0.0,1,0
168430,135100,1,1,0,135100.0,135100.0,1,1.0,0.0,1,0
168440,447200,63,63,0,7098.412698412699,7098.412698412699,1,1.0,0.0,1,0
168537,86000,1,1,0,86000.0,86000.0,1,1.0,0.0,1,0
168587,3350000,2,2,0,1675000.0,1675000.0,1,1.0,0.0,1,0
168704,1000,2,2,0,500.0,500.0,1,1.0,0.0,1,0
168798,382700,2,2,0,191350.0,191350.0,1,1.0,0.0,1,0
168820,73300,1,1,0,73300.0,73300.0,1,1.0,0.0,1,0
169013,127128800,2,2,0,63564400.0,63564400.0,1,1.0,0.0,1,0
169074,800,1,1,0,800.0,800.0,1,1.0,0.0,1,0
169076,14000,2,2,0,7000.0,7000.0,1,1.0,0.0,1,0
169139,36800,1,1,0,36800.0,36800.0,1,1.0,0.0,1,0
169249,7000,1,1,0,7000.0,7000.0,1,1.0,0.0,1,0
169310,55939400,22,22,0,2542700.0,2542700.0,1,1.0,0.0,1,0
169598,108400,7,7,0,15485.714285714286,15485.714285714286,1,1.0,0.0,1,0
169665,349500,1,1,0,349500.0,349500.0,1,1.0,0.0,1,0
169737,3400,2,2,0,1700.0,1700.0,1,1.0,0.0,1,0
169741,65200,2,2,0,32600.0,32600.0,1,1.0,0.0,1,0
169810,3600,1,1,0,3600.0,3600.0,1,1.0,0.0,1,0
169988,13300,1,1,0,13300.0,13300.0,1,1.0,0.0,1,0
170384,2569700,4,4,0,642425.0,642425.0,1,1.0,0.0,1,0
170481,1157000,1,1,0,1157000.0,1157000.0,1,1.0,0.0,1,0
170538,618800,4,4,0,154700.0,154700.0,1,1.0,0.0,1,0
170561,1088400,1,1,0,1088400.0,1088400.0,1,1.0,0.0,1,0
170664,92500,4,4,0,23125.0,23125.0,1,1.0,0.0,1,0
170676,7600000,2,2,0,3800000.0,3800000.0,1,1.0,0.0,1,0
170719,43554000,116,113,3,375465.5172413793,385433.62831858406,1,0.9741379310344828,0.02586206896551724,1,1
170848,25202800,19,19,0,1326463.1578947369,1326463.1578947369,1,1.0,0.0,1,0
170857,36500,2,2,0,18250.0,18250.0,1,1.0,0.0,1,0
170925,13415000,1,1,0,13415000.0,13415000.0,1,1.0,0.0,1,0
170994,3800,1,1,0,3800.0,3800.0,1,1.0,0.0,1,0
171119,2402000,2,2,0,1201000.0,1201000.0,1,1.0,0.0,1,0
171179,2160900,149,149,0,14502.68456375839,14502.68456375839,1,1.0,0.0,1,0
171231,240000,3,3,0,80000.0,80000.0,1,1.0,0.0,1,0
171237,2000,1,1,0,2000.0,2000.0,1,1.0,0.0,1,0
171251,6318300,27,21,6,234011.11111111112,300871.4285714286,1,0.7777777777777778,0.2222222222222222,1,1
171399,419100,1,1,0,419100.0,419100.0,1,1.0,0.0,1,0
171624,4111200,3,3,0,1370400.0,1370400.0,1,1.0,0.0,1,0
171770,551900,1,1,0,551900.0,551900.0,1,1.0,0.0,1,0
171803,16000,2,2,0,8000.0,8000.0,1,1.0,0.0,1,0
171935,48000,7,4,3,6857.142857142857,12000.0,1,0.5714285714285714,0.42857142857142855,1,1
172036,6300,3,3,0,2100.0,2100.0,1,1.0,0.0,1,0
172256,25900,1,1,0,25900.0,25900.0,1,1.0,0.0,1,0
172773,2027600,2,2,0,1013800.0,1013800.0,1,1.0,0.0,1,0
172836,1723600,1,1,0,1723600.0,1723600.0,1,1.0,0.0,1,0
172966,20400,28,28,0,728.5714285714286,728.5714285714286,1,1.0,0.0,1,0
173046,0,1,0,1,0.0,,0,0.0,1.0,0,1
173181,17200,1,1,0,17200.0,17200.0,1,1.0,0.0,1,0
173247,873700,3,3,0,291233.3333333333,291233.3333333333,1,1.0,0.0,1,0
173367,367900,3,3,0,122633.33333333333,122633.33333333333,1,1.0,0.0,1,0
173372,20000,1,1,0,20000.0,20000.0,1,1.0,0.0,1,0
173393,2944200,12,9,3,245350.0,327133.3333333333,1,0.75,0.25,1,1
173611,56900,1,1,0,56900.0,56900.0,1,1.0,0.0,1,0
173615,369400,2,2,0,184700.0,184700.0,1,1.0,0.0,1,0
173814,500000,1,1,0,500000.0,500000.0,1,1.0,0.0,1,0
173852,18690100,3,3,0,6230033.333333333,6230033.333333333,1,1.0,0.0,1,0
173896,428600,2,2,0,214300.0,214300.0,1,1.0,0.0,1,0
174040,140000,1,1,0,140000.0,140000.0,1,1.0,0.0,1,0
174221,813000,1,1,0,813000.0,813000.0,1,1.0,0.0,1,0
174244,444800,5,5,0,88960.0,88960.0,1,1.0,0.0,1,0
174500,0,1,0,1,0.0,,0,0.0,1.0,0,1
174503,629200,2,2,0,314600.0,314600.0,1,1.0,0.0,1,0
174515,4828200,8,8,0,603525.0,603525.0,1,1.0,0.0,1,0
174520,0,1,0,1,0.0,,0,0.0,1.0,0,1
174575,30300,2,2,0,15150.0,15150.0,1,1.0,0.0,1,0
174626,28000,1,1,0,28000.0,28000.0,1,1.0,0.0,1,0
174652,7644500,4,3,1,1911125.0,2548166.6666666665,1,0.75,0.25,1,1
174830,1201000,4,4,0,300250.0,300250.0,1,1.0,0.0,1,0
174905,33000,1,1,0,33000.0,33000.0,1,1.0,0.0,1,0
175088,1900,1,1,0,1900.0,1900.0,1,1.0,0.0,1,0
175125,135300,4,4,0,33825.0,33825.0,1,1.0,0.0,1,0
175245,15000,1,1,0,15000.0,15000.0,1,1.0,0.0,1,0
175278,130000,1,1,0,130000.0,130000.0,1,1.0,0.0,1,0
175325,191600,2,2,0,95800.0,95800.0,1,1.0,0.0,1,0
175378,50700,4,4,0,12675.0,12675.0,1,1.0,0.0,1,0
175436,24900,2,2,0,12450.0,12450.0,1,1.0,0.0,1,0
175472,55800,3,3,0,18600.0,18600.0,1,1.0,0.0,1,0
175502,17600,1,1,0,17600.0,17600.0,1,1.0,0.0,1,0
175527,2041900,1,1,0,2041900.0,2041900.0,1,1.0,0.0,1,0
175669,36800,4,4,0,9200.0,9200.0,1,1.0,0.0,1,0
