EID,TARGET
36017,0
36019,1
36024,0
36034,0
36040,0
36044,0
36046,1
36051,0
36054,1
36060,0
36061,1
36063,0
36064,1
36067,1
36074,0
36084,0
36085,0
36087,1
36091,0
36107,0
36108,0
36109,0
36110,0
36115,0
36120,0
36123,1
36124,0
36127,0
36134,0
36138,0
36140,0
36142,0
36145,0
36147,0
36149,1
36154,0
36155,0
36156,0
36159,0
36161,0
36162,0
36163,0
36165,0
36166,1
36172,0
36174,1
36175,0
36187,0
36188,0
36189,0
36192,0
36199,0
36201,0
36203,0
36205,0
36213,0
36219,0
36228,0
36230,1
36232,0
36233,1
36235,0
36236,0
36237,0
36238,0
36239,1
36240,0
36241,0
36243,0
36254,0
36257,1
36262,0
36265,0
36268,0
36270,0
36271,0
36273,0
36275,0
36277,0
36280,0
36282,0
36283,0
36284,1
36285,0
36288,0
36293,0
36294,0
36295,1
36296,1
36299,1
36302,0
36307,0
36319,0
36324,0
36330,0
36335,0
36345,0
36354,0
36355,0
36360,1
36363,0
36366,0
36368,0
36369,0
36372,0
36373,0
36374,0
36375,0
36377,1
36384,0
36385,0
36386,0
36387,0
36393,0
36395,0
36398,0
36408,0
36417,0
36419,0
36420,0
36421,1
36422,0
36429,0
36441,1
36444,1
36455,0
36456,0
36459,0
36460,0
36461,0
36462,1
36463,0
36466,0
36469,0
36472,0
36473,0
36476,0
36477,0
36478,0
36484,1
36487,1
36488,0
36490,0
36491,0
36498,0
36499,0
36504,0
36508,0
36517,0
36518,1
36523,0
36524,0
36525,0
36527,0
36530,0
36531,0
36540,0
36542,0
36543,0
36547,0
36551,0
36553,0
36568,1
36570,1
36572,0
36575,1
36581,0
36582,0
36586,0
36590,1
36592,0
36594,0
36596,0
36597,0
36603,0
36606,0
36616,0
36618,0
36619,0
36621,1
36626,1
36631,0
36633,0
36634,0
36644,0
36649,1
36650,0
36655,0
36658,0
36661,1
36663,0
36665,0
36668,0
36672,0
36674,0
36675,0
36680,0
36682,0
36684,0
36685,0
36686,0
36690,0
36693,1
36695,0
36703,1
36705,0
36708,0
36713,0
36717,0
36725,0
36726,1
36727,0
36731,1
36732,0
36735,0
36738,1
36739,0
36742,1
36749,0
36750,0
36759,0
36761,1
36762,0
36763,0
36764,0
36765,0
36770,0
36775,0
36776,0
36777,0
36778,0
36780,1
36788,0
36791,0
36794,0
36798,0
36802,0
36807,0
36810,0
36816,0
36819,1
36822,0
36824,1
36826,1
36830,0
36831,0
36835,1
36839,1
36843,0
36844,1
36845,0
36849,0
36850,1
36856,0
36859,0
36861,0
36863,0
36865,1
36878,1
36880,0
36881,0
36882,0
36883,0
36887,0
36890,0
36893,0
36898,0
36901,0
36904,0
36906,0
36907,0
36914,0
36915,0
36929,1
36931,0
36932,0
36938,0
36943,1
36946,0
36947,0
36948,0
36949,0
36950,0
36953,0
36955,0
36960,0
36961,0
36962,0
36964,0
36966,0
36968,0
36969,0
36974,0
36978,0
36980,0
36988,1
36990,1
36993,1
36994,1
36997,0
36999,0
37001,0
37002,0
37009,0
37017,0
37024,0
37027,0
37032,0
37033,0
37034,0
37035,0
37040,0
37043,0
37044,1
37045,0
37054,0
37055,1
37057,0
37062,0
37064,0
37074,0
37075,0
37079,0
37093,0
37094,0
37095,0
37097,0
37099,0
37105,0
37106,0
37107,0
37114,0
37117,0
37118,0
37119,0
37125,0
37131,0
37134,0
37136,0
37138,0
37140,0
37143,0
37145,1
37146,0
37149,1
37150,1
37151,0
37156,1
37157,0
37158,1
37166,0
37167,0
37174,0
37177,0
37179,1
37180,1
37185,0
37193,0
37198,1
37199,0
37201,0
37202,1
37203,0
37207,0
37214,0
37223,0
37226,0
37228,0
37230,0
37232,0
37233,0
37237,1
37238,0
37241,0
37243,1
37250,1
37252,1
37264,0
37266,1
37267,0
37274,1
37282,1
37284,0
37286,0
37289,0
37290,0
37298,0
37299,1
37300,1
37302,0
37315,0
37320,0
37321,0
37324,1
37326,0
37330,0
37337,1
37339,0
37342,0
37349,0
37350,0
37352,0
37354,0
37356,0
37365,0
37368,0
37374,1
37375,0
37376,0
37377,0
37382,0
37385,0
37386,0
37387,0
37389,0
37410,0
37425,0
37426,0
37429,0
37430,0
37434,0
37436,0
37437,0
37440,0
37443,1
37444,1
37446,0
37448,0
37449,0
37453,0
37455,0
37458,0
37461,0
37462,0
37465,0
37469,0
37470,0
37476,0
37484,0
37487,0
37490,0
37495,0
37499,0
37500,0
37505,1
37508,1
37512,0
37514,0
37515,0
37518,0
37521,0
37522,0
37525,1
37530,0
37533,0
37539,1
37544,1
37561,0
37562,1
37563,0
37566,0
37569,0
37585,0
37590,0
37593,0
37595,0
37597,0
37602,0
37603,0
37604,0
37605,0
37608,0
37609,0
37610,0
37613,0
37616,0
37619,0
37623,0
37624,0
37626,0
37634,0
37639,0
37641,1
37647,0
37650,0
37652,1
37657,0
37659,1
37666,0
37667,0
37670,1
37675,0
37680,1
37687,1
37689,0
37694,0
37696,0
37703,0
37710,0
37712,0
37718,0
37725,0
37726,0
37728,0
37729,1
37730,0
37732,0
37743,0
37745,0
37746,0
37747,0
37749,0
37754,0
37755,1
37757,0
37759,0
37761,0
37764,0
37765,0
37776,0
37777,0
37778,0
37784,0
37789,0
37790,0
37793,0
37800,0
37801,0
37803,1
37804,0
37806,1
37807,0
37809,1
37815,1
37816,0
37831,0
37833,0
37841,0
37842,0
37843,1
37845,0
37849,0
37853,1
37854,1
37860,0
37866,0
37869,0
37871,0
37874,0
37887,0
37889,0
37890,0
37892,1
37893,0
37897,1
37905,1
37907,0
37908,0
37919,0
37936,0
37940,0
37942,0
37944,0
37946,1
37949,0
37957,1
37958,0
37960,0
37963,0
37965,1
37968,1
37969,0
37970,1
37973,0
37974,0
37978,0
37980,1
37983,0
37984,0
37987,0
37988,0
37989,0
37990,0
37991,0
37993,1
37997,1
37998,1
38004,0
38008,0
38009,1
38010,0
38012,0
38013,0
38016,0
38017,0
38019,0
38021,0
38022,0
38023,0
38025,0
38027,0
38039,0
38041,0
38047,1
38048,0
38053,0
38056,0
38062,1
38063,0
38067,1
38069,0
38070,1
38072,0
38074,1
38079,0
38085,0
38087,0
38090,1
38092,0
38093,0
38096,1
38097,1
38099,0
38100,0
38106,0
38114,0
38115,1
38117,1
38118,0
38119,0
38120,0
38122,0
38124,0
38130,1
38131,0
38134,1
38142,0
38144,0
38152,1
38153,0
38160,0
38163,1
38166,0
38167,1
38168,0
38181,0
38184,0
38193,0
38200,0
38202,0
38203,0
38207,1
38216,0
38218,0
38225,0
38228,0
38239,0
38241,0
38248,0
38249,0
38251,0
38255,1
38258,0
38259,0
38261,0
38264,0
38265,0
38266,0
38270,0
38271,0
38273,0
38275,0
38283,0
38284,0
38285,0
38287,0
38288,1
38289,1
38290,0
38291,0
38292,0
38293,0
38294,0
38296,0
38297,0
38299,0
38300,0
38308,0
38310,0
38312,0
38313,0
38316,0
38321,1
38323,1
38326,0
38329,1
38333,0
38336,0
38338,0
38339,0
38341,0
38344,0
38358,0
38364,0
38365,0
38368,0
38374,1
38377,0
38382,0
38387,0
38388,0
38389,0
38391,0
38394,0
38401,0
38402,0
38403,1
38404,1
38405,0
38410,0
38413,0
38416,0
38419,1
38420,0
38422,0
38425,0
38429,0
38437,0
38441,0
38445,0
38446,0
38447,0
38451,0
38452,0
38458,1
38464,1
38467,0
38475,0
38479,1
38485,0
38486,1
38488,0
38493,0
38497,0
38498,0
38507,0
38508,0
38511,1
38513,0
38514,1
38515,0
38517,0
38519,0
38529,0
38531,0
38533,0
38543,0
38550,0
38553,1
38564,1
38567,0
38570,0
38577,0
38580,0
38581,0
38583,0
38590,0
38593,0
38596,0
38599,0
38600,0
38601,0
38605,0
38615,1
38617,0
38618,1
38621,0
38624,1
38627,1
38629,0
38631,1
38633,0
38639,0
38642,0
38644,0
38649,0
38652,0
38663,0
38666,1
38667,1
38668,0
38673,0
38676,0
38685,0
38686,1
38692,0
38697,1
38700,0
38701,0
38702,0
38704,0
38706,0
38709,1
38715,0
38716,0
38718,0
38722,0
38726,0
38735,0
38739,0
38742,0
38744,0
38746,0
38752,0
38753,0
38756,0
38757,0
38763,0
38768,0
38770,0
38773,0
38776,1
38779,1
38782,0
38791,0
38792,0
38794,0
38803,1
38804,1
38805,0
38809,1
38814,0
38820,0
38822,0
38837,0
38839,0
38840,0
38841,1
38842,0
38844,0
38857,0
38859,0
38867,0
38873,0
38876,0
38877,0
38882,0
38883,0
38888,0
38894,0
38895,0
38900,1
38902,1
38903,0
38904,0
38910,0
38913,0
38915,0
38916,0
38923,1
38924,1
38932,0
38946,0
38954,0
38955,0
38959,0
38961,0
38964,0
38966,0
38968,1
38977,0
38980,1
38981,0
38984,0
38987,0
38991,0
38994,0
38995,0
38996,0
38999,0
39001,0
39006,0
39013,0
39014,0
39017,0
39019,1
39021,1
39022,1
39023,1
39026,0
39028,0
39032,0
39037,0
39043,0
39045,0
39046,0
39047,0
39051,0
39060,1
39063,0
39066,0
39076,0
39077,0
39078,0
39081,1
39084,0
39091,0
39093,1
39095,0
39100,0
39103,0
39108,0
39119,0
39122,0
39123,0
39125,0
39126,1
39129,0
39132,0
39139,0
39140,1
39144,0
39146,0
39152,1
39153,0
39157,0
39159,0
39161,0
39164,1
39165,0
39167,0
39187,0
39189,1
39198,0
39202,0
39203,0
39209,1
39213,0
39221,0
39231,0
39233,0
39235,0
39244,0
39245,0
39249,0
39250,1
39252,0
39253,0
39259,0
39263,0
39266,0
39268,0
39271,0
39273,0
39278,0
39281,0
39284,0
39287,0
39292,1
39296,0
39297,0
39302,0
39303,1
39305,0
39307,0
39309,0
39317,1
39318,0
39322,0
39325,0
39328,0
39335,1
39340,0
39344,0
39346,0
39347,0
39348,1
39350,1
39365,0
39368,0
39370,0
39372,0
39375,0
39382,1
39383,0
39388,0
39389,0
39392,0
39393,0
39403,0
39404,1
39406,0
39407,0
39409,0
39412,0
39417,0
39418,0
39419,0
39423,0
39431,0
39433,0
39436,0
39439,0
39443,0
39445,1
39447,0
39452,0
39456,0
39462,0
39466,1
39475,0
39479,0
39482,1
39483,1
39484,0
39488,0
39492,0
39496,0
39499,0
39504,1
39510,1
39511,0
39512,0
39520,0
39522,1
39523,0
39525,1
39529,0
39532,0
39534,0
39538,0
39548,1
39550,0
39553,1
39558,0
39560,0
39561,0
39583,0
39586,0
39592,0
39596,0
39598,0
39605,0
39617,0
39618,0
39620,0
39622,0
39627,0
39631,0
39632,0
39639,0
39640,1
39645,1
39647,0
39648,0
39651,1
39654,0
39656,0
39657,0
39658,0
39660,0
39664,0
39668,1
39669,0
39671,1
39673,0
39676,1
39679,1
39682,0
39688,0
39689,0
39690,0
39692,1
39694,0
39695,0
39699,0
39702,0
39707,0
39710,0
39714,0
39719,1
39724,0
39734,0
39735,0
39736,0
39737,0
39743,0
39749,0
39752,0
39756,0
39759,0
39760,0
39761,0
39764,0
39765,1
39766,0
39769,0
39770,0
39771,0
39782,0
39784,0
39789,1
39791,0
39793,0
39794,0
39795,0
39799,0
39801,0
39816,0
39817,0
39822,0
39827,1
39830,1
39833,0
39838,0
39840,0
39842,0
39847,1
39852,0
39855,1
39857,0
39858,1
39859,0
39861,1
39870,0
39871,1
39872,0
39873,1
39874,0
39880,1
39885,0
39886,0
39887,0
39889,0
39894,1
39896,0
39898,0
39899,1
39902,0
39904,0
39909,0
39910,0
39920,0
39930,0
39931,0
39933,0
39936,0
39946,0
39952,0
39956,1
39958,0
39960,0
39966,0
39968,0
39971,0
39977,0
39981,0
39983,1
39987,0
39994,0
39995,0
39997,0
39998,1
39999,1
40005,1
40010,1
40015,0
40018,1
40026,0
40030,0
40031,0
40037,0
40040,0
40046,0
40049,0
40050,0
40052,0
40058,0
40059,0
40061,0
40067,0
40068,0
40069,0
40070,0
40073,0
40075,0
40077,1
40078,0
40079,1
40088,1
40094,1
40097,0
40103,0
40104,0
40105,0
40112,0
40118,1
40122,0
40137,0
40139,0
40141,0
40143,0
40145,0
40152,1
40166,0
40168,0
40173,0
40176,0
40183,0
40186,0
40188,1
40196,0
40197,0
40200,0
40202,0
40205,0
40212,0
40216,0
40219,0
40222,0
40224,0
40225,0
40227,0
40240,0
40244,1
40253,0
40256,1
40258,1
40263,1
40264,0
40267,1
40270,0
40271,0
40277,0
40278,0
40284,0
40285,0
40289,1
40291,0
40307,0
40308,0
40315,0
40316,0
40317,0
40318,0
40319,0
40320,1
40321,0
40324,0
40326,1
40336,0
40337,0
40338,0
40339,0
40347,0
40349,0
40356,1
40357,0
40359,0
40360,0
40361,0
40367,0
40372,0
40377,1
40391,1
40395,0
40396,0
40397,0
40402,0
40405,0
40406,0
40408,0
40409,0
40410,0
40413,0
40415,1
40417,1
40419,1
40421,0
40422,0
40426,0
40427,0
40428,0
40429,1
40431,0
40433,0
40434,0
40435,1
40438,0
40445,0
40447,0
40448,0
40449,1
40450,1
40454,0
40460,0
40462,0
40465,0
40466,0
40468,0
40469,0
40477,0
40478,0
40484,1
40485,0
40487,1
40492,0
40493,1
40495,0
40496,0
40499,0
40507,1
40508,0
40512,0
40518,0
40521,0
40525,0
40534,0
40536,0
40542,0
40545,0
40546,0
40550,1
40551,0
40552,0
40559,0
40560,0
40564,0
40568,0
40572,1
40575,0
40586,1
40588,0
40597,0
40600,0
40601,0
40604,0
40607,0
40610,0
40614,0
40622,0
40625,0
40643,0
40644,0
40648,0
40649,0
40652,0
40656,0
40657,0
40659,0
40661,0
40663,0
40665,0
40676,0
40677,0
40679,0
40689,0
40692,0
40693,0
40694,0
40695,0
40701,0
40702,0
40703,0
40705,0
40707,0
40708,1
40709,0
40710,0
40711,0
40718,0
40720,0
40726,0
40729,0
40733,1
40735,0
40737,0
40745,0
40746,0
40756,1
40761,0
40764,1
40768,0
40770,1
40772,0
40773,0
40792,0
40795,0
40796,0
40797,1
40814,0
40823,0
40828,0
40829,1
40830,0
40837,0
40838,0
40843,0
40844,0
40845,0
40846,0
40847,0
40852,0
40856,0
40857,0
40858,1
40859,0
40867,0
40870,0
40871,0
40873,0
40876,0
40879,0
40880,0
40887,0
40890,0
40893,1
40895,1
40896,0
40898,0
40902,0
40904,0
40906,0
40908,0
40909,0
40910,0
40917,0
40918,0
40921,0
40927,1
40932,0
40933,0
40935,0
40944,0
40951,0
40952,1
40955,0
40960,0
40971,1
40972,0
40980,0
40981,0
40984,0
40989,1
40990,0
40991,0
40992,0
40994,0
41001,0
41004,1
41005,0
41007,0
41008,0
41011,0
41013,0
41014,1
41015,0
41018,0
41021,0
41022,0
41023,0
41026,0
41029,0
41035,0
41037,0
41043,0
41045,0
41046,0
41048,0
41052,0
41054,0
41057,0
41062,0
41065,0
41068,1
41073,1
41081,0
41082,1
41083,0
41085,1
41086,0
41096,0
41097,0
41105,0
41113,0
41123,0
41124,0
41126,1
41127,0
41131,0
41132,0
41133,0
41137,0
41140,1
41141,0
41145,0
41148,0
41159,0
41171,0
41173,1
41174,0
41175,0
41176,0
41180,1
41181,1
41187,0
41195,0
41197,0
41198,0
41200,0
41209,0
41212,0
41213,0
41214,0
41220,0
41222,1
41226,0
41234,0
41238,1
41242,0
41244,0
41248,0
41249,1
41251,0
41254,0
41257,0
41262,0
41269,0
41270,0
41275,0
41276,1
41289,0
41290,0
41291,0
41293,0
41295,1
41299,0
41301,0
41302,0
41304,1
41305,1
41307,0
41311,0
41315,0
41319,0
41321,0
41323,0
41328,0
41336,0
41337,0
41338,0
41341,0
41343,0
41345,0
41346,0
41348,0
41350,0
41354,0
41356,0
41359,0
41363,0
41364,0
41365,0
41368,0
41372,1
41374,0
41388,0
41392,0
41394,0
41395,0
41402,0
41408,0
41409,0
41410,1
41414,0
41415,0
41416,0
41417,0
41423,0
41425,0
41427,1
41428,0
41429,0
41434,0
41437,0
41438,1
41442,0
41449,1
41450,0
41451,0
41452,0
41453,0
41458,0
41459,0
41465,0
41469,0
41472,0
41473,0
41489,0
41493,1
41494,1
41499,1
41501,0
41502,0
41505,0
41516,0
41521,0
41524,0
41525,0
41527,0
41528,0
41532,1
41534,0
41539,0
41545,0
41553,0
41563,0
41565,0
41566,0
41571,0
41573,0
41576,0
41577,1
41592,1
41594,0
41597,0
41599,0
41603,1
41605,1
41606,1
41611,1
41613,0
41614,0
41615,1
41618,1
41619,0
41620,0
41621,0
41626,0
41627,0
41630,0
41631,0
41633,0
41638,0
41639,1
41646,1
41647,0
41648,1
41649,0
41652,1
41653,0
41657,1
41661,1
41662,0
41672,0
41675,0
41679,0
41680,1
41683,0
41695,0
41698,0
41699,0
41702,1
41712,0
41716,0
41717,1
41719,1
41728,0
41730,0
41735,0
41736,0
41744,0
41746,0
41748,1
41749,0
41755,0
41757,0
41761,1
41765,0
41766,0
41769,0
41773,0
41775,0
41782,0
41788,0
41789,0
41794,0
41796,0
41801,0
41802,0
41811,0
41813,1
41815,1
41816,1
41817,0
41818,1
41820,0
41830,0
41835,0
41837,0
41839,1
41846,0
41849,0
41855,1
41856,0
41857,0
41859,0
41868,1
41869,0
41877,0
41880,0
41883,1
41884,0
41885,0
41889,1
41890,0
41892,0
41899,1
41901,0
41904,0
41905,0
41906,0
41908,0
41910,0
41914,0
41921,0
41924,1
41929,1
41931,1
41932,0
41933,0
41935,0
41944,0
41945,0
41948,1
41952,0
41953,0
41961,0
41962,1
41967,0
41971,0
41974,0
41976,1
41978,1
41987,0
41989,1
41993,1
42002,0
42004,0
42007,0
42008,0
42011,1
42012,0
42016,0
42018,0
42019,0
42024,0
42025,0
42030,0
42033,0
42038,0
42040,0
42042,0
42051,1
42056,0
42059,0
42061,0
42064,1
42066,1
42067,0
42071,1
42075,0
42080,1
42081,0
42082,1
42083,0
42084,1
42088,0
42091,0
42096,0
42097,0
42103,0
42112,0
42120,1
42138,0
42145,0
42153,0
42155,0
42157,0
42158,1
42161,0
42164,0
42166,0
42167,0
42169,0
42170,0
42172,0
42179,0
42185,0
42188,0
42193,0
42194,0
42198,1
42201,0
42206,0
42207,0
42208,0
42210,0
42211,1
42220,0
42221,0
42233,0
42234,1
42236,0
42242,1
42244,1
42248,1
42251,0
42252,0
42255,0
42256,0
42257,0
42261,0
42263,0
42277,0
42285,0
42288,0
42290,0
42297,0
42298,1
42304,0
42309,0
42310,0
42317,0
42320,0
42324,0
42326,1
42329,0
42331,0
42333,0
42336,0
42338,0
42340,0
42345,0
42360,0
42362,0
42363,0
42372,0
42375,0
42376,1
42388,0
42401,0
42407,0
42410,0
42412,0
42413,0
42417,0
42432,0
42433,0
42435,0
42439,1
42441,0
42442,0
42443,0
42448,1
42456,0
42457,1
42462,1
42463,0
42468,0
42475,0
42481,0
42488,0
42489,0
42493,0
42499,1
42500,0
42509,0
42520,1
42523,0
42524,1
42525,0
42528,1
42531,1
42533,0
42534,1
42538,1
42539,0
42544,0
42545,0
42547,1
42549,1
42550,1
42555,0
42556,1
42565,0
42568,0
42573,1
42577,0
42580,1
42583,0
42587,0
42589,0
42591,0
42594,0
42595,1
42602,0
42603,0
42606,1
42615,1
42616,0
42617,1
42623,0
42624,0
42627,0
42628,0
42631,0
42636,0
42637,0
42640,0
42645,0
42646,1
42649,0
42653,0
42655,0
42659,1
42661,0
42664,0
42666,0
42667,0
42673,1
42674,0
42678,0
42683,1
42691,0
42693,0
42694,0
42696,0
42702,0
42704,0
42708,1
42709,0
42710,1
42711,0
42714,0
42720,1
42721,0
42723,0
42735,0
42740,0
42741,0
42742,0
42743,1
42747,0
42748,0
42749,0
42751,0
42753,1
42755,0
42758,0
42759,1
42761,0
42762,0
42766,0
42768,0
42770,0
42771,0
42773,0
42774,0
42775,0
42777,0
42779,0
42782,0
42784,1
42786,0
42801,0
42803,0
42805,0
42808,0
42819,0
42820,1
42825,0
42826,0
42846,1
42849,0
42850,0
42851,0
42853,1
42856,1
42863,1
42864,1
42865,0
42870,0
42874,0
42875,0
42878,1
42889,0
42891,0
42897,1
42900,0
42901,0
42902,0
42908,0
42909,0
42910,0
42913,0
42917,0
42922,0
42926,0
42934,0
42935,0
42936,0
42939,0
42942,0
42943,0
42944,0
42951,1
42956,0
42966,0
42971,0
42982,0
42983,1
42995,0
42996,0
42998,0
43003,0
43009,0
43025,0
43028,1
43031,0
43042,1
43045,0
43046,0
43047,0
43052,0
43058,0
43060,0
43063,0
43070,0
43071,0
43075,0
43078,0
43082,0
43083,0
43088,0
43090,0
43094,0
43096,0
43105,0
43106,0
43108,0
43110,0
43111,0
43114,0
43115,0
43116,0
43120,0
43125,0
43127,0
43131,0
43134,0
43137,1
43139,0
43140,0
43143,0
43146,0
43149,1
43150,0
43152,0
43153,0
43154,1
43163,0
43166,0
43171,0
43175,0
43182,0
43183,0
43185,0
43188,0
43195,0
43197,1
43202,0
43204,0
43206,0
43213,0
43216,1
43217,0
43218,0
43219,0
43221,0
43224,0
43225,0
43231,0
43232,0
43233,1
43238,1
43240,0
43243,0
43249,0
43250,0
43252,1
43253,0
43255,1
43258,0
43260,0
43262,0
43263,1
43268,0
43271,0
43272,0
43276,0
43277,0
43282,0
43283,0
43285,1
43287,0
43296,0
43297,0
43302,0
43303,0
43307,0
43321,1
43322,0
43327,1
43329,1
43331,0
43338,1
43340,0
43341,0
43344,0
43346,0
43347,0
43350,0
43352,0
43360,0
43368,0
43372,0
43373,0
43374,0
43377,0
43380,0
43387,0
43388,0
43389,0
43390,0
43392,1
43405,0
43406,0
43411,0
43416,0
43417,0
43419,1
43421,1
43430,0
43442,0
43444,1
43449,0
43451,0
43452,0
43454,0
43460,0
43463,0
43464,0
43466,0
43468,1
43472,0
43473,0
43476,1
43482,1
43484,0
43485,0
43500,0
43503,0
43505,0
43508,0
43509,0
43513,0
43514,0
43515,0
43517,0
43524,1
43535,0
43536,1
43540,0
43544,0
43545,0
43547,0
43550,0
43551,0
43553,1
43559,0
43564,1
43567,0
43572,0
43574,0
43579,0
43586,1
43591,0
43593,1
43594,0
43597,0
43598,0
43599,1
43600,1
43602,0
43604,1
43605,1
43608,0
43612,0
43614,0
43615,0
43616,0
43618,1
43622,0
43623,0
43627,0
43629,0
43630,0
43632,0
43635,0
43642,0
43653,0
43654,0
43658,1
43659,0
43661,0
43666,0
43673,0
43676,0
43685,1
43686,0
43687,0
43688,0
43689,0
43700,0
43701,0
43703,1
43712,0
43716,1
43717,0
43718,1
43719,0
43722,1
43725,1
43729,1
43734,0
43736,0
43740,0
43744,0
43746,0
43748,1
43752,1
43755,0
43771,0
43774,0
43776,0
43784,1
43785,1
43786,0
43788,1
43789,0
43791,0
43794,1
43795,0
43799,0
43805,0
43810,0
43811,0
43814,0
43815,0
43817,0
43819,0
43820,1
43824,0
43828,0
43829,0
43830,0
43835,0
43839,0
43840,0
43841,1
43843,0
43844,0
43846,0
43850,0
43863,1
43865,0
43871,0
43872,0
43873,0
43874,1
43878,0
43880,0
43882,1
43891,1
43895,0
43898,0
43901,0
43906,0
43907,0
43913,0
43914,0
43915,0
43924,0
43927,0
43932,0
43934,0
43939,0
43940,1
43941,0
43942,0
43944,0
43948,1
43954,0
43959,0
43960,0
43963,0
43966,0
43969,0
43972,0
43976,0
43981,0
43988,0
43991,0
43993,0
43995,0
43997,1
44003,0
44004,0
44008,0
44015,0
44017,0
44023,0
44024,0
44028,1
44031,0
44033,0
44036,0
44037,0
44038,0
44040,0
44041,1
44045,0
44049,0
44050,0
44051,0
44060,1
44065,1
44066,0
44067,0
44072,0
44074,0
44075,1
44077,0
44080,1
44081,0
44085,0
44089,0
44096,0
44097,0
44099,0
44101,1
44104,0
44107,0
44113,0
44114,0
44117,0
44123,0
44127,0
44129,0
44134,1
44138,1
44144,1
44146,0
44150,0
44152,0
44155,1
44157,0
44163,0
44165,1
44169,0
44171,0
44177,0
44179,1
44180,0
44183,1
44189,0
44193,0
44194,0
44195,0
44196,1
44201,1
44203,0
44205,1
44212,1
44213,0
44222,0
44224,0
44225,0
44231,0
44234,1
44237,0
44239,0
44240,0
44244,0
44246,0
44250,1
44251,0
44253,0
44255,0
44263,0
44270,1
44272,0
44273,1
44275,0
44277,0
44279,0
44280,0
44283,0
44284,0
44285,0
44295,0
44305,0
44307,0
44309,0
44316,0
44317,1
44319,0
44321,0
44325,0
44326,0
44340,0
44349,0
44356,0
44366,0
44368,0
44375,1
44378,0
44382,0
44383,0
44384,0
44385,0
44397,0
44399,0
44402,1
44405,0
44406,0
44414,1
44416,0
44423,1
44426,0
44427,0
44428,0
44433,0
44435,0
44436,0
44438,0
44446,0
44448,0
44456,1
44457,0
44461,0
44467,0
44469,0
44472,0
44475,0
44476,0
44478,0
44479,1
44480,0
44486,0
44489,0
44497,0
44501,0
44503,0
44510,0
44511,1
44518,0
44522,0
44526,1
44531,0
44533,1
44534,1
44538,0
44541,0
44544,1
44545,0
44547,0
44557,0
44560,0
44562,0
44563,0
44566,0
44568,0
44569,1
44581,0
44582,0
44583,0
44586,0
44587,0
44600,0
44603,0
44605,0
44608,0
44612,0
44613,0
44614,0
44617,0
44620,0
44624,0
44629,0
44637,0
44644,0
44648,1
44650,0
44651,1
44657,0
44658,0
44659,0
44660,0
44663,0
44665,0
44666,0
44677,0
44682,1
44685,0
44688,0
44698,0
44707,0
44709,0
44712,0
44714,0
44716,0
44726,1
44731,0
44736,0
44738,0
44739,0
44741,0
44751,0
44756,1
44758,0
44759,0
44760,1
44763,0
44764,0
44772,0
44773,1
44777,0
44779,0
44793,0
44795,1
44796,0
44797,0
44800,0
44801,0
44806,0
44822,0
44831,0
44840,0
44843,0
44845,0
44847,1
44854,0
44858,0
44862,1
44864,0
44866,0
44867,1
44872,0
44883,0
44884,0
44886,0
44889,1
44893,0
44894,0
44903,0
44905,1
44906,1
44909,0
44911,0
44922,0
44924,0
44925,0
44927,0
44928,0
44930,1
44931,0
44937,0
44943,0
44948,0
44952,0
44956,0
44959,0
44963,0
44964,0
44974,0
44980,0
44981,0
44984,0
44987,0
44988,0
44991,0
45000,0
45002,0
45006,0
45007,0
45012,0
45018,1
45021,1
45026,1
45032,0
45039,0
45040,1
45041,0
45044,1
45055,0
45059,1
45061,0
45062,1
45068,0
45069,0
45070,1
45071,1
45073,0
45074,0
45076,0
45079,0
45083,0
45085,1
45086,0
45090,0
45103,0
45104,1
45106,0
45107,0
45110,0
45113,0
45115,0
45116,0
45118,0
45122,0
45124,0
45125,1
45127,0
45129,0
45130,0
45131,0
45136,0
45138,1
45141,0
45147,0
45148,0
45149,0
45153,0
45155,1
45160,0
45165,0
45166,0
45167,0
45171,0
45172,0
45173,1
45174,1
45183,1
45186,0
45190,0
45195,0
45197,1
45200,1
45201,1
45202,1
45206,0
45208,1
45215,0
45225,0
45226,0
45227,0
45229,1
45238,0
45239,1
45241,0
45253,1
45255,1
45256,0
45257,0
45258,0
45260,1
45262,0
45267,1
45271,0
45272,0
45277,1
45278,0
45279,0
45280,0
45284,1
45287,0
45288,1
45289,0
45293,0
45296,0
45298,0
45300,0
45301,0
45304,0
45316,0
45319,0
45325,0
45329,0
45330,1
45333,1
45336,0
45339,1
45342,0
45344,0
45347,0
45358,0
45359,1
45360,0
45372,0
45378,1
45380,0
45384,0
45387,1
45390,0
45392,0
45394,0
45396,1
45401,0
45412,0
45413,1
45415,0
45416,0
45417,0
45422,0
45425,1
45432,0
45436,0
45449,0
45454,1
45455,1
45457,1
45463,0
45468,0
45474,0
45475,0
45480,0
45489,0
45492,0
45495,1
45499,0
45500,0
45502,0
45504,0
45506,0
45509,0
45510,0
45513,0
45514,0
45515,0
45522,0
45524,0
45528,1
45534,1
45535,1
45536,1
45542,0
45544,0
45546,0
45552,0
45553,0
45555,1
45562,0
45564,0
45565,0
45568,0
45569,0
45571,1
45575,0
45579,0
45597,0
45599,0
45604,0
45605,0
45610,0
45611,0
45612,0
45617,0
45620,0
45621,0
45623,1
45625,0
45628,0
45630,1
45637,0
45648,0
45659,0
