EID,change_number,found_change_number,if_change,if_found_change,found_diff,if_found_up
111494,3,0,1,0,,0
111626,1,0,1,0,,0
111707,1,0,1,0,,0
111929,1,0,1,0,,0
111937,1,0,1,0,,0
111991,1,0,1,0,,0
112044,1,0,1,0,,0
112182,2,0,1,0,,0
112242,1,0,1,0,,0
112276,3,1,1,1,110.0,1
112453,5,2,1,1,400.0,1
112570,3,0,1,0,,0
113349,4,1,1,1,950.0,1
113426,1,1,1,1,90.0,1
113569,1,1,1,1,100.0,1
113829,1,0,1,0,,0
114547,2,0,1,0,,0
114615,1,0,1,0,,0
114808,4,0,1,0,,0
114871,2,0,1,0,,0
114894,2,0,1,0,,0
114959,1,0,1,0,,0
115045,2,0,1,0,,0
115067,1,0,1,0,,0
115113,1,0,1,0,,0
115155,4,1,1,1,200.0,1
115169,1,0,1,0,,0
115379,4,2,1,1,80.0,1
115606,2,0,1,0,,0
115610,1,1,1,1,97.0,1
115624,11,0,1,0,,0
115671,1,1,1,1,900.0,1
115755,1,0,1,0,,0
115809,1,0,1,0,,0
115956,1,0,1,0,,0
116124,1,0,1,0,,0
116519,1,0,1,0,,0
116705,2,0,1,0,,0
116712,5,0,1,0,,0
116789,2,0,1,0,,0
116877,1,0,1,0,,0
117138,1,0,1,0,,0
117253,5,2,1,1,940.0,1
117303,6,1,1,1,90.0,1
117322,2,1,1,1,50.0,1
117446,3,0,1,0,,0
117464,1,0,1,0,,0
117587,4,1,1,1,47.0,1
117785,5,1,1,1,149.0,1
117822,1,0,1,0,,0
117878,7,0,1,0,,0
118129,5,0,1,0,,0
118383,4,0,1,0,,0
118498,1,0,1,0,,0
118522,2,0,1,0,,0
118936,2,0,1,0,,0
119080,1,0,1,0,,0
119102,2,0,1,0,,0
119228,1,0,1,0,,0
119419,18,6,1,1,162.0,1
119428,3,0,1,0,,0
119885,5,2,1,1,982.0,1
120520,2,0,1,0,,0
120589,1,1,1,1,900.0,1
120841,1,0,1,0,,0
120932,2,2,1,1,9950.0,1
121077,3,0,1,0,,0
121420,1,1,1,1,250.0,1
121465,7,2,1,1,1020.0,1
121632,1,1,1,1,85.0,1
121704,3,0,1,0,,0
121920,1,0,1,0,,0
122118,1,0,1,0,,0
122205,1,0,1,0,,0
122213,4,1,1,1,170.0,1
122639,1,0,1,0,,0
122773,4,4,1,1,360.0,1
123175,1,0,1,0,,0
123543,2,0,1,0,,0
123556,3,0,1,0,,0
123567,4,1,1,1,1997.0,1
124264,1,0,1,0,,0
124346,1,0,1,0,,0
124394,6,1,1,1,97.0,1
124498,4,0,1,0,,0
124621,9,2,1,1,1950.0,1
124800,2,0,1,0,,0
124819,3,0,1,0,,0
124882,7,0,1,0,,0
125182,1,1,1,1,950.0,1
125258,1,0,1,0,,0
125270,2,0,1,0,,0
125272,3,0,1,0,,0
125296,1,0,1,0,,0
125871,1,0,1,0,,0
126332,3,1,1,1,400.0,1
126389,1,0,1,0,,0
126408,3,1,1,1,90.0,1
126470,2,0,1,0,,0
126490,10,3,1,1,312.84000000000015,1
126689,3,0,1,0,,0
126692,1,0,1,0,,0
126852,11,1,1,1,950.0,1
126860,3,1,1,1,800.0,1
126899,2,0,1,0,,0
127106,7,1,1,1,210.0,1
127464,1,0,1,0,,0
127552,2,0,1,0,,0
127692,1,0,1,0,,0
127724,3,0,1,0,,0
127851,10,1,1,1,90.0,1
127984,4,0,1,0,,0
128037,1,0,1,0,,0
128218,1,0,1,0,,0
128305,3,0,1,0,,0
128423,1,0,1,0,,0
128512,4,0,1,0,,0
128629,2,0,1,0,,0
128928,1,0,1,0,,0
129199,2,0,1,0,,0
129390,1,0,1,0,,0
129461,1,0,1,0,,0
129640,2,0,1,0,,0
129948,3,0,1,0,,0
130141,1,0,1,0,,0
130180,4,0,1,0,,0
130227,1,0,1,0,,0
130316,6,0,1,0,,0
130320,2,0,1,0,,0
130896,1,0,1,0,,0
130937,2,0,1,0,,0
131061,1,1,1,1,90.0,1
131183,7,0,1,0,,0
131248,1,0,1,0,,0
131970,7,1,1,1,10.0,1
132199,3,0,1,0,,0
132338,6,1,1,1,111.11110000000008,1
132481,2,0,1,0,,0
133152,5,2,1,1,1000.0,1
133430,2,0,1,0,,0
133512,1,0,1,0,,0
133652,1,0,1,0,,0
133952,3,0,1,0,,0
134000,1,0,1,0,,0
134441,6,1,1,1,1000.0,1
134672,3,0,1,0,,0
134751,3,1,1,1,-80.0,-1
134816,2,0,1,0,,0
135207,1,0,1,0,,0
135287,1,0,1,0,,0
135570,1,0,1,0,,0
135702,1,0,1,0,,0
135838,8,0,1,0,,0
135902,3,1,1,1,17.0,1
136166,1,1,1,1,250.0,1
136365,3,1,1,1,950.0,1
136367,1,1,1,1,50.0,1
136963,1,0,1,0,,0
137162,3,0,1,0,,0
137435,1,0,1,0,,0
137936,48,0,1,0,,0
138032,2,0,1,0,,0
138047,1,0,1,0,,0
138221,1,0,1,0,,0
138252,2,1,1,1,750.0,1
138293,2,0,1,0,,0
138397,4,0,1,0,,0
138547,1,0,1,0,,0
138614,5,0,1,0,,0
138682,2,0,1,0,,0
138902,2,0,1,0,,0
139349,3,0,1,0,,0
139465,8,1,1,1,800.0,1
139492,6,0,1,0,,0
139500,1,0,1,0,,0
139623,2,1,1,1,1700.0,1
139639,20,0,1,0,,0
139849,6,2,1,1,1560.0,1
139940,6,0,1,0,,0
140158,2,1,1,1,1.0,1
140162,8,2,1,1,800.0,1
140726,1,0,1,0,,0
140762,3,1,1,1,197.0,1
140834,1,0,1,0,,0
140870,7,3,1,1,7426.09,1
142025,1,0,1,0,,0
142277,3,0,1,0,,0
142333,1,0,1,0,,0
142398,7,0,1,0,,0
142562,3,0,1,0,,0
142858,3,0,1,0,,0
142879,3,0,1,0,,0
142936,1,0,1,0,,0
143221,4,0,1,0,,0
143245,2,0,1,0,,0
143426,5,1,1,1,90.0,1
143470,4,1,1,1,800.0,1
143497,1,0,1,0,,0
143639,3,0,1,0,,0
143985,5,2,1,1,90.0,1
144118,1,1,1,1,40.0,1
144419,3,0,1,0,,0
144719,1,0,1,0,,0
145092,6,0,1,0,,0
145203,1,0,1,0,,0
145231,1,0,1,0,,0
145306,3,1,1,1,497.0,1
145669,8,4,1,1,3600.0,1
145743,2,1,1,1,7.0,1
145811,3,0,1,0,,0
145990,1,0,1,0,,0
146043,1,0,1,0,,0
146146,1,0,1,0,,0
146178,1,1,1,1,40.0,1
146268,16,0,1,0,,0
146400,2,0,1,0,,0
146708,2,1,1,1,1150.0,1
146730,2,0,1,0,,0
146830,18,0,1,0,,0
146880,3,0,1,0,,0
147012,5,1,1,1,90.0,1
147139,12,2,1,1,108.0,1
147148,1,0,1,0,,0
147479,2,0,1,0,,0
147691,1,0,1,0,,0
147889,6,0,1,0,,0
148350,2,0,1,0,,0
148633,6,2,1,1,394.0,1
148869,2,0,1,0,,0
148951,1,0,1,0,,0
149074,2,1,1,1,470.0,1
149077,1,0,1,0,,0
149566,3,0,1,0,,0
149812,5,0,1,0,,0
150011,1,0,1,0,,0
150088,1,0,1,0,,0
150211,6,1,1,1,150.0,1
150488,1,0,1,0,,0
150807,6,1,1,1,10.0,1
151084,4,1,1,1,270.0,1
151101,1,0,1,0,,0
151264,2,1,1,1,417.4998,1
151399,6,2,1,1,740.0,1
151619,3,0,1,0,,0
151634,1,0,1,0,,0
151683,2,0,1,0,,0
151788,1,0,1,0,,0
152054,4,1,1,1,25.0,1
152065,2,1,1,1,90.0,1
152149,7,1,1,1,150.0,1
152327,3,0,1,0,,0
152406,3,0,1,0,,0
152550,3,0,1,0,,0
152679,5,1,1,1,0.7000000000000002,1
152681,3,0,1,0,,0
152780,1,0,1,0,,0
153030,2,0,1,0,,0
153290,2,1,1,1,150.0,1
153315,2,0,1,0,,0
153326,2,1,1,1,97.0,1
153377,1,0,1,0,,0
153709,1,0,1,0,,0
153812,3,0,1,0,,0
153857,5,0,1,0,,0
154017,2,0,1,0,,0
154049,1,0,1,0,,0
154413,3,0,1,0,,0
154894,10,0,1,0,,0
154911,3,2,1,1,1950.0,1
154946,4,2,1,1,5994.0,1
155224,1,0,1,0,,0
155328,1,0,1,0,,0
155811,1,0,1,0,,0
155847,1,1,1,1,50.0,1
155873,2,0,1,0,,0
156167,2,0,1,0,,0
156302,5,0,1,0,,0
156367,1,0,1,0,,0
156820,1,1,1,1,900.0,1
156974,8,0,1,0,,0
156987,1,0,1,0,,0
156997,10,0,1,0,,0
157021,5,0,1,0,,0
157051,3,1,1,1,100.0,1
157117,12,0,1,0,,0
157269,6,1,1,1,450.0,1
157609,4,0,1,0,,0
157619,4,1,1,1,90.0,1
157758,1,0,1,0,,0
158059,6,0,1,0,,0
158125,3,2,1,1,1900.0,1
158633,7,1,1,1,70.0,1
158761,2,0,1,0,,0
158885,1,0,1,0,,0
159212,44,0,1,0,,0
159291,2,0,1,0,,0
159513,4,0,1,0,,0
159525,1,0,1,0,,0
159567,2,0,1,0,,0
159591,4,1,1,1,225.0,1
159797,1,0,1,0,,0
159902,3,1,1,1,97.0,1
159910,2,0,1,0,,0
160094,2,1,1,1,400.0,1
160458,12,0,1,0,,0
160460,9,3,1,1,15200.0,1
160515,2,0,1,0,,0
160617,3,0,1,0,,0
160936,1,0,1,0,,0
160984,7,2,1,1,180.0,1
161255,1,0,1,0,,0
161322,1,0,1,0,,0
161386,5,1,1,1,190.0,1
161445,4,0,1,0,,0
161455,3,0,1,0,,0
161721,1,0,1,0,,0
161966,3,0,1,0,,0
162095,1,0,1,0,,0
162097,4,0,1,0,,0
162202,3,1,1,1,3950.0,1
162335,3,0,1,0,,0
162476,5,0,1,0,,0
162794,1,0,1,0,,0
163143,6,0,1,0,,0
163316,1,0,1,0,,0
163604,3,0,1,0,,0
163788,2,1,1,1,197.0,1
163867,1,1,1,1,-197.0,-1
164093,1,0,1,0,,0
164750,2,0,1,0,,0
165014,2,1,1,1,192.0,1
165028,1,0,1,0,,0
165117,3,2,1,1,100.0,1
165258,1,1,1,1,190.0,1
165329,1,1,1,1,250.0,1
165411,6,0,1,0,,0
165449,1,0,1,0,,0
165492,1,0,1,0,,0
165883,1,0,1,0,,0
165889,2,0,1,0,,0
165939,3,0,1,0,,0
165960,3,0,1,0,,0
166322,2,0,1,0,,0
166433,3,1,1,1,400.0,1
166671,10,0,1,0,,0
166696,1,0,1,0,,0
166728,5,0,1,0,,0
166797,9,2,1,1,980.0,1
166850,1,1,1,1,700.0,1
166911,3,1,1,1,280.0,1
166933,1,0,1,0,,0
167300,2,0,1,0,,0
167310,1,0,1,0,,0
167501,3,2,1,1,1800.0,1
167834,3,0,1,0,,0
167986,16,0,1,0,,0
168005,4,0,1,0,,0
168154,1,0,1,0,,0
168372,3,0,1,0,,0
168589,2,0,1,0,,0
168794,4,1,1,1,-51.0,-1
168828,2,1,1,1,-267.747,-1
168977,2,0,1,0,,0
169146,2,0,1,0,,0
169232,2,0,1,0,,0
169233,2,0,1,0,,0
169326,1,0,1,0,,0
169331,1,1,1,1,80.0,1
169593,7,1,1,1,90.0,1
169754,3,0,1,0,,0
169767,1,0,1,0,,0
169798,4,1,1,1,70.0,1
170267,1,0,1,0,,0
170297,20,4,1,1,47.761199999999974,1
170614,3,1,1,1,90.0,1
170872,1,0,1,0,,0
171216,1,0,1,0,,0
171460,4,0,1,0,,0
171818,2,0,1,0,,0
172006,2,0,1,0,,0
172256,4,0,1,0,,0
172288,2,0,1,0,,0
172531,1,0,1,0,,0
172588,8,1,1,1,490.0,1
172787,13,3,1,1,10100.0,1
172833,3,0,1,0,,0
172852,4,0,1,0,,0
173191,1,0,1,0,,0
173304,3,0,1,0,,0
173364,1,0,1,0,,0
173426,2,1,1,1,490.0,1
173614,3,0,1,0,,0
173967,3,0,1,0,,0
174028,2,0,1,0,,0
174142,1,1,1,1,100.0,1
174419,6,0,1,0,,0
174490,2,0,1,0,,0
174762,2,0,1,0,,0
174957,12,2,1,1,1000.0,1
175080,14,4,1,1,988.8235,1
175187,1,0,1,0,,0
175398,1,1,1,1,450.0,1
175415,1,0,1,0,,0
175889,1,0,1,0,,0
176044,4,0,1,0,,0
176056,1,1,1,1,500.0,1
176292,1,0,1,0,,0
177691,2,1,1,1,-794.0,-1
177770,4,0,1,0,,0
177970,4,0,1,0,,0
177986,1,0,1,0,,0
178206,1,0,1,0,,0
178217,4,1,1,1,20.0,1
178308,3,0,1,0,,0
178364,3,0,1,0,,0
178724,3,1,1,1,90.0,1
178894,5,1,1,1,-19.75,-1
179439,1,0,1,0,,0
179805,3,1,1,1,989.0,1
179823,8,1,1,1,490.0,1
180269,6,0,1,0,,0
180332,1,0,1,0,,0
180823,1,0,1,0,,0
181196,1,0,1,0,,0
181207,1,0,1,0,,0
181228,2,1,1,1,-1372.0,-1
181406,4,2,1,1,-100.0,-1
181489,2,0,1,0,,0
181824,1,0,1,0,,0
182041,2,1,1,1,29.0,1
182158,3,0,1,0,,0
182398,1,0,1,0,,0
182549,1,0,1,0,,0
182793,2,0,1,0,,0
182880,2,0,1,0,,0
182902,1,0,1,0,,0
183009,1,0,1,0,,0
183028,8,0,1,0,,0
183120,1,0,1,0,,0
183139,1,0,1,0,,0
183380,3,0,1,0,,0
183759,2,0,1,0,,0
183856,1,0,1,0,,0
184386,7,0,1,0,,0
184559,7,1,1,1,,0
184871,5,0,1,0,,0
185047,1,0,1,0,,0
185441,1,0,1,0,,0
185888,1,0,1,0,,0
186029,1,0,1,0,,0
186042,3,0,1,0,,0
186498,1,0,1,0,,0
186605,2,1,1,1,900.0,1
186643,40,0,1,0,,0
187122,7,1,1,1,250.0,1
187152,1,0,1,0,,0
187190,2,0,1,0,,0
187281,3,0,1,0,,0
187706,5,1,1,1,8.0,1
187753,3,0,1,0,,0
187795,2,0,1,0,,0
187805,5,0,1,0,,0
187894,1,0,1,0,,0
187941,1,0,1,0,,0
187995,1,0,1,0,,0
188076,1,0,1,0,,0
188160,1,1,1,1,1900.0,1
188192,8,0,1,0,,0
188203,1,1,1,1,450.0,1
188512,2,0,1,0,,0
188624,8,0,1,0,,0
188797,1,0,1,0,,0
188844,2,0,1,0,,0
189266,1,0,1,0,,0
189620,6,0,1,0,,0
189708,5,0,1,0,,0
189791,2,1,1,1,490.0,1
190297,3,0,1,0,,0
190369,3,0,1,0,,0
190675,2,1,1,1,20.0,1
190889,2,0,1,0,,0
190939,1,0,1,0,,0
191118,1,0,1,0,,0
191696,2,1,1,1,3.0,1
191715,2,0,1,0,,0
191794,6,1,1,1,900.0,1
192073,4,0,1,0,,0
192344,1,0,1,0,,0
192646,4,0,1,0,,0
192671,3,0,1,0,,0
192795,1,0,1,0,,0
192909,2,0,1,0,,0
193377,3,0,1,0,,0
193480,1,0,1,0,,0
193589,2,0,1,0,,0
193777,1,0,1,0,,0
194180,5,0,1,0,,0
194419,2,0,1,0,,0
194621,2,0,1,0,,0
194753,2,1,1,1,92.0,1
194793,9,0,1,0,,0
195081,1,0,1,0,,0
195323,3,0,1,0,,0
195565,1,0,1,0,,0
195604,1,0,1,0,,0
195623,4,1,1,1,50.5,1
195838,1,0,1,0,,0
195858,5,1,1,1,9000.0,1
196103,3,2,1,1,2.0,1
196853,1,0,1,0,,0
197284,7,2,1,1,980.0,1
197370,2,0,1,0,,0
198061,2,0,1,0,,0
198208,1,0,1,0,,0
198785,4,0,1,0,,0
199177,6,1,1,1,47.0,1
199210,6,0,1,0,,0
199231,5,1,1,1,495.0,1
199308,4,1,1,1,490.0,1
199433,1,0,1,0,,0
199900,2,0,1,0,,0
199935,3,0,1,0,,0
200142,1,0,1,0,,0
200257,1,0,1,0,,0
200268,2,0,1,0,,0
200277,1,0,1,0,,0
200459,7,1,1,1,451.0,1
200914,4,4,1,1,3200.0,1
200996,2,1,1,1,185.0,1
200999,2,0,1,0,,0
201439,2,0,1,0,,0
201635,1,0,1,0,,0
201654,5,1,1,1,450.0,1
201733,10,1,1,1,50.0,1
201845,11,2,1,1,20.0,1
201977,5,0,1,0,,0
201979,3,1,1,1,95.0,1
201982,1,0,1,0,,0
202106,2,0,1,0,,0
202198,13,3,1,1,690.0,1
202306,1,0,1,0,,0
202407,3,0,1,0,,0
202417,2,0,1,0,,0
202990,3,0,1,0,,0
202998,1,0,1,0,,0
203047,1,0,1,0,,0
203229,3,1,1,1,297.0,1
203890,1,0,1,0,,0
203924,4,0,1,0,,0
203937,2,0,1,0,,0
204050,2,1,1,1,275.0,1
204424,7,1,1,1,4950.0,1
205031,1,0,1,0,,0
205246,1,0,1,0,,0
205527,4,0,1,0,,0
205653,4,0,1,0,,0
205759,1,0,1,0,,0
205866,2,0,1,0,,0
205958,2,0,1,0,,0
206125,6,2,1,1,200.0,1
206207,1,0,1,0,,0
206257,5,3,1,1,345.0,1
206677,2,0,1,0,,0
206951,2,0,1,0,,0
207005,4,1,1,1,50.0,1
207094,1,0,1,0,,0
207159,1,1,1,1,97.0,1
207356,6,2,1,1,140.0,1
207425,6,1,1,1,400.0,1
207461,6,0,1,0,,0
207495,2,0,1,0,,0
207513,6,0,1,0,,0
207874,4,0,1,0,,0
207901,2,0,1,0,,0
208044,1,0,1,0,,0
208048,3,1,1,1,47.0,1
208161,1,0,1,0,,0
208232,2,0,1,0,,0
208338,1,0,1,0,,0
208438,1,1,1,1,500.0,1
208461,4,0,1,0,,0
208474,2,1,1,1,550.0,1
208969,2,0,1,0,,0
209047,1,0,1,0,,0
209077,7,1,1,1,50.0,1
209114,2,0,1,0,,0
209154,6,1,1,1,500.0,1
209222,4,1,1,1,3.0718999999999994,1
209284,1,0,1,0,,0
209337,6,1,1,1,95.0,1
209641,1,0,1,0,,0
209851,4,0,1,0,,0
210006,3,0,1,0,,0
210063,4,0,1,0,,0
210205,1,0,1,0,,0
210496,6,2,1,1,100.0,1
210507,1,0,1,0,,0
210612,4,0,1,0,,0
210983,5,0,1,0,,0
211293,1,0,1,0,,0
211370,3,0,1,0,,0
211775,1,0,1,0,,0
211902,4,0,1,0,,0
211977,2,0,1,0,,0
212131,1,0,1,0,,0
212483,1,0,1,0,,0
212489,1,0,1,0,,0
213156,1,0,1,0,,0
213318,1,0,1,0,,0
213443,2,0,1,0,,0
213453,1,0,1,0,,0
213530,2,0,1,0,,0
213774,5,2,1,1,1940.0,1
213892,1,0,1,0,,0
214040,1,0,1,0,,0
214313,2,0,1,0,,0
215019,1,0,1,0,,0
215538,3,0,1,0,,0
215725,1,0,1,0,,0
215875,1,0,1,0,,0
216026,4,2,1,1,400.20000000000005,1
216166,7,0,1,0,,0
216226,3,0,1,0,,0
216698,2,0,1,0,,0
217186,5,0,1,0,,0
217230,1,1,1,1,699.0,1
217231,1,1,1,1,939.0,1
217294,8,0,1,0,,0
217342,1,0,1,0,,0
217390,6,1,1,1,450.0,1
217630,4,1,1,1,250.0,1
217761,1,0,1,0,,0
217845,3,1,1,1,100.0,1
217947,9,1,1,1,50.0,1
218126,4,0,1,0,,0
218456,5,1,1,1,1651.0,1
218458,2,0,1,0,,0
218972,9,1,1,1,450.0,1
219007,4,1,1,1,980.0,1
219027,1,0,1,0,,0
219102,1,0,1,0,,0
219247,2,1,1,1,400.0,1
219378,1,0,1,0,,0
219458,3,1,1,1,1330.4580999999998,1
219517,4,3,1,1,200.0,1
219546,1,0,1,0,,0
219616,1,0,1,0,,0
219645,6,0,1,0,,0
219683,1,0,1,0,,0
219863,2,0,1,0,,0
219931,3,0,1,0,,0
220187,1,0,1,0,,0
220203,2,0,1,0,,0
220404,3,0,1,0,,0
220543,3,0,1,0,,0
220579,2,0,1,0,,0
220867,5,0,1,0,,0
220975,1,0,1,0,,0
221014,1,0,1,0,,0
221090,28,0,1,0,,0
221123,5,0,1,0,,0
221283,3,2,1,1,590.0,1
221322,1,0,1,0,,0
221324,2,0,1,0,,0
221347,3,0,1,0,,0
221623,1,0,1,0,,0
221771,7,1,1,1,97.0,1
222156,5,0,1,0,,0
222339,1,0,1,0,,0
222377,4,0,1,0,,0
222397,7,1,1,1,90.0,1
222500,3,0,1,0,,0
222557,1,0,1,0,,0
222584,5,1,1,1,40.0,1
222717,5,2,1,1,680.0,1
222761,1,0,1,0,,0
223103,1,0,1,0,,0
223462,7,1,1,1,190.0,1
223754,1,0,1,0,,0
223771,1,0,1,0,,0
223794,9,3,1,1,710.0,1
223935,1,0,1,0,,0
223945,2,0,1,0,,0
224918,1,0,1,0,,0
225004,6,0,1,0,,0
225187,1,0,1,0,,0
225361,10,2,1,1,80.0,1
225369,20,4,1,1,1600.0,1
225408,1,0,1,0,,0
225444,2,1,1,1,499.99999999999994,1
225550,1,0,1,0,,0
225860,2,0,1,0,,0
225982,40,0,1,0,,0
226003,7,0,1,0,,0
226116,4,1,1,1,250.0,1
226123,1,0,1,0,,0
226422,8,2,1,1,9940.0,1
226591,1,0,1,0,,0
226950,3,0,1,0,,0
227072,2,1,1,1,150.0,1
227369,1,1,1,1,900.0,1
227595,3,1,1,1,68.20000000000005,1
227611,1,0,1,0,,0
227759,1,0,1,0,,0
227821,3,0,1,0,,0
228340,1,0,1,0,,0
228344,1,0,1,0,,0
228371,3,0,1,0,,0
228645,4,0,1,0,,0
228698,1,0,1,0,,0
228855,1,0,1,0,,0
228862,3,1,1,1,95.0,1
228914,1,0,1,0,,0
228984,1,0,1,0,,0
229244,3,0,1,0,,0
229886,2,1,1,1,490.0,1
230083,6,0,1,0,,0
230179,1,0,1,0,,0
230329,4,1,1,1,97.0,1
230566,3,1,1,1,250.0,1
231212,1,0,1,0,,0
231500,5,0,1,0,,0
232918,2,1,1,1,-661.1949999999997,-1
232949,3,0,1,0,,0
233083,1,0,1,0,,0
233173,4,0,1,0,,0
233545,4,1,1,1,400.0,1
233808,10,0,1,0,,0
233911,5,1,1,1,800.0,1
234227,4,1,1,1,90.0,1
234388,1,0,1,0,,0
234773,2,0,1,0,,0
234922,2,0,1,0,,0
235349,2,0,1,0,,0
235458,4,0,1,0,,0
235537,2,0,1,0,,0
235594,3,1,1,1,490.0,1
235651,3,1,1,1,400.0,1
236128,1,0,1,0,,0
236404,3,0,1,0,,0
236806,1,0,1,0,,0
237130,6,0,1,0,,0
237299,1,0,1,0,,0
237602,2,0,1,0,,0
237623,1,0,1,0,,0
237731,1,0,1,0,,0
238148,1,0,1,0,,0
238339,8,4,1,1,360.0,1
238542,4,1,1,1,900.0,1
238589,3,0,1,0,,0
238673,1,0,1,0,,0
238818,5,0,1,0,,0
238956,2,1,1,1,97.0,1
239027,4,0,1,0,,0
239222,6,0,1,0,,0
239234,1,0,1,0,,0
239529,3,0,1,0,,0
239640,5,0,1,0,,0
239817,3,0,1,0,,0
239856,1,0,1,0,,0
239895,10,1,1,1,90.0,1
239921,3,0,1,0,,0
240150,6,0,1,0,,0
240424,6,0,1,0,,0
241144,3,0,1,0,,0
241287,2,0,1,0,,0
241317,1,0,1,0,,0
241550,2,1,1,1,5000.0,1
241711,3,0,1,0,,0
241787,3,0,1,0,,0
241917,1,0,1,0,,0
241927,1,0,1,0,,0
241929,4,1,1,1,640.0,1
241951,60,0,1,0,,0
241967,4,0,1,0,,0
242035,1,0,1,0,,0
242126,2,0,1,0,,0
242216,9,1,1,1,50.0,1
242275,2,0,1,0,,0
242715,1,0,1,0,,0
242775,1,0,1,0,,0
242844,3,0,1,0,,0
242986,2,0,1,0,,0
243222,3,1,1,1,190.0,1
243432,1,0,1,0,,0
243433,5,1,1,1,428.56999999999994,1
243595,2,0,1,0,,0
243681,2,0,1,0,,0
243785,2,0,1,0,,0
243821,1,0,1,0,,0
243844,10,3,1,1,7162.0,1
243889,1,0,1,0,,0
244030,8,3,1,1,2100.0,1
244456,2,0,1,0,,0
244561,1,1,1,1,300.0,1
244649,1,0,1,0,,0
244861,6,0,1,0,,0
245181,2,0,1,0,,0
245513,1,0,1,0,,0
245661,38,2,1,1,5900.0,1
245785,3,0,1,0,,0
246006,3,0,1,0,,0
246199,6,0,1,0,,0
246354,1,0,1,0,,0
246590,3,0,1,0,,0
246725,2,0,1,0,,0
246802,1,0,1,0,,0
247309,3,0,1,0,,0
247322,2,1,1,1,400.0,1
247917,2,0,1,0,,0
247961,2,0,1,0,,0
248392,7,0,1,0,,0
248696,6,1,1,1,50.0,1
249109,1,0,1,0,,0
249227,7,0,1,0,,0
249549,1,0,1,0,,0
249747,1,0,1,0,,0
250134,1,0,1,0,,0
250213,10,1,1,1,100.0,1
250382,16,0,1,0,,0
250565,2,0,1,0,,0
250944,1,0,1,0,,0
250966,4,0,1,0,,0
251115,4,0,1,0,,0
251344,5,1,1,1,50.0,1
251390,8,1,1,1,950.0,1
251413,1,0,1,0,,0
251455,1,0,1,0,,0
252119,1,0,1,0,,0
252196,12,4,1,1,360.0,1
252280,1,0,1,0,,0
252836,5,0,1,0,,0
252862,2,0,1,0,,0
253462,4,0,1,0,,0
253559,1,0,1,0,,0
253779,3,0,1,0,,0
253821,2,0,1,0,,0
253859,1,0,1,0,,0
253878,4,1,1,1,4000.0,1
253912,1,0,1,0,,0
253925,2,0,1,0,,0
254344,4,1,1,1,190.0,1
254662,1,0,1,0,,0
254695,1,0,1,0,,0
254967,1,0,1,0,,0
255091,2,1,1,1,494.0,1
255106,2,0,1,0,,0
255152,1,0,1,0,,0
255283,2,0,1,0,,0
255459,1,0,1,0,,0
255761,6,1,1,1,100.0,1
256013,1,0,1,0,,0
256441,1,0,1,0,,0
256762,1,0,1,0,,0
257214,14,0,1,0,,0
257297,1,0,1,0,,0
257819,1,0,1,0,,0
257985,6,0,1,0,,0
258151,3,0,1,0,,0
258480,2,0,1,0,,0
258505,1,0,1,0,,0
258690,6,0,1,0,,0
259204,1,0,1,0,,0
259214,7,1,1,1,100.0,1
259479,1,0,1,0,,0
259788,1,0,1,0,,0
259944,8,2,1,1,300.0,1
260050,1,0,1,0,,0
260164,2,0,1,0,,0
260758,1,0,1,0,,0
261068,6,1,1,1,7.0,1
261070,1,0,1,0,,0
261142,1,0,1,0,,0
261157,1,0,1,0,,0
261664,1,0,1,0,,0
261780,4,1,1,1,700.0,1
261832,1,0,1,0,,0
262003,3,0,1,0,,0
262302,2,0,1,0,,0
262639,6,0,1,0,,0
262657,1,0,1,0,,0
262830,1,0,1,0,,0
263049,1,0,1,0,,0
263112,8,0,1,0,,0
263125,1,0,1,0,,0
263163,1,0,1,0,,0
263195,2,0,1,0,,0
263216,9,2,1,1,20.0,1
263232,3,0,1,0,,0
263343,1,0,1,0,,0
263351,1,0,1,0,,0
263592,3,0,1,0,,0
263644,1,0,1,0,,0
263753,2,1,1,1,90.0,1
263928,3,1,1,1,15000.0,1
264017,1,0,1,0,,0
264285,1,0,1,0,,0
264373,2,0,1,0,,0
264402,1,0,1,0,,0
264418,3,0,1,0,,0
264977,2,0,1,0,,0
265235,6,1,1,1,20.0,1
265466,1,0,1,0,,0
265517,1,0,1,0,,0
265716,2,0,1,0,,0
265881,1,0,1,0,,0
265979,2,0,1,0,,0
265994,5,0,1,0,,0
266018,5,1,1,1,11.111099999999993,1
266043,4,0,1,0,,0
266144,5,1,1,1,900.0,1
266186,1,0,1,0,,0
266472,3,0,1,0,,0
266525,4,0,1,0,,0
266627,2,0,1,0,,0
266719,2,0,1,0,,0
266755,4,0,1,0,,0
266821,2,1,1,1,40.0,1
266936,1,0,1,0,,0
267297,6,0,1,0,,0
267310,2,0,1,0,,0
267359,2,0,1,0,,0
267420,14,6,1,1,22844.0,1
267579,1,1,1,1,95.0,1
267581,1,0,1,0,,0
267899,1,0,1,0,,0
268331,7,1,1,1,50.0,1
268386,3,0,1,0,,0
268448,4,0,1,0,,0
268531,3,0,1,0,,0
269146,4,1,1,1,4700.0,1
269215,1,0,1,0,,0
269265,1,0,1,0,,0
269367,1,0,1,0,,0
269687,8,0,1,0,,0
269858,3,1,1,1,2900.0,1
