EID,RIGHT_COUNT,RIGHT_11_COUNT,RIGHT_12_COUNT,RIGHT_20_COUNT,RIGHT_30_COUNT,RIGHT_40_COUNT,RIGHT_50_COUNT,RIGHT_60_COUNT,FUYU_RIGHT,WFUYU_RIGHT,IS_EXIST_WFU
102991,11,0,0,0,0,7,0,4,11,0,0
102996,6,0,0,0,0,5,0,1,4,2,1
102999,1,0,0,0,0,0,0,1,1,0,0
103003,1,0,0,0,0,0,0,1,1,0,0
103005,12,0,0,0,0,5,6,1,10,2,1
103011,5,0,0,0,0,2,0,3,5,0,0
103017,1,0,0,0,0,1,0,0,0,1,1
103019,9,0,0,0,0,8,0,1,8,1,1
103029,1,0,0,0,0,0,0,1,1,0,0
103047,18,5,1,8,0,0,3,1,13,5,1
103060,3,0,0,0,0,2,0,1,3,0,0
103061,18,0,0,0,0,10,7,1,10,8,1
103071,2,0,0,0,0,0,1,1,1,1,1
103074,1,0,0,0,0,0,0,1,1,0,0
103076,2,0,0,0,0,2,0,0,2,0,0
103082,1,0,0,0,0,0,0,1,1,0,0
103086,19,0,0,0,0,19,0,0,16,3,1
103096,1,0,0,0,0,0,0,1,1,0,0
103105,1,0,0,0,0,0,0,1,1,0,0
103108,1,0,0,0,0,0,0,1,1,0,0
103113,2,0,0,0,0,1,0,1,2,0,0
103119,1,0,0,0,0,0,0,1,1,0,0
103123,2,0,0,0,0,0,0,2,2,0,0
103136,1,0,0,0,0,0,0,1,1,0,0
103141,6,0,0,0,0,1,4,1,4,2,1
103145,2,0,0,0,0,2,0,0,2,0,0
103149,2,0,0,0,0,2,0,0,2,0,0
103176,13,4,2,5,0,1,0,1,9,4,1
103177,1,0,0,0,0,0,0,1,1,0,0
103185,1,0,0,0,0,0,0,1,1,0,0
103215,3,0,0,0,0,2,0,1,3,0,0
103217,9,0,0,0,0,9,0,0,4,5,1
103223,4,0,0,0,0,3,0,1,4,0,0
103225,2,0,0,0,0,2,0,0,1,1,1
103232,1,0,0,0,0,1,0,0,1,0,0
103236,3,0,0,0,0,0,0,3,3,0,0
103245,1,0,0,0,0,0,0,1,1,0,0
103249,6,0,0,0,0,4,1,1,5,1,1
103250,1,0,0,0,0,0,0,1,1,0,0
103258,8,0,0,0,0,8,0,0,5,3,1
103275,6,0,0,0,0,6,0,0,5,1,1
103284,3,0,0,0,0,2,0,1,3,0,0
103288,3,0,0,0,0,1,0,2,3,0,0
103292,3,0,0,0,0,0,0,3,3,0,0
103296,1,0,0,0,0,1,0,0,1,0,0
103300,1,0,0,0,0,0,0,1,1,0,0
103303,2,0,0,0,0,2,0,0,0,2,1
103305,9,0,0,0,0,8,0,1,8,1,1
103308,6,0,0,0,0,6,0,0,3,3,1
103311,1,0,0,0,0,0,0,1,1,0,0
103326,1,0,0,0,0,0,0,1,1,0,0
103335,3,0,0,0,0,0,0,3,3,0,0
103352,1,0,0,0,0,0,0,1,1,0,0
103363,8,0,0,0,0,8,0,0,4,4,1
103375,1,0,0,0,0,1,0,0,1,0,0
103381,8,0,0,0,0,8,0,0,8,0,0
103391,1,0,0,0,0,1,0,0,0,1,1
103392,40,5,2,28,1,4,0,0,35,5,1
103393,1,0,0,0,0,0,0,1,1,0,0
103394,1,0,0,0,0,0,0,1,1,0,0
103408,2,0,0,0,0,0,0,2,2,0,0
103411,1,0,0,0,0,1,0,0,1,0,0
103412,3,0,0,0,0,0,3,0,2,1,1
103423,1,0,0,0,0,1,0,0,1,0,0
103444,3,0,0,0,0,1,0,2,3,0,0
103449,7,0,0,0,0,7,0,0,7,0,0
103451,1,0,0,0,0,0,0,1,1,0,0
103458,1,0,0,0,0,0,0,1,1,0,0
103460,2,0,0,0,0,2,0,0,2,0,0
103476,8,0,0,0,0,5,0,3,4,4,1
103477,1,0,0,0,0,0,0,1,1,0,0
103479,1,0,0,0,0,1,0,0,1,0,0
103483,2,0,0,0,0,2,0,0,2,0,0
103492,1,0,0,0,0,0,0,1,1,0,0
103502,2,0,0,0,0,1,0,1,2,0,0
103526,9,0,0,0,0,9,0,0,3,6,1
103535,1,0,0,0,0,1,0,0,1,0,0
103540,5,0,0,0,0,3,1,1,5,0,0
103542,1,0,0,0,0,0,0,1,1,0,0
103545,1,0,0,0,0,0,0,1,1,0,0
103549,1,0,0,0,0,0,0,1,1,0,0
103575,2,0,0,0,0,2,0,0,2,0,0
103577,11,0,0,0,0,6,0,5,11,0,0
103581,1,0,0,0,0,0,0,1,1,0,0
103591,3,0,0,0,0,1,0,2,3,0,0
103594,1,0,0,0,0,0,0,1,1,0,0
103604,11,0,0,0,0,2,8,1,4,7,1
103610,1,0,0,0,0,1,0,0,1,0,0
103615,1,0,0,0,0,1,0,0,1,0,0
103620,5,0,0,0,0,4,0,1,3,2,1
103624,3,0,0,0,0,3,0,0,2,1,1
103627,2,0,0,0,0,0,0,2,2,0,0
103628,31,0,0,0,0,6,18,7,28,3,1
103636,5,0,0,0,0,5,0,0,5,0,0
103637,8,0,0,0,0,8,0,0,3,5,1
103644,7,0,0,0,0,6,0,1,3,4,1
103650,10,0,0,0,0,10,0,0,9,1,1
103652,1,0,0,0,0,1,0,0,1,0,0
103654,4,0,0,0,0,1,1,2,4,0,0
103679,5,0,0,0,0,3,0,2,3,2,1
103684,6,0,0,0,0,4,0,2,6,0,0
103692,1,0,0,0,0,0,0,1,1,0,0
103695,1,0,0,0,0,1,0,0,1,0,0
103699,7,0,0,0,0,5,0,2,6,1,1
103700,1,0,0,0,0,0,0,1,1,0,0
103710,1,0,0,0,0,0,0,1,1,0,0
103712,1,0,0,0,0,1,0,0,1,0,0
103713,1,0,0,0,0,0,0,1,1,0,0
103717,1,0,0,0,0,0,0,1,1,0,0
103725,1,1,0,0,0,0,0,0,0,1,1
103729,6,3,3,0,0,0,0,0,3,3,1
103731,2,0,0,0,0,2,0,0,2,0,0
103736,1,0,0,0,0,0,0,1,1,0,0
103738,7,0,0,0,0,5,0,2,7,0,0
103740,2,0,0,0,0,2,0,0,0,2,1
103748,1,0,0,0,0,1,0,0,1,0,0
103755,2,0,0,0,0,0,0,2,2,0,0
103761,1,0,0,0,0,0,0,1,1,0,0
103767,1,0,0,0,0,1,0,0,1,0,0
103776,1,0,0,0,0,0,0,1,1,0,0
103795,1,0,0,0,0,0,0,1,1,0,0
103800,4,0,0,0,0,0,2,2,3,1,1
103802,4,0,0,0,0,1,0,3,3,1,1
103804,1,0,0,0,0,1,0,0,0,1,1
103808,1,0,0,0,0,0,0,1,1,0,0
103810,1,0,0,0,0,0,0,1,1,0,0
103827,1,0,0,0,0,0,0,1,1,0,0
103828,1,0,0,0,0,0,0,1,1,0,0
103832,5,0,0,0,0,4,0,1,5,0,0
103834,1,0,0,0,0,1,0,0,0,1,1
103846,3,0,0,0,0,3,0,0,0,3,1
103853,9,0,0,0,0,8,0,1,5,4,1
103859,1,0,0,0,0,0,0,1,1,0,0
103895,27,0,0,0,17,8,0,2,26,1,1
103902,2,0,0,0,0,2,0,0,2,0,0
103906,2,0,0,0,0,1,0,1,1,1,1
103918,9,0,0,0,0,9,0,0,8,1,1
103920,4,0,0,0,0,3,0,1,3,1,1
103932,12,0,0,1,0,9,0,2,8,4,1
103937,2,0,0,0,0,1,0,1,1,1,1
103939,19,6,5,6,0,0,0,2,13,6,1
103970,1,0,0,0,0,0,0,1,1,0,0
103973,4,0,0,0,0,0,0,4,4,0,0
103984,12,0,0,0,0,9,0,3,10,2,1
103990,11,0,0,0,0,0,7,4,11,0,0
103993,2,0,0,0,0,0,0,2,2,0,0
104006,1,0,0,0,0,0,0,1,1,0,0
104014,2,0,0,0,0,1,0,1,2,0,0
104029,10,0,0,0,0,4,0,6,10,0,0
104036,11,1,1,0,0,0,9,0,10,1,1
104049,1,0,0,0,0,0,0,1,1,0,0
104056,19,0,0,0,0,17,0,2,6,13,1
104073,1,0,0,0,0,0,0,1,1,0,0
104080,1,0,0,0,0,0,0,1,1,0,0
104085,1,0,0,0,0,0,0,1,1,0,0
104088,3,0,0,0,0,2,0,1,3,0,0
104089,6,0,0,0,0,4,1,1,1,5,1
104090,1,0,0,0,0,0,0,1,1,0,0
104095,3,0,0,0,0,2,0,1,2,1,1
104101,1,0,0,0,0,0,0,1,1,0,0
104112,89,36,20,5,2,25,0,1,48,41,1
104125,2,0,0,0,0,1,0,1,2,0,0
104132,1,0,0,0,0,1,0,0,1,0,0
104135,2,0,0,0,0,0,2,0,0,2,1
104139,1,0,0,0,0,0,0,1,1,0,0
104142,1,0,0,0,0,0,0,1,1,0,0
104143,1,0,0,0,0,0,0,1,1,0,0
104153,1,0,0,0,0,0,0,1,1,0,0
104158,1,0,0,0,0,0,0,1,1,0,0
104159,2,0,0,0,0,2,0,0,2,0,0
104162,13,0,0,0,0,6,0,7,13,0,0
104165,1,0,0,0,0,0,0,1,1,0,0
104166,2,0,0,0,0,2,0,0,2,0,0
104168,1,0,0,0,0,0,0,1,1,0,0
104182,6,1,1,3,0,0,0,1,5,1,1
104184,1,0,0,0,0,0,0,1,1,0,0
104222,2,0,0,0,0,0,0,2,2,0,0
104241,2,0,0,0,0,0,0,2,2,0,0
104247,1,0,0,0,0,0,0,1,1,0,0
104248,2,0,0,0,0,0,0,2,2,0,0
104253,1,0,0,0,0,0,0,1,1,0,0
104256,2,0,0,0,0,2,0,0,2,0,0
104267,11,0,0,0,0,10,0,1,10,1,1
104272,1,0,0,0,0,0,0,1,1,0,0
104279,1,0,0,0,0,0,0,1,1,0,0
104284,1,0,0,0,0,0,0,1,1,0,0
104286,3,0,0,0,0,0,0,3,3,0,0
104294,45,16,6,6,0,8,8,1,27,18,1
104309,2,0,0,0,0,2,0,0,1,1,1
104312,1,0,0,0,0,1,0,0,1,0,0
104321,1,0,0,0,0,1,0,0,1,0,0
104323,1,0,0,0,0,0,0,1,1,0,0
104338,1,0,0,0,0,0,0,1,1,0,0
104340,43,0,0,0,0,42,0,1,40,3,1
104373,1,0,0,0,0,0,0,1,1,0,0
104378,7,0,0,0,0,6,0,1,4,3,1
104379,1,0,0,0,0,0,0,1,1,0,0
104408,1,0,0,0,0,1,0,0,1,0,0
104421,1,0,0,0,0,0,0,1,1,0,0
104423,2,0,0,0,0,0,0,2,2,0,0
104433,2,0,0,0,0,0,0,2,2,0,0
104434,1,0,0,0,0,0,0,1,1,0,0
104440,1,0,0,0,0,1,0,0,1,0,0
104442,2,0,0,0,0,2,0,0,2,0,0
104455,16,0,0,0,0,0,14,2,16,0,0
104460,112,4,0,0,0,82,17,9,84,28,1
104461,5,1,0,4,0,0,0,0,4,1,1
104469,1,0,0,0,0,0,0,1,1,0,0
104480,7,0,0,0,0,5,0,2,7,0,0
104490,1,0,0,0,0,0,0,1,1,0,0
104498,2,0,0,0,0,0,0,2,2,0,0
104502,2,0,0,0,0,0,0,2,2,0,0
104505,5,0,0,0,0,5,0,0,2,3,1
104506,1,0,0,0,0,0,0,1,1,0,0
104513,122,41,0,0,0,5,76,0,77,45,1
104530,2,0,0,0,0,1,0,1,1,1,1
104535,2,0,0,0,0,2,0,0,2,0,0
104536,1,0,0,0,0,0,0,1,1,0,0
104538,1,0,0,0,0,0,0,1,1,0,0
104543,3,0,0,0,0,3,0,0,2,1,1
104547,14,0,0,0,0,14,0,0,14,0,0
104549,68,0,0,0,0,67,0,1,67,1,1
104554,1,0,0,0,0,1,0,0,0,1,1
104563,2,0,0,0,0,0,0,2,2,0,0
104572,2,0,0,0,0,0,0,2,2,0,0
104579,7,0,0,0,0,4,0,3,5,2,1
104624,1,0,0,0,0,0,0,1,1,0,0
104627,1,0,0,0,0,0,0,1,1,0,0
104632,2,0,0,0,0,1,0,1,1,1,1
104633,1,0,0,0,0,0,0,1,1,0,0
104641,1,0,0,0,0,0,0,1,1,0,0
104643,1,0,0,0,0,0,0,1,1,0,0
104652,3,0,0,0,0,2,0,1,3,0,0
104655,2,0,0,0,0,1,0,1,2,0,0
104660,1,0,0,0,0,0,0,1,1,0,0
104667,2,0,0,0,0,0,1,1,2,0,0
104671,1,0,0,0,0,0,0,1,1,0,0
104682,2,0,0,0,0,2,0,0,2,0,0
104697,3,0,0,0,0,0,0,3,3,0,0
104701,1,0,0,0,0,0,0,1,1,0,0
104708,1,0,0,0,0,0,0,1,1,0,0
104722,3,0,0,0,0,2,0,1,3,0,0
104736,1,0,0,0,0,0,0,1,1,0,0
104743,2,0,0,0,0,2,0,0,2,0,0
104744,1,0,0,0,0,0,0,1,1,0,0
104746,3,0,0,0,0,2,0,1,2,1,1
104755,3,0,0,0,0,2,0,1,3,0,0
104757,8,0,0,0,0,1,6,1,8,0,0
104761,1,0,0,0,0,0,0,1,1,0,0
104766,1,0,0,0,0,0,0,1,1,0,0
104768,2,0,0,0,0,1,0,1,1,1,1
104772,1,0,0,0,0,0,0,1,1,0,0
104784,1,0,0,0,0,1,0,0,1,0,0
104786,3,0,0,0,0,0,3,0,2,1,1
104789,8,0,0,0,0,0,7,1,8,0,0
104793,4,0,0,0,0,3,0,1,3,1,1
104795,1,0,0,0,0,0,0,1,1,0,0
104798,6,0,0,1,0,5,0,0,6,0,0
104800,1,0,0,0,0,0,0,1,1,0,0
104801,2,0,0,1,0,0,0,1,2,0,0
104816,1,0,0,0,0,1,0,0,0,1,1
104835,24,6,2,7,3,0,5,1,18,6,1
104839,1,0,0,0,0,0,0,1,1,0,0
104841,2,0,0,0,0,2,0,0,2,0,0
104856,1,0,0,0,0,0,0,1,1,0,0
104869,1,0,0,0,0,0,0,1,1,0,0
104873,3,0,0,0,0,0,1,2,2,1,1
104890,1,0,0,0,0,0,0,1,1,0,0
104908,1,0,0,0,0,0,0,1,1,0,0
104910,6,0,0,0,0,0,6,0,2,4,1
104916,2,0,0,0,0,0,0,2,2,0,0
104918,30,12,3,0,0,0,14,1,18,12,1
104933,6,0,0,0,0,3,0,3,5,1,1
104935,3,0,0,0,0,3,0,0,1,2,1
104939,1,0,0,0,0,0,0,1,1,0,0
104952,1,0,0,0,0,1,0,0,1,0,0
104957,1,0,0,0,0,0,0,1,1,0,0
104966,45,0,0,0,0,1,43,1,44,1,1
104980,1,0,0,0,0,0,0,1,1,0,0
104981,1,0,0,0,0,1,0,0,0,1,1
104994,1,0,0,0,0,0,0,1,1,0,0
105009,10,2,1,6,0,0,0,1,8,2,1
105011,1,0,0,0,0,0,0,1,1,0,0
105022,1,0,0,0,0,0,0,1,1,0,0
105027,46,0,0,0,0,46,0,0,31,15,1
105037,2,0,0,0,0,2,0,0,2,0,0
105044,23,6,1,0,0,9,5,2,15,8,1
105050,1,0,0,0,0,0,1,0,1,0,0
105057,2,0,0,0,0,1,0,1,1,1,1
105058,1,0,0,0,0,0,0,1,1,0,0
105074,1,0,0,0,0,0,0,1,1,0,0
105078,2,0,0,0,0,0,0,2,2,0,0
105083,1,0,0,0,0,0,0,1,1,0,0
105088,4,0,0,0,0,3,0,1,3,1,1
105090,1,0,0,0,0,0,0,1,1,0,0
105103,16,2,0,1,0,0,13,0,14,2,1
105105,4,0,0,0,0,0,4,0,4,0,0
105115,1,0,0,0,0,0,0,1,1,0,0
105117,1,0,0,0,0,0,0,1,1,0,0
105130,2,0,0,0,0,2,0,0,2,0,0
105135,10,0,0,0,0,2,7,1,10,0,0
105137,11,3,2,6,0,0,0,0,8,3,1
105139,3,0,0,0,0,1,0,2,3,0,0
105156,1,0,0,0,0,0,0,1,1,0,0
105168,1,0,0,0,0,0,0,1,1,0,0
105175,1,0,0,0,0,0,0,1,1,0,0
105176,1,0,0,0,0,0,0,1,1,0,0
105181,1,0,0,0,0,0,0,1,1,0,0
105185,16,7,2,0,0,6,0,1,7,9,1
105191,4,0,0,0,0,3,0,1,4,0,0
105205,3,0,0,0,0,1,0,2,3,0,0
105212,1,0,0,0,0,0,0,1,1,0,0
105218,1,0,0,0,0,0,0,1,1,0,0
105226,3,0,0,0,0,3,0,0,3,0,0
105238,2,0,0,0,0,1,0,1,2,0,0
105240,1,0,0,0,0,0,0,1,1,0,0
105242,1,0,0,0,0,0,0,1,1,0,0
105243,6,0,0,0,0,5,0,1,6,0,0
105248,1,0,0,0,0,0,1,0,1,0,0
105249,1,0,0,0,0,0,0,1,1,0,0
105252,35,0,0,0,0,1,34,0,32,3,1
105261,1,0,0,0,0,0,1,0,1,0,0
105262,1,0,0,0,0,0,0,1,1,0,0
105278,12,0,0,0,0,12,0,0,11,1,1
105298,1,0,0,0,0,0,0,1,1,0,0
105304,1,0,0,0,0,0,0,1,1,0,0
105308,1,0,0,0,0,1,0,0,1,0,0
105317,2,0,0,0,0,2,0,0,0,2,1
105319,1,0,0,0,0,0,0,1,1,0,0
105320,1,0,0,0,0,0,0,1,1,0,0
105323,3,0,0,0,0,3,0,0,3,0,0
105327,3,0,0,2,0,0,0,1,3,0,0
105330,1,0,0,0,0,0,0,1,1,0,0
105348,38,0,0,0,0,38,0,0,38,0,0
105358,1,0,0,0,0,0,0,1,1,0,0
105380,1,0,0,0,0,0,0,1,1,0,0
105382,2,0,0,0,0,0,2,0,2,0,0
105383,164,1,1,0,0,68,92,2,116,48,1
105409,5,0,0,0,0,0,0,5,5,0,0
105416,1,0,0,0,0,0,0,1,1,0,0
105418,1,0,0,0,0,0,0,1,1,0,0
105423,7,0,0,0,0,0,6,1,7,0,0
105426,4,0,0,0,0,2,0,2,4,0,0
105443,3,0,0,0,0,0,0,3,3,0,0
105456,1,0,0,0,0,1,0,0,1,0,0
105457,4,0,0,2,0,0,1,1,3,1,1
105464,1,0,0,0,0,0,0,1,1,0,0
105469,1,0,0,0,0,0,0,1,1,0,0
105484,1,0,0,0,0,0,0,1,1,0,0
105504,1,0,0,0,0,1,0,0,1,0,0
105505,1,0,0,0,0,0,0,1,1,0,0
105512,1,0,0,0,0,1,0,0,1,0,0
105515,2,0,0,0,0,0,0,2,2,0,0
105520,1,0,0,0,0,1,0,0,0,1,1
105521,8,0,0,0,0,0,8,0,8,0,0
105536,3,0,0,0,0,3,0,0,2,1,1
105545,2,0,0,0,0,1,0,1,2,0,0
105568,1,0,0,0,0,0,0,1,1,0,0
105570,3,0,0,0,0,3,0,0,3,0,0
105573,12,0,0,0,0,10,2,0,5,7,1
105589,21,0,0,0,0,1,19,1,21,0,0
105595,33,4,4,13,3,5,3,1,29,4,1
105607,2,0,0,0,0,0,0,2,2,0,0
105613,3,0,0,0,0,0,2,1,3,0,0
105620,1,0,0,0,0,0,0,1,1,0,0
105625,4,0,0,0,0,2,0,2,4,0,0
105626,1,0,0,0,0,0,0,1,1,0,0
105632,9,0,0,0,0,8,0,1,9,0,0
105641,1,0,0,0,0,0,0,1,1,0,0
105651,1,0,0,0,0,1,0,0,0,1,1
105658,6,0,0,0,0,4,0,2,6,0,0
105669,1,0,0,0,0,0,0,1,1,0,0
105691,2,0,0,0,0,1,0,1,2,0,0
105695,1,0,0,0,0,1,0,0,1,0,0
105712,15,0,0,0,0,1,13,1,15,0,0
105719,3,0,0,0,0,3,0,0,3,0,0
105742,1,0,0,0,0,0,0,1,1,0,0
105747,1,0,0,0,0,0,0,1,1,0,0
105755,1,0,0,0,0,0,0,1,1,0,0
105760,1,0,0,0,0,0,0,1,1,0,0
105763,1,0,0,0,0,1,0,0,1,0,0
105767,1,0,0,0,0,1,0,0,1,0,0
105772,5,0,0,0,0,4,0,1,5,0,0
105781,2,0,0,0,0,0,1,1,1,1,1
105785,2,0,0,0,0,2,0,0,1,1,1
105787,2,0,0,0,0,0,0,2,2,0,0
105792,56,36,0,0,0,9,9,2,14,42,1
105807,1,0,0,0,0,0,0,1,1,0,0
105813,1,0,0,0,0,0,0,1,1,0,0
105817,4,0,0,0,0,2,0,2,3,1,1
105828,1,0,0,0,0,0,0,1,1,0,0
105829,3,0,0,0,0,2,0,1,3,0,0
105831,4,1,0,3,0,0,0,0,3,1,1
105861,1,0,0,0,0,0,0,1,1,0,0
105868,1,0,0,0,0,1,0,0,1,0,0
105871,1,0,0,0,0,0,0,1,1,0,0
105873,1,0,0,0,0,0,0,1,1,0,0
105889,1,0,0,0,0,0,0,1,1,0,0
105891,17,0,0,0,0,17,0,0,14,3,1
105893,5,0,0,0,0,0,4,1,5,0,0
105897,1,0,0,0,0,0,0,1,1,0,0
105902,1,0,0,0,0,0,0,1,1,0,0
105904,12,3,0,4,0,2,3,0,9,3,1
105905,8,0,0,0,0,1,0,7,8,0,0
105915,30,3,1,0,0,24,0,2,24,6,1
105919,2,0,0,0,0,0,0,2,2,0,0
105927,1,0,0,0,0,1,0,0,1,0,0
105930,2,0,0,0,0,1,0,1,2,0,0
105946,1,0,0,0,0,0,0,1,1,0,0
105952,1,0,0,0,0,0,0,1,1,0,0
105953,1,0,0,0,0,1,0,0,1,0,0
105954,1,0,0,0,0,1,0,0,1,0,0
105957,33,0,0,0,0,0,0,33,33,0,0
105967,7,0,0,0,0,3,0,4,5,2,1
105984,8,0,0,0,0,8,0,0,3,5,1
105985,1,0,0,0,0,1,0,0,1,0,0
105986,4,1,0,0,0,3,0,0,3,1,1
105987,1,0,0,0,0,0,0,1,1,0,0
105995,2,0,0,0,0,0,0,2,2,0,0
106003,1,0,0,0,0,0,0,1,1,0,0
106006,95,1,0,0,0,44,47,3,91,4,1
106024,9,0,0,0,0,7,0,2,7,2,1
106034,5,0,0,0,0,5,0,0,3,2,1
106035,2,0,0,0,0,0,2,0,2,0,0
106040,1,0,0,0,0,1,0,0,1,0,0
106052,1,0,0,0,0,0,0,1,1,0,0
106054,5,0,0,0,0,0,0,5,5,0,0
106059,5,0,0,0,0,5,0,0,5,0,0
106061,4,0,0,0,0,2,1,1,4,0,0
106066,4,0,0,1,0,2,0,1,3,1,1
106068,4,0,0,0,0,2,0,2,4,0,0
106072,1,0,0,0,0,1,0,0,1,0,0
106076,2,0,0,0,0,2,0,0,2,0,0
106079,1,0,0,0,0,0,0,1,1,0,0
106092,2,0,0,0,0,0,0,2,2,0,0
106101,2,0,0,0,0,1,0,1,2,0,0
106111,1,0,0,0,0,0,0,1,1,0,0
106115,2,0,0,0,0,0,0,2,2,0,0
106128,2,0,0,0,0,1,0,1,1,1,1
106147,1,0,0,0,0,0,0,1,1,0,0
106149,52,5,3,0,0,3,39,2,46,6,1
106169,11,0,0,0,0,8,0,3,8,3,1
106174,5,0,0,0,0,4,0,1,2,3,1
106189,3,0,0,0,0,2,0,1,3,0,0
106218,1,0,0,0,0,1,0,0,1,0,0
106224,2,0,0,0,0,0,2,0,2,0,0
106237,34,15,13,0,0,1,1,4,18,16,1
106240,1,0,0,0,0,1,0,0,0,1,1
106270,5,0,0,0,0,4,0,1,5,0,0
106291,5,0,0,0,0,3,0,2,5,0,0
106302,3,0,0,0,0,1,0,2,2,1,1
106316,3,0,0,0,0,2,0,1,3,0,0
106319,14,0,0,0,0,14,0,0,10,4,1
106343,1,0,0,0,0,0,0,1,1,0,0
106345,1,0,0,0,0,0,0,1,1,0,0
106352,2,0,0,0,0,1,0,1,1,1,1
106355,1,0,0,0,0,0,0,1,1,0,0
106365,1,0,0,0,0,1,0,0,1,0,0
106369,1,0,0,0,0,0,0,1,1,0,0
106370,2,0,0,1,0,0,0,1,2,0,0
106379,2,0,0,0,0,0,0,2,2,0,0
106387,1,0,0,0,0,1,0,0,1,0,0
106390,1,0,0,0,0,0,0,1,1,0,0
106394,7,0,0,0,0,6,0,1,7,0,0
106396,2,0,0,0,0,0,0,2,2,0,0
106406,1,0,0,0,0,0,0,1,1,0,0
106414,2,0,0,0,0,1,0,1,2,0,0
106434,1,0,0,0,0,0,0,1,1,0,0
106435,1,0,0,0,0,0,0,1,1,0,0
106436,1,0,0,0,0,0,0,1,1,0,0
106440,5,0,0,1,0,3,0,1,4,1,1
106442,1,0,0,0,0,0,0,1,1,0,0
106454,3,0,0,0,0,0,0,3,3,0,0
106456,1,0,0,0,0,0,0,1,1,0,0
106464,1,0,0,0,0,0,0,1,1,0,0
106466,9,0,0,0,0,9,0,0,9,0,0
106481,2,0,0,0,0,1,0,1,1,1,1
106485,1,0,0,0,0,0,0,1,1,0,0
106489,1,0,0,0,0,1,0,0,1,0,0
106503,1,0,0,0,0,0,0,1,1,0,0
106514,1,0,0,0,0,1,0,0,1,0,0
106515,1,0,0,0,0,1,0,0,1,0,0
106521,2,0,0,0,0,1,0,1,2,0,0
106527,7,0,0,0,0,5,0,2,6,1,1
106533,4,0,0,0,0,4,0,0,3,1,1
106534,1,0,0,0,0,1,0,0,1,0,0
106545,28,1,1,10,0,2,14,0,27,1,1
106549,1,0,0,0,0,0,0,1,1,0,0
106551,2,0,0,0,0,0,0,2,2,0,0
106558,1,0,0,0,0,1,0,0,0,1,1
106559,1,0,0,0,0,0,0,1,1,0,0
106566,13,0,0,0,0,12,0,1,13,0,0
106567,6,0,0,0,0,5,0,1,3,3,1
106580,2,0,0,0,0,2,0,0,2,0,0
106583,3,0,0,0,0,1,0,2,2,1,1
106585,1,0,0,0,0,0,0,1,1,0,0
106589,1,0,0,0,0,1,0,0,1,0,0
106590,2,0,0,0,0,0,0,2,2,0,0
106596,1,0,0,0,0,0,0,1,1,0,0
106598,2,0,0,0,0,1,0,1,1,1,1
106607,1,0,0,0,0,0,0,1,1,0,0
106610,1,0,0,0,0,0,0,1,1,0,0
106623,4,0,0,0,0,1,0,3,3,1,1
106628,1,0,0,0,0,0,0,1,1,0,0
106629,1,0,0,0,0,0,0,1,1,0,0
106636,1,0,0,0,0,1,0,0,0,1,1
106644,2,0,0,0,0,2,0,0,1,1,1
106646,1,0,0,0,0,0,0,1,1,0,0
106648,1,0,0,0,0,0,0,1,1,0,0
106657,4,0,0,0,0,2,0,2,4,0,0
106660,2,0,0,0,0,2,0,0,0,2,1
106663,1,0,0,0,0,0,0,1,1,0,0
106679,3,0,0,0,0,0,0,3,3,0,0
106686,1,0,0,0,0,0,0,1,1,0,0
106694,5,0,0,0,0,3,0,2,5,0,0
106701,4,0,0,0,0,3,0,1,4,0,0
106709,4,0,0,0,0,4,0,0,4,0,0
106715,1,0,0,0,0,0,0,1,1,0,0
106716,29,9,6,14,0,0,0,0,20,9,1
106730,21,0,0,1,13,6,0,1,20,1,1
106742,1,0,0,0,0,0,0,1,1,0,0
106758,7,0,0,0,0,5,0,2,5,2,1
106763,1,0,0,0,0,1,0,0,0,1,1
106769,1,0,0,0,0,0,0,1,1,0,0
106777,10,0,0,0,6,1,2,1,9,1,1
106788,1,0,0,0,0,1,0,0,1,0,0
106797,1,0,0,0,0,1,0,0,1,0,0
106798,4,0,0,0,0,2,0,2,4,0,0
106806,1,0,0,0,0,0,0,1,1,0,0
106810,16,0,0,0,0,16,0,0,8,8,1
106827,2,0,0,0,0,1,0,1,2,0,0
106842,1,0,0,0,0,0,0,1,1,0,0
106845,1,0,0,0,0,0,0,1,1,0,0
106853,10,0,0,0,0,9,0,1,7,3,1
106858,1,0,0,0,0,0,0,1,1,0,0
106868,1,0,0,0,0,0,0,1,1,0,0
106878,3,0,0,0,0,2,0,1,2,1,1
106890,59,0,0,0,0,3,0,56,59,0,0
106891,5,0,0,0,0,4,0,1,5,0,0
106892,6,0,0,0,0,6,0,0,1,5,1
106896,5,0,0,0,0,0,1,4,5,0,0
106904,1,0,0,0,0,0,0,1,1,0,0
106916,1,0,0,0,0,1,0,0,1,0,0
106918,3,0,0,0,0,0,0,3,3,0,0
106919,3,0,0,0,0,2,0,1,3,0,0
106925,1,0,0,0,0,1,0,0,1,0,0
106926,2,0,0,0,0,2,0,0,2,0,0
106928,3,0,0,0,0,2,0,1,2,1,1
106929,2,0,0,0,0,0,0,2,2,0,0
106936,3,0,0,0,0,1,0,2,2,1,1
106947,3,0,0,0,0,0,0,3,3,0,0
106952,1,0,0,0,0,0,0,1,1,0,0
106960,1,0,0,0,0,0,0,1,1,0,0
106966,3,0,0,0,0,0,0,3,3,0,0
