EID,BTBL,BTCOUNT,BS_BTCOUNT,WS_BTCOUNT,BT_END_COUNT,BT_NORMAL_COUNT,BS_BT_END,WS_BT_END,BT_LIVE,BS_BT_LIVE,WS_BT_LIVE,BS_BT_BL,WS_BT_BL,BS_BT_LIVE_AVG,WS_BT_LIVE_AVG,BT_LIVE_AVG,BT_BL_AVG,BS_BT_BL_AVG,WS_BT_BL_AVG,IS_EXIST_BT,IS_EXIST_NORMAL_BT
106987,0.037000000000000005,2,1,1,0,2,0,0,,,,0.017,0.02,,,,0.018500000000000003,0.017,0.02,1,1
106994,1.4489999999999998,3,0,3,0,3,0,0,,,,0.0,1.4489999999999998,,,,0.48299999999999993,,0.48299999999999993,1,1
107049,3.5,5,3,2,1,4,0,1,1.0,0.0,1.0,2.3,1.2000000000000002,0.0,0.5,0.2,0.7,0.7666666666666666,0.6000000000000001,1,1
107065,4.8,6,1,5,1,5,0,1,4.0,0.0,4.0,0.3,4.5,0.0,0.8,0.6666666666666666,0.7999999999999999,0.3,0.9,1,1
107086,0.633,2,1,1,0,2,0,0,,,,0.3,0.33299999999999996,,,,0.3165,0.3,0.33299999999999996,1,1
107103,0.05,3,0,3,0,3,0,0,,,,0.0,0.05,,,,0.016666666666666666,,0.016666666666666666,1,1
107107,0.273,1,1,0,0,1,0,0,,,,0.273,0.0,,,,0.273,0.273,,1,1
107117,0.75,1,1,0,0,1,0,0,,,,0.75,0.0,,,,0.75,0.75,,1,1
107163,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
107179,0.15,1,0,1,0,1,0,0,,,,0.0,0.15,,,,0.15,,0.15,1,1
107196,0.1,1,0,1,1,0,0,1,2.0,0.0,2.0,0.0,0.1,,2.0,2.0,0.1,,0.1,1,0
107202,1.8,2,2,0,0,2,0,0,,,,1.8,0.0,,,,0.9,0.9,,1,1
107207,1.0,1,1,0,1,0,1,0,19.0,19.0,0.0,1.0,0.0,19.0,,19.0,1.0,1.0,,1,0
107220,0.136,2,1,1,0,2,0,0,,,,0.036000000000000004,0.1,,,,0.068,0.036000000000000004,0.1,1,1
107275,0.49,1,1,0,1,0,1,0,13.0,13.0,0.0,0.49,0.0,13.0,,13.0,0.49,0.49,,1,0
107292,0.4,1,0,1,0,1,0,0,,,,0.0,0.4,,,,0.4,,0.4,1,1
107301,0.077,1,1,0,0,1,0,0,,,,0.077,0.0,,,,0.077,0.077,,1,1
107305,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
107316,0.99,2,1,1,0,2,0,0,,,,0.5,0.49,,,,0.495,0.5,0.49,1,1
107322,0.467,1,1,0,0,1,0,0,,,,0.467,0.0,,,,0.467,0.467,,1,1
107328,2.0,3,3,0,0,3,0,0,,,,2.0,0.0,,,,0.6666666666666666,0.6666666666666666,,1,1
107356,0.99,1,1,0,0,1,0,0,,,,0.99,0.0,,,,0.99,0.99,,1,1
107430,0.444,1,1,0,0,1,0,0,,,,0.444,0.0,,,,0.444,0.444,,1,1
107451,1.447,3,3,0,1,2,1,0,8.0,8.0,0.0,1.447,0.0,2.6666666666666665,,2.6666666666666665,0.48233333333333334,0.48233333333333334,,1,1
107486,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
107522,1.5,2,1,1,2,0,1,1,4.0,1.0,3.0,1.0,0.5,1.0,3.0,2.0,0.75,1.0,0.5,1,0
107527,0.39,4,3,1,0,4,0,0,,,,0.29800000000000004,0.092,,,,0.0975,0.09933333333333334,0.092,1,1
107562,0.1,1,0,1,1,0,0,1,14.0,0.0,14.0,0.0,0.1,,14.0,14.0,0.1,,0.1,1,0
107564,14.185000000000002,22,12,10,12,10,6,6,49.0,23.0,26.0,8.5,5.6850000000000005,1.9166666666666667,2.6,2.227272727272727,0.6447727272727274,0.7083333333333334,0.5685,1,1
107565,1.101,2,2,0,0,2,0,0,,,,1.101,0.0,,,,0.5505,0.5505,,1,1
107569,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
107589,0.667,1,1,0,0,1,0,0,,,,0.667,0.0,,,,0.667,0.667,,1,1
107622,2.357,4,2,2,0,4,0,0,,,,1.0,1.3570000000000002,,,,0.58925,0.5,0.6785000000000001,1,1
107647,0.23,1,1,0,0,1,0,0,,,,0.23,0.0,,,,0.23,0.23,,1,1
107652,0.4,1,0,1,0,1,0,0,,,,0.0,0.4,,,,0.4,,0.4,1,1
107680,1.174,3,3,0,3,0,3,0,20.0,20.0,0.0,1.174,0.0,6.666666666666667,,6.666666666666667,0.3913333333333333,0.3913333333333333,,1,0
107688,0.479,2,0,2,2,0,0,2,10.0,0.0,10.0,0.0,0.479,,5.0,5.0,0.2395,,0.2395,1,0
107722,3.202,8,8,0,6,2,6,0,56.0,56.0,0.0,3.202,0.0,7.0,,7.0,0.40025,0.40025,,1,1
107755,0.114,1,1,0,0,1,0,0,,,,0.114,0.0,,,,0.114,0.114,,1,1
107756,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
107773,1.2000000000000002,2,1,1,0,2,0,0,,,,0.4,0.8,,,,0.6000000000000001,0.4,0.8,1,1
107777,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
107840,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
107843,0.2,1,1,0,0,1,0,0,,,,0.2,0.0,,,,0.2,0.2,,1,1
107863,1.333,2,2,0,0,2,0,0,,,,1.333,0.0,,,,0.6665,0.6665,,1,1
107867,1.51,2,1,1,0,2,0,0,,,,1.0,0.51,,,,0.755,1.0,0.51,1,1
107880,3.224,6,3,3,0,6,0,0,,,,1.583,1.641,,,,0.5373333333333333,0.5276666666666666,0.547,1,1
107886,1.6,3,3,0,0,3,0,0,,,,1.6,0.0,,,,0.5333333333333333,0.5333333333333333,,1,1
107908,2.7600000000000002,5,2,3,0,5,0,0,,,,0.87,1.8900000000000001,,,,0.552,0.435,0.63,1,1
107917,0.165,1,1,0,0,1,0,0,,,,0.165,0.0,,,,0.165,0.165,,1,1
107932,1.72,3,2,1,1,2,0,1,4.0,0.0,4.0,1.3199999999999998,0.4,0.0,4.0,1.3333333333333333,0.5733333333333334,0.6599999999999999,0.4,1,1
107941,0.48,1,1,0,0,1,0,0,,,,0.48,0.0,,,,0.48,0.48,,1,1
107947,28.128999999999998,50,8,42,27,23,4,23,339.0,53.0,286.0,5.476,22.653000000000002,6.625,6.809523809523809,6.78,0.56258,0.6845,0.5393571428571429,1,1
107965,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
108001,0.7,1,0,1,0,1,0,0,,,,0.0,0.7,,,,0.7,,0.7,1,1
108010,0.467,3,3,0,0,3,0,0,,,,0.467,0.0,,,,0.15566666666666668,0.15566666666666668,,1,1
108016,1.74,3,2,1,1,2,1,0,2.0,2.0,0.0,1.19,0.55,1.0,0.0,0.6666666666666666,0.58,0.595,0.55,1,1
108038,0.127,1,1,0,0,1,0,0,,,,0.127,0.0,,,,0.127,0.127,,1,1
108052,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
108059,3.7910000000000004,6,1,5,1,5,0,1,1.0,0.0,1.0,0.048,3.7430000000000003,0.0,0.2,0.16666666666666666,0.6318333333333334,0.048,0.7486,1,1
108110,0.307,2,0,2,0,2,0,0,,,,0.0,0.307,,,,0.1535,,0.1535,1,1
108139,0.39899999999999997,6,6,0,0,6,0,0,,,,0.39899999999999997,0.0,,,,0.06649999999999999,0.06649999999999999,,1,1
108189,2.89,3,2,1,0,3,0,0,,,,1.8900000000000001,1.0,,,,0.9633333333333334,0.9450000000000001,1.0,1,1
108205,8.7,10,6,4,0,10,0,0,,,,4.7,4.0,,,,0.8699999999999999,0.7833333333333333,1.0,1,1
108212,0.3,1,1,0,1,0,1,0,13.0,13.0,0.0,0.3,0.0,13.0,,13.0,0.3,0.3,,1,0
108274,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
108303,1.0,2,2,0,0,2,0,0,,,,1.0,0.0,,,,0.5,0.5,,1,1
108332,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
108335,1.15,2,1,1,0,2,0,0,,,,1.0,0.15,,,,0.575,1.0,0.15,1,1
108444,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
108477,0.33299999999999996,1,1,0,0,1,0,0,,,,0.33299999999999996,0.0,,,,0.33299999999999996,0.33299999999999996,,1,1
108481,0.25,2,2,0,0,2,0,0,,,,0.25,0.0,,,,0.125,0.125,,1,1
108492,2.3,3,2,1,0,3,0,0,,,,1.6,0.7,,,,0.7666666666666666,0.8,0.7,1,1
108503,0.057999999999999996,1,0,1,0,1,0,0,,,,0.0,0.057999999999999996,,,,0.057999999999999996,,0.057999999999999996,1,1
108507,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
108514,0.49,1,1,0,0,1,0,0,,,,0.49,0.0,,,,0.49,0.49,,1,1
108541,0.85,2,1,1,0,2,0,0,,,,0.25,0.6,,,,0.425,0.25,0.6,1,1
108543,1.7,3,2,1,1,2,1,0,4.0,4.0,0.0,1.1,0.6,2.0,0.0,1.3333333333333333,0.5666666666666667,0.55,0.6,1,1
108544,11.4,17,13,4,1,16,1,0,1.0,1.0,0.0,9.819,1.5810000000000002,0.07692307692307693,0.0,0.058823529411764705,0.6705882352941177,0.7553076923076923,0.39525000000000005,1,1
108605,0.6,1,0,1,1,0,0,1,5.0,0.0,5.0,0.0,0.6,,5.0,5.0,0.6,,0.6,1,0
108623,1.0,1,0,1,1,0,0,1,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1,0
108667,5.99,8,0,8,0,8,0,0,,,,0.0,5.99,,,,0.74875,,0.74875,1,1
108677,0.51,1,0,1,0,1,0,0,,,,0.0,0.51,,,,0.51,,0.51,1,1
108681,0.15,1,0,1,0,1,0,0,,,,0.0,0.15,,,,0.15,,0.15,1,1
108739,3.763,8,2,6,4,4,1,3,27.0,9.0,18.0,0.8500000000000001,2.9130000000000003,4.5,3.0,3.375,0.470375,0.42500000000000004,0.48550000000000004,1,1
108761,0.7,1,0,1,0,1,0,0,,,,0.0,0.7,,,,0.7,,0.7,1,1
108874,0.027999999999999997,1,0,1,0,1,0,0,,,,0.0,0.027999999999999997,,,,0.027999999999999997,,0.027999999999999997,1,1
108876,6.0,6,6,0,0,6,0,0,,,,6.0,0.0,,,,1.0,1.0,,1,1
108880,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
108901,1.0899999999999999,2,0,2,0,2,0,0,,,,0.0,1.0899999999999999,,,,0.5449999999999999,,0.5449999999999999,1,1
108902,0.3,1,1,0,1,0,1,0,4.0,4.0,0.0,0.3,0.0,4.0,,4.0,0.3,0.3,,1,0
108942,1.0,2,1,1,1,1,0,1,1.0,0.0,1.0,0.8,0.2,0.0,1.0,0.5,0.5,0.8,0.2,1,1
108968,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
109056,2.0,2,0,2,0,2,0,0,,,,0.0,2.0,,,,1.0,,1.0,1,1
109087,0.022000000000000002,1,1,0,0,1,0,0,,,,0.022000000000000002,0.0,,,,0.022000000000000002,0.022000000000000002,,1,1
109097,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
109131,0.61,1,1,0,0,1,0,0,,,,0.61,0.0,,,,0.61,0.61,,1,1
109160,2.12,3,0,3,1,2,0,1,1.0,0.0,1.0,0.0,2.12,,0.3333333333333333,0.3333333333333333,0.7066666666666667,,0.7066666666666667,1,1
109167,1.85,3,3,0,0,3,0,0,,,,1.85,0.0,,,,0.6166666666666667,0.6166666666666667,,1,1
109176,0.271,1,0,1,0,1,0,0,,,,0.0,0.271,,,,0.271,,0.271,1,1
109186,5.181,10,3,7,0,10,0,0,,,,0.111,5.07,,,,0.5181,0.037,0.7242857142857143,1,1
109196,0.0,1,1,0,1,0,1,0,7.0,7.0,0.0,0.0,0.0,7.0,,7.0,0.0,0.0,,1,0
109213,1.264,3,3,0,0,3,0,0,,,,1.264,0.0,,,,0.42133333333333334,0.42133333333333334,,1,1
109223,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
109248,0.72,4,0,4,1,3,0,1,2.0,0.0,2.0,0.0,0.72,,0.5,0.5,0.18,,0.18,1,1
109285,0.25,1,0,1,0,1,0,0,,,,0.0,0.25,,,,0.25,,0.25,1,1
109307,0.21,1,1,0,0,1,0,0,,,,0.21,0.0,,,,0.21,0.21,,1,1
109340,0.049,1,1,0,0,1,0,0,,,,0.049,0.0,,,,0.049,0.049,,1,1
109376,1.0,2,0,2,1,1,0,1,10.0,0.0,10.0,0.0,1.0,,5.0,5.0,0.5,,0.5,1,1
109435,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
109437,0.36,1,1,0,0,1,0,0,,,,0.36,0.0,,,,0.36,0.36,,1,1
109465,2.283,6,4,2,0,6,0,0,,,,1.2660000000000002,1.017,,,,0.3805,0.31650000000000006,0.5085,1,1
109553,0.3,1,1,0,0,1,0,0,,,,0.3,0.0,,,,0.3,0.3,,1,1
109567,2.7,3,2,1,1,2,1,0,2.0,2.0,0.0,1.7,1.0,1.0,0.0,0.6666666666666666,0.9,0.85,1.0,1,1
109587,2.8360000000000003,4,0,4,1,3,0,1,4.0,0.0,4.0,0.0,2.8360000000000003,,1.0,1.0,0.7090000000000001,,0.7090000000000001,1,1
109610,2.8000000000000003,4,0,4,0,4,0,0,,,,0.0,2.8000000000000003,,,,0.7000000000000001,,0.7000000000000001,1,1
109616,2.5320000000000005,5,3,2,1,4,0,1,3.0,0.0,3.0,1.999,0.5329999999999999,0.0,1.5,0.6,0.5064000000000001,0.6663333333333333,0.26649999999999996,1,1
109629,0.01,1,1,0,0,1,0,0,,,,0.01,0.0,,,,0.01,0.01,,1,1
109650,0.25,1,1,0,0,1,0,0,,,,0.25,0.0,,,,0.25,0.25,,1,1
109658,0.6799999999999999,2,2,0,0,2,0,0,,,,0.6799999999999999,0.0,,,,0.33999999999999997,0.33999999999999997,,1,1
109674,0.318,1,0,1,0,1,0,0,,,,0.0,0.318,,,,0.318,,0.318,1,1
109713,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
109727,0.4,1,1,0,0,1,0,0,,,,0.4,0.0,,,,0.4,0.4,,1,1
109835,2.0,2,2,0,2,0,2,0,28.0,28.0,0.0,2.0,0.0,14.0,,14.0,1.0,1.0,,1,0
109846,0.6,1,1,0,1,0,1,0,5.0,5.0,0.0,0.6,0.0,5.0,,5.0,0.6,0.6,,1,0
109862,12.014,18,5,13,2,16,0,2,9.0,0.0,9.0,3.2520000000000002,8.762,0.0,0.6923076923076923,0.5,0.6674444444444444,0.6504000000000001,0.674,1,1
109887,1.753,6,1,5,0,6,0,0,,,,0.5,1.253,,,,0.29216666666666663,0.5,0.2506,1,1
109896,1.0,1,1,0,1,0,1,0,18.0,18.0,0.0,1.0,0.0,18.0,,18.0,1.0,1.0,,1,0
109904,0.861,1,0,1,0,1,0,0,,,,0.0,0.861,,,,0.861,,0.861,1,1
109924,0.32,1,0,1,0,1,0,0,,,,0.0,0.32,,,,0.32,,0.32,1,1
109962,0.063,1,1,0,0,1,0,0,,,,0.063,0.0,,,,0.063,0.063,,1,1
110000,0.1,1,1,0,0,1,0,0,,,,0.1,0.0,,,,0.1,0.1,,1,1
110060,0.0,1,1,0,0,1,0,0,,,,0.0,0.0,,,,0.0,0.0,,1,1
110069,3.5,4,4,0,0,4,0,0,,,,3.5,0.0,,,,0.875,0.875,,1,1
110080,0.53,1,1,0,0,1,0,0,,,,0.53,0.0,,,,0.53,0.53,,1,1
110099,10.350000000000001,15,9,6,0,15,0,0,,,,6.900000000000001,3.45,,,,0.6900000000000001,0.7666666666666668,0.5750000000000001,1,1
110120,0.667,1,1,0,0,1,0,0,,,,0.667,0.0,,,,0.667,0.667,,1,1
110143,2.001,6,0,6,0,6,0,0,,,,0.0,2.001,,,,0.33349999999999996,,0.33349999999999996,1,1
110192,0.2,1,0,1,1,0,0,1,1.0,0.0,1.0,0.0,0.2,,1.0,1.0,0.2,,0.2,1,0
110219,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
110288,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
110365,0.614,3,1,2,3,0,1,2,13.0,6.0,7.0,0.3,0.314,6.0,3.5,4.333333333333333,0.20466666666666666,0.3,0.157,1,0
110416,0.667,1,1,0,0,1,0,0,,,,0.667,0.0,,,,0.667,0.667,,1,1
110443,0.057,1,0,1,0,1,0,0,,,,0.0,0.057,,,,0.057,,0.057,1,1
110463,1.0,1,1,0,1,0,1,0,10.0,10.0,0.0,1.0,0.0,10.0,,10.0,1.0,1.0,,1,0
110469,0.33299999999999996,1,1,0,0,1,0,0,,,,0.33299999999999996,0.0,,,,0.33299999999999996,0.33299999999999996,,1,1
110471,0.3,1,0,1,0,1,0,0,,,,0.0,0.3,,,,0.3,,0.3,1,1
110500,5.3260000000000005,6,0,6,0,6,0,0,,,,0.0,5.3260000000000005,,,,0.8876666666666667,,0.8876666666666667,1,1
110503,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
110537,0.792,1,1,0,0,1,0,0,,,,0.792,0.0,,,,0.792,0.792,,1,1
110544,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
110559,0.17,1,1,0,0,1,0,0,,,,0.17,0.0,,,,0.17,0.17,,1,1
110560,1.08,2,1,1,0,2,0,0,,,,0.52,0.56,,,,0.54,0.52,0.56,1,1
110581,3.632,4,3,1,0,4,0,0,,,,2.632,1.0,,,,0.908,0.8773333333333334,1.0,1,1
110678,0.012,1,0,1,0,1,0,0,,,,0.0,0.012,,,,0.012,,0.012,1,1
110686,0.13699999999999998,1,0,1,1,0,0,1,13.0,0.0,13.0,0.0,0.13699999999999998,,13.0,13.0,0.13699999999999998,,0.13699999999999998,1,0
110709,1.02,2,0,2,0,2,0,0,,,,0.0,1.02,,,,0.51,,0.51,1,1
110714,1.48,3,0,3,1,2,0,1,1.0,0.0,1.0,0.0,1.48,,0.3333333333333333,0.3333333333333333,0.49333333333333335,,0.49333333333333335,1,1
110745,9.709000000000001,21,21,0,0,21,0,0,,,,9.709000000000001,0.0,,,,0.4623333333333334,0.4623333333333334,,1,1
110748,0.8,1,0,1,1,0,0,1,1.0,0.0,1.0,0.0,0.8,,1.0,1.0,0.8,,0.8,1,0
110756,0.3,1,0,1,1,0,0,1,1.0,0.0,1.0,0.0,0.3,,1.0,1.0,0.3,,0.3,1,0
110772,2.558,4,2,2,1,3,0,1,1.0,0.0,1.0,1.333,1.225,0.0,0.5,0.25,0.6395,0.6665,0.6125,1,1
110863,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
110936,3.95,5,0,5,0,5,0,0,,,,0.0,3.95,,,,0.79,,0.79,1,1
110976,0.51,1,0,1,0,1,0,0,,,,0.0,0.51,,,,0.51,,0.51,1,1
110981,0.96,1,1,0,0,1,0,0,,,,0.96,0.0,,,,0.96,0.96,,1,1
110994,0.65,1,0,1,1,0,0,1,4.0,0.0,4.0,0.0,0.65,,4.0,4.0,0.65,,0.65,1,0
111023,0.01,1,0,1,0,1,0,0,,,,0.0,0.01,,,,0.01,,0.01,1,1
111046,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
111048,0.16899999999999998,3,0,3,0,3,0,0,,,,0.0,0.16899999999999998,,,,0.056333333333333326,,0.056333333333333326,1,1
111077,0.91,2,1,1,0,2,0,0,,,,0.4,0.51,,,,0.455,0.4,0.51,1,1
111096,1.21,2,2,0,0,2,0,0,,,,1.21,0.0,,,,0.605,0.605,,1,1
111098,0.4,2,2,0,0,2,0,0,,,,0.4,0.0,,,,0.2,0.2,,1,1
111128,0.526,8,4,4,0,8,0,0,,,,0.335,0.191,,,,0.06575,0.08375,0.04775,1,1
111130,1.8,2,2,0,0,2,0,0,,,,1.8,0.0,,,,0.9,0.9,,1,1
111134,0.9,1,0,1,0,1,0,0,,,,0.0,0.9,,,,0.9,,0.9,1,1
111160,0.38799999999999996,1,1,0,0,1,0,0,,,,0.38799999999999996,0.0,,,,0.38799999999999996,0.38799999999999996,,1,1
111166,0.49,1,1,0,0,1,0,0,,,,0.49,0.0,,,,0.49,0.49,,1,1
111176,0.33299999999999996,1,0,1,1,0,0,1,6.0,0.0,6.0,0.0,0.33299999999999996,,6.0,6.0,0.33299999999999996,,0.33299999999999996,1,0
111213,1.0,1,1,0,1,0,1,0,6.0,6.0,0.0,1.0,0.0,6.0,,6.0,1.0,1.0,,1,0
111228,0.01,1,0,1,0,1,0,0,,,,0.0,0.01,,,,0.01,,0.01,1,1
111244,0.091,1,0,1,0,1,0,0,,,,0.0,0.091,,,,0.091,,0.091,1,1
111326,0.25,1,0,1,0,1,0,0,,,,0.0,0.25,,,,0.25,,0.25,1,1
111330,0.1,2,2,0,1,1,1,0,11.0,11.0,0.0,0.1,0.0,5.5,,5.5,0.05,0.05,,1,1
111349,0.77,3,3,0,0,3,0,0,,,,0.77,0.0,,,,0.25666666666666665,0.25666666666666665,,1,1
111360,0.05,1,0,1,0,1,0,0,,,,0.0,0.05,,,,0.05,,0.05,1,1
111371,0.7040000000000001,4,0,4,2,2,0,2,20.0,0.0,20.0,0.0,0.7040000000000001,,5.0,5.0,0.17600000000000002,,0.17600000000000002,1,1
111404,0.024,1,1,0,0,1,0,0,,,,0.024,0.0,,,,0.024,0.024,,1,1
111423,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
111446,1.2,2,0,2,1,1,0,1,2.0,0.0,2.0,0.0,1.2,,1.0,1.0,0.6,,0.6,1,1
111462,0.5,1,1,0,0,1,0,0,,,,0.5,0.0,,,,0.5,0.5,,1,1
111464,0.8,1,1,0,0,1,0,0,,,,0.8,0.0,,,,0.8,0.8,,1,1
111555,0.25,1,1,0,1,0,1,0,4.0,4.0,0.0,0.25,0.0,4.0,,4.0,0.25,0.25,,1,0
111616,0.3,1,0,1,1,0,0,1,6.0,0.0,6.0,0.0,0.3,,6.0,6.0,0.3,,0.3,1,0
111625,2.8210000000000006,8,5,3,3,5,2,1,35.0,31.0,4.0,1.071,1.75,6.2,1.3333333333333333,4.375,0.3526250000000001,0.2142,0.5833333333333334,1,1
111629,1.5,2,0,2,0,2,0,0,,,,0.0,1.5,,,,0.75,,0.75,1,1
111651,0.6619999999999999,8,7,1,1,7,1,0,5.0,5.0,0.0,0.548,0.114,0.7142857142857143,0.0,0.625,0.08274999999999999,0.07828571428571429,0.114,1,1
111663,2.0,3,2,1,0,3,0,0,,,,1.6,0.4,,,,0.6666666666666666,0.8,0.4,1,1
111705,0.355,1,1,0,1,0,1,0,4.0,4.0,0.0,0.355,0.0,4.0,,4.0,0.355,0.355,,1,0
111730,2.2,3,2,1,0,3,0,0,,,,1.2,1.0,,,,0.7333333333333334,0.6,1.0,1,1
111753,0.3,1,1,0,0,1,0,0,,,,0.3,0.0,,,,0.3,0.3,,1,1
111784,2.5,5,0,5,2,3,0,2,5.0,0.0,5.0,0.0,2.5,,1.0,1.0,0.5,,0.5,1,1
111847,0.7,1,0,1,1,0,0,1,2.0,0.0,2.0,0.0,0.7,,2.0,2.0,0.7,,0.7,1,0
111929,2.9,3,2,1,0,3,0,0,,,,1.9,1.0,,,,0.9666666666666667,0.95,1.0,1,1
111938,0.566,10,8,2,0,10,0,0,,,,0.306,0.26,,,,0.0566,0.03825,0.13,1,1
111973,0.54,1,0,1,1,0,0,1,7.0,0.0,7.0,0.0,0.54,,7.0,7.0,0.54,,0.54,1,0
112007,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
112076,0.8999999999999999,3,3,0,0,3,0,0,,,,0.8999999999999999,0.0,,,,0.3,0.3,,1,1
112101,0.138,1,1,0,0,1,0,0,,,,0.138,0.0,,,,0.138,0.138,,1,1
112131,0.33,1,1,0,0,1,0,0,,,,0.33,0.0,,,,0.33,0.33,,1,1
112228,0.8,1,0,1,0,1,0,0,,,,0.0,0.8,,,,0.8,,0.8,1,1
112238,0.03,1,1,0,0,1,0,0,,,,0.03,0.0,,,,0.03,0.03,,1,1
112258,0.55,2,2,0,0,2,0,0,,,,0.55,0.0,,,,0.275,0.275,,1,1
112261,4.209,9,4,5,3,6,0,3,39.0,0.0,39.0,1.765,2.444,0.0,7.8,4.333333333333333,0.4676666666666666,0.44125,0.4888,1,1
112273,0.11599999999999999,1,0,1,0,1,0,0,,,,0.0,0.11599999999999999,,,,0.11599999999999999,,0.11599999999999999,1,1
112328,0.06,1,1,0,0,1,0,0,,,,0.06,0.0,,,,0.06,0.06,,1,1
112345,0.99,1,1,0,0,1,0,0,,,,0.99,0.0,,,,0.99,0.99,,1,1
112368,8.0,8,8,0,0,8,0,0,,,,8.0,0.0,,,,1.0,1.0,,1,1
112439,2.343,5,2,3,1,4,0,1,10.0,0.0,10.0,1.33,1.013,0.0,3.3333333333333335,2.0,0.4686,0.665,0.3376666666666666,1,1
112445,0.39,1,1,0,0,1,0,0,,,,0.39,0.0,,,,0.39,0.39,,1,1
112456,0.33,1,1,0,0,1,0,0,,,,0.33,0.0,,,,0.33,0.33,,1,1
112457,2.157,10,2,8,0,10,0,0,,,,0.077,2.08,,,,0.2157,0.0385,0.26,1,1
112460,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
112487,0.048,1,0,1,0,1,0,0,,,,0.0,0.048,,,,0.048,,0.048,1,1
112522,0.05,1,1,0,0,1,0,0,,,,0.05,0.0,,,,0.05,0.05,,1,1
112576,1.0,1,1,0,0,1,0,0,,,,1.0,0.0,,,,1.0,1.0,,1,1
112589,2.683,4,4,0,0,4,0,0,,,,2.683,0.0,,,,0.67075,0.67075,,1,1
112593,1.0,1,0,1,0,1,0,0,,,,0.0,1.0,,,,1.0,,1.0,1,1
112632,0.026000000000000002,1,1,0,1,0,1,0,2.0,2.0,0.0,0.026000000000000002,0.0,2.0,,2.0,0.026000000000000002,0.026000000000000002,,1,0
112636,0.15,1,1,0,0,1,0,0,,,,0.15,0.0,,,,0.15,0.15,,1,1
112675,4.81,6,3,3,0,6,0,0,,,,2.51,2.3,,,,0.8016666666666666,0.8366666666666666,0.7666666666666666,1,1
112683,0.75,1,0,1,0,1,0,0,,,,0.0,0.75,,,,0.75,,0.75,1,1
112695,4.0,4,1,3,0,4,0,0,,,,1.0,3.0,,,,1.0,1.0,1.0,1,1
112790,0.9,1,0,1,0,1,0,0,,,,0.0,0.9,,,,0.9,,0.9,1,1
112793,0.21,1,1,0,0,1,0,0,,,,0.21,0.0,,,,0.21,0.21,,1,1
112794,0.9,1,0,1,0,1,0,0,,,,0.0,0.9,,,,0.9,,0.9,1,1
112829,0.9,1,0,1,0,1,0,0,,,,0.0,0.9,,,,0.9,,0.9,1,1
112845,1.073,2,0,2,0,2,0,0,,,,0.0,1.073,,,,0.5365,,0.5365,1,1
112851,6.025,13,2,11,2,11,1,1,23.0,10.0,13.0,0.85,5.175,5.0,1.1818181818181819,1.7692307692307692,0.4634615384615385,0.425,0.47045454545454546,1,1
112886,2.0,2,2,0,0,2,0,0,,,,2.0,0.0,,,,1.0,1.0,,1,1
