EID,RECRNUM,IS_WZ1,IS_WZ2,IS_WZ3,WZ1_RECRNUM,WZ2_RECRNUM,WZ3_RECRNUM,WZ_COUNT,IS_RECR
83904,,0,1,0,,,,1,0
83917,4.0,0,0,1,0.0,0.0,4.0,1,1
83953,11.0,0,1,0,0.0,11.0,0.0,1,1
83959,42.0,1,1,1,2.0,36.0,4.0,3,1
83981,28.0,0,1,1,0.0,10.0,18.0,2,1
84000,,1,0,0,,,,1,0
84024,62.0,1,0,1,35.0,0.0,27.0,2,1
84123,19.0,0,1,0,0.0,19.0,0.0,1,1
84140,140.0,0,1,0,0.0,140.0,0.0,1,1
84155,26.0,0,1,0,0.0,26.0,0.0,1,1
84160,1.0,0,1,0,0.0,1.0,0.0,1,1
84165,8.0,0,1,1,0.0,6.0,2.0,2,1
84183,,0,1,0,,,,1,0
84193,1.0,0,0,1,0.0,0.0,1.0,1,1
84196,12.0,0,1,0,0.0,12.0,0.0,1,1
84214,1.0,0,1,0,0.0,1.0,0.0,1,1
84218,6.0,0,1,0,0.0,6.0,0.0,1,1
84258,64.0,0,1,1,0.0,46.0,18.0,2,1
84261,35.0,0,1,0,0.0,35.0,0.0,1,1
84357,,0,0,1,,,,1,0
84394,,0,0,1,,,,1,0
84396,8.0,1,1,0,0.0,8.0,0.0,2,1
84407,1.0,0,1,1,0.0,1.0,0.0,2,1
84440,38.0,0,0,1,0.0,0.0,38.0,1,1
84446,2.0,1,0,0,2.0,0.0,0.0,1,1
84453,5.0,0,1,1,0.0,2.0,3.0,2,1
84494,2.0,0,1,0,0.0,2.0,0.0,1,1
84498,42.0,0,1,0,0.0,42.0,0.0,1,1
84506,9.0,1,1,0,2.0,7.0,0.0,2,1
84510,95.0,1,1,1,0.0,65.0,30.0,3,1
84560,3.0,0,0,1,0.0,0.0,3.0,1,1
84583,4.0,0,0,1,0.0,0.0,4.0,1,1
84633,5.0,0,1,1,0.0,3.0,2.0,2,1
84647,765.0,0,1,0,0.0,765.0,0.0,1,1
84652,7.0,0,0,1,0.0,0.0,7.0,1,1
84662,47.0,0,1,1,0.0,41.0,6.0,2,1
84691,,1,0,0,,,,1,0
84702,,1,1,0,,,,2,0
84703,,0,1,0,,,,1,0
84725,172.0,1,1,1,94.0,66.0,12.0,3,1
84726,8.0,0,1,0,0.0,8.0,0.0,1,1
84742,9.0,0,1,0,0.0,9.0,0.0,1,1
84748,,1,0,0,,,,1,0
84803,4.0,0,0,1,0.0,0.0,4.0,1,1
84815,17.0,0,1,0,0.0,17.0,0.0,1,1
84830,8.0,0,1,1,0.0,3.0,5.0,2,1
84847,12.0,0,1,1,0.0,4.0,8.0,2,1
84850,18.0,1,0,1,1.0,0.0,17.0,2,1
84879,15.0,0,0,1,0.0,0.0,15.0,1,1
84901,,0,1,0,,,,1,0
84920,23.0,0,1,1,0.0,23.0,0.0,2,1
84937,13.0,1,0,0,13.0,0.0,0.0,1,1
84994,9.0,1,1,1,1.0,2.0,6.0,3,1
85078,10.0,0,1,0,0.0,10.0,0.0,1,1
85082,2.0,1,0,0,2.0,0.0,0.0,1,1
85118,,1,0,1,,,,2,0
85165,23.0,0,1,0,0.0,23.0,0.0,1,1
85175,9.0,0,1,0,0.0,9.0,0.0,1,1
85236,11.0,0,1,0,0.0,11.0,0.0,1,1
85241,3.0,0,1,0,0.0,3.0,0.0,1,1
85259,122.0,1,1,0,31.0,91.0,0.0,2,1
85299,3.0,0,0,1,0.0,0.0,3.0,1,1
85306,10.0,0,0,1,0.0,0.0,10.0,1,1
85321,9.0,1,0,0,9.0,0.0,0.0,1,1
85340,8.0,0,1,0,0.0,8.0,0.0,1,1
85383,1.0,0,1,0,0.0,1.0,0.0,1,1
85394,17.0,1,1,0,2.0,15.0,0.0,2,1
85450,,1,0,0,,,,1,0
85494,21.0,0,1,1,0.0,0.0,21.0,2,1
85514,,1,0,0,,,,1,0
85526,1.0,0,1,0,0.0,1.0,0.0,1,1
85531,4.0,0,1,0,0.0,4.0,0.0,1,1
85543,6.0,0,1,0,0.0,6.0,0.0,1,1
85560,31.0,0,1,1,0.0,12.0,19.0,2,1
85675,1.0,0,1,0,0.0,1.0,0.0,1,1
85688,61.0,1,1,1,3.0,37.0,21.0,3,1
85699,3.0,0,1,0,0.0,3.0,0.0,1,1
85712,,1,0,0,,,,1,0
85738,4.0,0,1,1,0.0,0.0,4.0,2,1
85755,31.0,1,1,1,21.0,3.0,7.0,3,1
85764,25.0,0,1,0,0.0,25.0,0.0,1,1
85781,28.0,0,1,0,0.0,28.0,0.0,1,1
85803,68.0,1,1,0,4.0,64.0,0.0,2,1
85806,17.0,0,1,0,0.0,17.0,0.0,1,1
85886,17.0,0,0,1,0.0,0.0,17.0,1,1
85892,,1,0,0,,,,1,0
85916,2.0,0,1,0,0.0,2.0,0.0,1,1
85974,4.0,0,1,1,0.0,1.0,3.0,2,1
85989,7.0,0,1,0,0.0,7.0,0.0,1,1
86009,17.0,0,1,0,0.0,17.0,0.0,1,1
86015,49.0,1,1,0,5.0,44.0,0.0,2,1
86113,19.0,0,1,1,0.0,8.0,11.0,2,1
86119,19.0,0,1,0,0.0,19.0,0.0,1,1
86120,34.0,0,0,1,0.0,0.0,34.0,1,1
86136,26.0,0,1,0,0.0,26.0,0.0,1,1
86140,10.0,1,1,0,3.0,7.0,0.0,2,1
86161,3.0,0,0,1,0.0,0.0,3.0,1,1
86164,9.0,1,1,1,0.0,0.0,9.0,3,1
86206,1.0,0,1,0,0.0,1.0,0.0,1,1
86241,6.0,0,0,1,0.0,0.0,6.0,1,1
86250,111.0,1,1,1,0.0,109.0,2.0,3,1
86265,26.0,0,1,0,0.0,26.0,0.0,1,1
86269,141.0,0,1,1,0.0,98.0,43.0,2,1
86313,,1,0,1,,,,2,0
86354,70.0,0,1,1,0.0,29.0,41.0,2,1
86383,,0,1,0,,,,1,0
86476,,0,1,0,,,,1,0
86481,35.0,0,1,1,0.0,30.0,5.0,2,1
86482,17.0,0,1,1,0.0,0.0,17.0,2,1
86536,41.0,0,1,0,0.0,41.0,0.0,1,1
86541,11.0,0,0,1,0.0,0.0,11.0,1,1
86543,5.0,0,1,1,0.0,3.0,2.0,2,1
86572,1.0,0,0,1,0.0,0.0,1.0,1,1
86580,18.0,0,1,0,0.0,18.0,0.0,1,1
86604,1.0,0,0,1,0.0,0.0,1.0,1,1
86611,4.0,0,0,1,0.0,0.0,4.0,1,1
86615,3.0,0,0,1,0.0,0.0,3.0,1,1
86616,9.0,0,1,0,0.0,9.0,0.0,1,1
86625,16.0,0,1,1,0.0,15.0,1.0,2,1
86695,3.0,0,1,0,0.0,3.0,0.0,1,1
86705,15.0,0,0,1,0.0,0.0,15.0,1,1
86710,,0,1,0,,,,1,0
86736,,0,1,0,,,,1,0
86744,,0,1,0,,,,1,0
86760,,0,0,1,,,,1,0
86788,110.0,1,1,1,6.0,93.0,11.0,3,1
86790,15.0,0,1,1,0.0,11.0,4.0,2,1
86798,2.0,0,1,0,0.0,2.0,0.0,1,1
86824,7.0,0,0,1,0.0,0.0,7.0,1,1
86840,9.0,0,0,1,0.0,0.0,9.0,1,1
86923,14.0,0,0,1,0.0,0.0,14.0,1,1
86928,2.0,1,0,0,2.0,0.0,0.0,1,1
86931,13.0,0,1,0,0.0,13.0,0.0,1,1
87009,1.0,0,1,0,0.0,1.0,0.0,1,1
87033,24.0,0,1,1,0.0,24.0,0.0,2,1
87079,48.0,0,1,1,0.0,13.0,35.0,2,1
87083,398.0,1,1,0,223.0,175.0,0.0,2,1
87153,1.0,0,1,0,0.0,1.0,0.0,1,1
87168,38.0,0,1,1,0.0,38.0,0.0,2,1
87169,4.0,0,1,0,0.0,4.0,0.0,1,1
87179,19.0,0,1,1,0.0,10.0,9.0,2,1
87225,6.0,0,0,1,0.0,0.0,6.0,1,1
87281,8.0,0,1,1,0.0,6.0,2.0,2,1
87288,3.0,0,1,0,0.0,3.0,0.0,1,1
87325,10.0,1,1,0,0.0,10.0,0.0,2,1
87341,13.0,0,1,1,0.0,13.0,0.0,2,1
87357,158.0,1,1,0,52.0,106.0,0.0,2,1
87381,,0,1,0,,,,1,0
87479,1.0,0,1,0,0.0,1.0,0.0,1,1
87480,,1,0,0,,,,1,0
87493,25.0,0,1,1,0.0,11.0,14.0,2,1
87518,15.0,0,0,1,0.0,0.0,15.0,1,1
87520,10.0,0,0,1,0.0,0.0,10.0,1,1
87524,15.0,0,1,1,0.0,13.0,2.0,2,1
87532,2.0,0,0,1,0.0,0.0,2.0,1,1
87543,40.0,0,1,1,0.0,6.0,34.0,2,1
87589,1.0,0,1,0,0.0,1.0,0.0,1,1
87591,,0,1,0,,,,1,0
87614,21.0,0,1,0,0.0,21.0,0.0,1,1
87640,4.0,0,1,0,0.0,4.0,0.0,1,1
87643,8.0,0,1,1,0.0,7.0,1.0,2,1
87651,19.0,0,1,1,0.0,1.0,18.0,2,1
87670,1.0,0,0,1,0.0,0.0,1.0,1,1
87691,9.0,0,1,0,0.0,9.0,0.0,1,1
87699,327.0,0,0,1,0.0,0.0,327.0,1,1
87713,12.0,1,1,1,1.0,7.0,4.0,3,1
87743,1.0,0,1,0,0.0,1.0,0.0,1,1
87763,,0,0,1,,,,1,0
87765,2.0,0,0,1,0.0,0.0,2.0,1,1
87788,2.0,0,0,1,0.0,0.0,2.0,1,1
87806,23.0,0,1,0,0.0,23.0,0.0,1,1
87871,11.0,0,1,1,0.0,6.0,5.0,2,1
87876,11.0,0,1,0,0.0,11.0,0.0,1,1
87935,1.0,0,0,1,0.0,0.0,1.0,1,1
87941,17.0,0,1,0,0.0,17.0,0.0,1,1
87948,10.0,0,1,1,0.0,1.0,9.0,2,1
87966,19.0,0,1,0,0.0,19.0,0.0,1,1
87974,5.0,0,1,0,0.0,5.0,0.0,1,1
87981,7.0,0,1,0,0.0,7.0,0.0,1,1
87989,63.0,1,1,0,32.0,31.0,0.0,2,1
88033,,0,0,1,,,,1,0
88054,,1,0,0,,,,1,0
88063,,1,0,0,,,,1,0
88076,7.0,0,1,0,0.0,7.0,0.0,1,1
88107,,0,0,1,,,,1,0
88130,81.0,0,1,1,0.0,80.0,1.0,2,1
88144,8.0,0,1,0,0.0,8.0,0.0,1,1
88180,47.0,0,1,1,0.0,21.0,26.0,2,1
88181,,0,1,0,,,,1,0
88183,,0,1,0,,,,1,0
88188,57.0,0,1,1,0.0,22.0,35.0,2,1
88201,2.0,0,1,0,0.0,2.0,0.0,1,1
88223,,1,0,0,,,,1,0
88237,29.0,0,1,0,0.0,29.0,0.0,1,1
88280,15.0,1,1,1,0.0,11.0,4.0,3,1
88304,44.0,1,1,1,8.0,36.0,0.0,3,1
88352,32.0,0,1,0,0.0,32.0,0.0,1,1
88364,20.0,0,1,0,0.0,20.0,0.0,1,1
88431,4.0,0,1,0,0.0,4.0,0.0,1,1
88475,,0,0,1,,,,1,0
88481,639.0,1,1,1,89.0,446.0,104.0,3,1
88487,1.0,0,1,1,0.0,1.0,0.0,2,1
88491,,0,1,0,,,,1,0
88497,13.0,0,0,1,0.0,0.0,13.0,1,1
88501,5.0,0,1,0,0.0,5.0,0.0,1,1
88546,74.0,0,1,1,0.0,74.0,0.0,2,1
88574,2.0,0,1,1,0.0,1.0,1.0,2,1
88621,,0,1,0,,,,1,0
88640,13.0,0,1,0,0.0,13.0,0.0,1,1
88654,17.0,0,1,1,0.0,17.0,0.0,2,1
88675,,0,1,0,,,,1,0
88704,1.0,0,1,1,0.0,0.0,1.0,2,1
88713,4.0,0,1,1,0.0,1.0,3.0,2,1
88719,16.0,0,0,1,0.0,0.0,16.0,1,1
88750,1.0,0,1,0,0.0,1.0,0.0,1,1
88778,10.0,0,1,1,0.0,3.0,7.0,2,1
88807,6.0,0,1,0,0.0,6.0,0.0,1,1
88863,58.0,1,1,0,2.0,56.0,0.0,2,1
88875,1.0,1,0,0,1.0,0.0,0.0,1,1
88881,19.0,0,1,0,0.0,19.0,0.0,1,1
88919,43.0,1,1,0,11.0,32.0,0.0,2,1
88924,,0,1,0,,,,1,0
88929,4.0,0,1,0,0.0,4.0,0.0,1,1
89066,,1,1,1,,,,3,0
89070,6.0,0,1,0,0.0,6.0,0.0,1,1
89072,1.0,0,1,0,0.0,1.0,0.0,1,1
89085,5.0,0,1,0,0.0,5.0,0.0,1,1
89144,14.0,0,1,1,0.0,5.0,9.0,2,1
89211,18.0,0,1,0,0.0,18.0,0.0,1,1
89232,10.0,0,1,0,0.0,10.0,0.0,1,1
89262,2.0,0,0,1,0.0,0.0,2.0,1,1
89282,,1,0,0,,,,1,0
89298,50.0,1,1,0,14.0,36.0,0.0,2,1
89350,13.0,0,1,0,0.0,13.0,0.0,1,1
89372,,0,0,1,,,,1,0
89373,15.0,0,0,1,0.0,0.0,15.0,1,1
89398,,0,1,1,,,,2,0
89424,36.0,0,1,0,0.0,36.0,0.0,1,1
89425,8.0,0,0,1,0.0,0.0,8.0,1,1
89484,,1,0,0,,,,1,0
89503,50.0,0,1,0,0.0,50.0,0.0,1,1
89508,27.0,0,1,0,0.0,27.0,0.0,1,1
89586,,0,0,1,,,,1,0
89593,20.0,1,0,1,0.0,0.0,20.0,2,1
89625,106.0,1,1,0,30.0,76.0,0.0,2,1
89680,4.0,0,0,1,0.0,0.0,4.0,1,1
89723,5.0,0,1,0,0.0,5.0,0.0,1,1
89741,4.0,0,1,0,0.0,4.0,0.0,1,1
89744,1.0,0,1,1,0.0,0.0,1.0,2,1
89757,,0,1,0,,,,1,0
89804,,0,0,1,,,,1,0
89808,6.0,0,1,0,0.0,6.0,0.0,1,1
89820,12.0,0,1,1,0.0,10.0,2.0,2,1
89848,,1,1,0,,,,2,0
89941,4.0,0,1,0,0.0,4.0,0.0,1,1
89956,,1,0,0,,,,1,0
90005,4.0,0,1,0,0.0,4.0,0.0,1,1
90043,34.0,1,1,0,0.0,34.0,0.0,2,1
90054,55.0,0,0,1,0.0,0.0,55.0,1,1
90075,25.0,0,1,0,0.0,25.0,0.0,1,1
90088,3.0,1,0,0,3.0,0.0,0.0,1,1
90115,99.0,1,1,0,0.0,99.0,0.0,2,1
90117,,0,1,0,,,,1,0
90133,19.0,1,1,0,0.0,19.0,0.0,2,1
90192,,1,0,0,,,,1,0
90282,,0,1,0,,,,1,0
90283,77.0,0,1,0,0.0,77.0,0.0,1,1
90307,,0,1,0,,,,1,0
90341,,0,1,0,,,,1,0
90350,219.0,1,1,1,31.0,147.0,41.0,3,1
90389,1.0,0,1,0,0.0,1.0,0.0,1,1
90393,1.0,0,1,0,0.0,1.0,0.0,1,1
90502,,0,0,1,,,,1,0
90537,14.0,1,0,1,3.0,0.0,11.0,2,1
90564,4.0,0,1,0,0.0,4.0,0.0,1,1
90607,61.0,1,1,1,0.0,44.0,17.0,3,1
90612,2.0,0,0,1,0.0,0.0,2.0,1,1
90631,5.0,0,0,1,0.0,0.0,5.0,1,1
90632,,1,1,0,,,,2,0
90656,3.0,0,1,1,0.0,2.0,1.0,2,1
90668,42.0,0,1,1,0.0,9.0,33.0,2,1
90673,59.0,0,1,1,0.0,43.0,16.0,2,1
90689,11.0,0,0,1,0.0,0.0,11.0,1,1
90693,,0,1,0,,,,1,0
90762,491.0,1,1,1,97.0,210.0,184.0,3,1
90780,20.0,0,1,1,0.0,16.0,4.0,2,1
90797,2.0,1,0,0,2.0,0.0,0.0,1,1
90805,,0,1,0,,,,1,0
90808,8.0,0,0,1,0.0,0.0,8.0,1,1
90817,4.0,0,0,1,0.0,0.0,4.0,1,1
90826,108.0,1,1,0,7.0,101.0,0.0,2,1
90850,3.0,0,1,0,0.0,3.0,0.0,1,1
90878,15.0,0,1,0,0.0,15.0,0.0,1,1
90881,1.0,0,1,0,0.0,1.0,0.0,1,1
90913,7.0,0,0,1,0.0,0.0,7.0,1,1
90922,5.0,0,1,0,0.0,5.0,0.0,1,1
90979,58.0,0,0,1,0.0,0.0,58.0,1,1
91039,12.0,0,1,0,0.0,12.0,0.0,1,1
91046,24.0,0,0,1,0.0,0.0,24.0,1,1
91048,4.0,1,1,0,2.0,2.0,0.0,2,1
91060,3.0,0,0,1,0.0,0.0,3.0,1,1
91064,43.0,0,1,1,0.0,37.0,6.0,2,1
91065,,1,0,0,,,,1,0
91118,2.0,0,0,1,0.0,0.0,2.0,1,1
91147,36.0,0,1,1,0.0,25.0,11.0,2,1
91151,13.0,0,1,1,0.0,12.0,1.0,2,1
91242,4.0,0,0,1,0.0,0.0,4.0,1,1
91249,19.0,0,0,1,0.0,0.0,19.0,1,1
91252,10.0,1,0,0,10.0,0.0,0.0,1,1
91315,4.0,0,1,1,0.0,4.0,0.0,2,1
91321,3.0,0,1,0,0.0,3.0,0.0,1,1
91348,43.0,0,1,1,0.0,43.0,0.0,2,1
91364,208.0,1,1,1,0.0,194.0,14.0,3,1
91474,41.0,1,1,1,6.0,18.0,17.0,3,1
91479,57.0,0,1,1,0.0,48.0,9.0,2,1
91483,6.0,0,0,1,0.0,0.0,6.0,1,1
91562,17.0,0,1,0,0.0,17.0,0.0,1,1
91598,5.0,0,1,0,0.0,5.0,0.0,1,1
91606,5.0,0,1,0,0.0,5.0,0.0,1,1
91607,,1,0,0,,,,1,0
91615,4.0,1,0,1,1.0,0.0,3.0,2,1
91622,24.0,0,1,0,0.0,24.0,0.0,1,1
91637,3.0,0,1,0,0.0,3.0,0.0,1,1
91650,1.0,0,1,0,0.0,1.0,0.0,1,1
91684,2.0,0,0,1,0.0,0.0,2.0,1,1
91707,44.0,0,1,1,0.0,40.0,4.0,2,1
91712,52.0,0,1,1,0.0,41.0,11.0,2,1
91727,2.0,0,0,1,0.0,0.0,2.0,1,1
91732,23.0,1,1,0,0.0,23.0,0.0,2,1
91763,231.0,1,1,1,15.0,190.0,26.0,3,1
91777,2.0,1,1,0,1.0,1.0,0.0,2,1
91786,1.0,0,1,0,0.0,1.0,0.0,1,1
91796,5.0,0,1,0,0.0,5.0,0.0,1,1
91806,20.0,1,1,1,0.0,9.0,11.0,3,1
91812,8.0,1,0,1,0.0,0.0,8.0,2,1
91837,1.0,1,0,0,1.0,0.0,0.0,1,1
91858,17.0,0,1,1,0.0,9.0,8.0,2,1
91866,7.0,0,0,1,0.0,0.0,7.0,1,1
91897,14.0,0,0,1,0.0,0.0,14.0,1,1
91914,2.0,0,0,1,0.0,0.0,2.0,1,1
91915,88.0,1,1,0,21.0,67.0,0.0,2,1
91945,6.0,0,0,1,0.0,0.0,6.0,1,1
91957,62.0,0,1,1,0.0,32.0,30.0,2,1
91961,1.0,0,1,0,0.0,1.0,0.0,1,1
92025,34.0,0,0,1,0.0,0.0,34.0,1,1
92048,52.0,1,1,0,0.0,52.0,0.0,2,1
92061,3.0,1,1,1,1.0,0.0,2.0,3,1
92119,27.0,0,1,1,0.0,18.0,9.0,2,1
92194,1.0,0,1,0,0.0,1.0,0.0,1,1
92196,1.0,0,1,0,0.0,1.0,0.0,1,1
92200,21.0,0,1,1,0.0,20.0,1.0,2,1
92208,5.0,0,1,1,0.0,2.0,3.0,2,1
92241,1.0,0,1,0,0.0,1.0,0.0,1,1
92261,626.0,0,1,0,0.0,626.0,0.0,1,1
92315,,0,1,1,,,,2,0
92343,23.0,0,1,1,0.0,23.0,0.0,2,1
92350,,1,1,0,,,,2,0
92376,9.0,0,1,1,0.0,8.0,1.0,2,1
92457,2.0,0,1,0,0.0,2.0,0.0,1,1
92492,29.0,0,1,1,0.0,18.0,11.0,2,1
92498,4.0,0,0,1,0.0,0.0,4.0,1,1
92503,12.0,0,1,0,0.0,12.0,0.0,1,1
92505,72.0,1,1,1,0.0,49.0,23.0,3,1
92519,53.0,0,0,1,0.0,0.0,53.0,1,1
92597,,1,0,0,,,,1,0
92607,9.0,1,1,1,0.0,6.0,3.0,3,1
92632,3.0,0,0,1,0.0,0.0,3.0,1,1
92640,10.0,0,1,1,0.0,8.0,2.0,2,1
92644,2.0,0,0,1,0.0,0.0,2.0,1,1
92662,3.0,0,1,0,0.0,3.0,0.0,1,1
92670,41.0,1,0,1,0.0,0.0,41.0,2,1
92759,,0,1,0,,,,1,0
92763,,0,0,1,,,,1,0
92766,4.0,1,1,0,0.0,4.0,0.0,2,1
92779,21.0,0,1,1,0.0,17.0,4.0,2,1
92872,38.0,0,0,1,0.0,0.0,38.0,1,1
92901,12.0,0,1,1,0.0,0.0,12.0,2,1
92917,3.0,0,1,0,0.0,3.0,0.0,1,1
92932,23.0,0,1,1,0.0,9.0,14.0,2,1
92950,,0,0,1,,,,1,0
92964,7.0,0,1,0,0.0,7.0,0.0,1,1
92987,49.0,0,1,0,0.0,49.0,0.0,1,1
92988,5.0,1,0,1,0.0,0.0,5.0,2,1
93022,,0,1,1,,,,2,0
93028,29.0,0,1,0,0.0,29.0,0.0,1,1
93036,,0,1,0,,,,1,0
93100,6.0,0,1,0,0.0,6.0,0.0,1,1
93138,43.0,0,1,1,0.0,21.0,22.0,2,1
93170,1.0,0,0,1,0.0,0.0,1.0,1,1
93182,1.0,0,1,0,0.0,1.0,0.0,1,1
93232,174.0,1,1,1,4.0,124.0,46.0,3,1
93333,,0,0,1,,,,1,0
93351,1.0,0,1,0,0.0,1.0,0.0,1,1
93422,27.0,0,1,1,0.0,18.0,9.0,2,1
93431,31.0,1,1,1,1.0,19.0,11.0,3,1
93483,2.0,0,0,1,0.0,0.0,2.0,1,1
93491,,0,0,1,,,,1,0
93494,3.0,0,1,1,0.0,3.0,0.0,2,1
93509,22.0,0,1,0,0.0,22.0,0.0,1,1
93515,32.0,0,1,0,0.0,32.0,0.0,1,1
93516,40.0,0,1,1,0.0,6.0,34.0,2,1
93560,6.0,0,0,1,0.0,0.0,6.0,1,1
93561,58.0,0,1,1,0.0,13.0,45.0,2,1
93578,,0,1,0,,,,1,0
93588,114.0,0,1,0,0.0,114.0,0.0,1,1
93602,7.0,1,0,1,0.0,0.0,7.0,2,1
93625,11.0,1,0,1,4.0,0.0,7.0,2,1
93630,34.0,0,0,1,0.0,0.0,34.0,1,1
93657,4.0,0,1,0,0.0,4.0,0.0,1,1
93683,7.0,0,1,0,0.0,7.0,0.0,1,1
93715,26.0,1,1,0,1.0,25.0,0.0,2,1
93724,1.0,0,1,0,0.0,1.0,0.0,1,1
93761,15.0,0,1,0,0.0,15.0,0.0,1,1
93764,28.0,0,1,1,0.0,27.0,1.0,2,1
93765,2.0,1,0,0,2.0,0.0,0.0,1,1
93801,5.0,0,1,0,0.0,5.0,0.0,1,1
93833,,1,0,0,,,,1,0
93860,39.0,0,1,0,0.0,39.0,0.0,1,1
93915,13.0,0,0,1,0.0,0.0,13.0,1,1
93917,51.0,0,0,1,0.0,0.0,51.0,1,1
93929,15.0,1,0,0,15.0,0.0,0.0,1,1
93948,7.0,0,1,1,0.0,5.0,2.0,2,1
93973,178.0,1,1,1,3.0,113.0,62.0,3,1
93991,21.0,0,1,0,0.0,21.0,0.0,1,1
94012,,1,0,0,,,,1,0
94036,3.0,0,0,1,0.0,0.0,3.0,1,1
94051,46.0,1,1,0,16.0,30.0,0.0,2,1
94082,55.0,0,0,1,0.0,0.0,55.0,1,1
94098,12.0,0,1,0,0.0,12.0,0.0,1,1
94110,24.0,0,1,1,0.0,13.0,11.0,2,1
94113,76.0,1,1,1,1.0,75.0,0.0,3,1
94122,1.0,0,1,0,0.0,1.0,0.0,1,1
94139,22.0,0,1,0,0.0,22.0,0.0,1,1
94156,21.0,0,1,0,0.0,21.0,0.0,1,1
94160,1.0,0,0,1,0.0,0.0,1.0,1,1
94163,31.0,0,1,0,0.0,31.0,0.0,1,1
94174,,0,1,0,,,,1,0
94181,2.0,0,1,0,0.0,2.0,0.0,1,1
94324,5.0,0,1,1,0.0,4.0,1.0,2,1
94342,5.0,0,1,0,0.0,5.0,0.0,1,1
94363,10.0,0,1,1,0.0,0.0,10.0,2,1
94370,282.0,1,1,1,76.0,171.0,35.0,3,1
94493,3.0,1,0,1,2.0,0.0,1.0,2,1
94499,,0,1,0,,,,1,0
94524,14.0,0,1,1,0.0,9.0,5.0,2,1
94547,,1,0,0,,,,1,0
94548,28.0,0,1,0,0.0,28.0,0.0,1,1
94595,26.0,1,0,1,0.0,0.0,26.0,2,1
94631,827.0,0,1,1,0.0,275.0,552.0,2,1
94652,11.0,0,1,0,0.0,11.0,0.0,1,1
94666,,0,1,0,,,,1,0
94737,,0,0,1,,,,1,0
94740,5.0,0,1,0,0.0,5.0,0.0,1,1
94747,32.0,0,1,0,0.0,32.0,0.0,1,1
94751,52.0,0,1,1,0.0,52.0,0.0,2,1
94753,11.0,1,0,1,1.0,0.0,10.0,2,1
94756,1.0,0,1,0,0.0,1.0,0.0,1,1
94773,22.0,0,1,0,0.0,22.0,0.0,1,1
94789,8.0,1,0,1,0.0,0.0,8.0,2,1
94804,1.0,0,1,0,0.0,1.0,0.0,1,1
94827,23.0,0,0,1,0.0,0.0,23.0,1,1
94860,3.0,0,0,1,0.0,0.0,3.0,1,1
94866,1.0,0,1,0,0.0,1.0,0.0,1,1
94899,,1,0,0,,,,1,0
94904,8.0,0,1,0,0.0,8.0,0.0,1,1
94911,7.0,0,1,0,0.0,7.0,0.0,1,1
94939,13.0,1,0,0,13.0,0.0,0.0,1,1
94941,33.0,0,1,0,0.0,33.0,0.0,1,1
94948,1.0,0,1,0,0.0,1.0,0.0,1,1
94952,1.0,1,0,0,1.0,0.0,0.0,1,1
94971,40.0,1,1,1,15.0,0.0,25.0,3,1
94996,5.0,0,1,0,0.0,5.0,0.0,1,1
94998,,0,0,1,,,,1,0
95000,130.0,0,1,1,0.0,83.0,47.0,2,1
95101,6.0,0,1,0,0.0,6.0,0.0,1,1
95147,11.0,0,1,0,0.0,11.0,0.0,1,1
95190,27.0,1,0,1,7.0,0.0,20.0,2,1
95220,1.0,1,0,1,0.0,0.0,1.0,2,1
95236,,0,1,0,,,,1,0
95240,1.0,0,1,0,0.0,1.0,0.0,1,1
95273,16.0,0,0,1,0.0,0.0,16.0,1,1
95288,5.0,0,1,0,0.0,5.0,0.0,1,1
95305,22.0,0,0,1,0.0,0.0,22.0,1,1
95325,2.0,0,0,1,0.0,0.0,2.0,1,1
95335,23.0,0,1,0,0.0,23.0,0.0,1,1
95360,3.0,0,1,1,0.0,2.0,1.0,2,1
95376,5.0,0,1,0,0.0,5.0,0.0,1,1
95443,18.0,0,1,1,0.0,14.0,4.0,2,1
95456,9.0,0,0,1,0.0,0.0,9.0,1,1
95479,49.0,1,1,0,0.0,49.0,0.0,2,1
95493,12.0,0,1,1,0.0,6.0,6.0,2,1
95511,9.0,0,1,0,0.0,9.0,0.0,1,1
95540,,0,1,1,,,,2,0
95561,11.0,0,0,1,0.0,0.0,11.0,1,1
95568,40.0,1,1,1,0.0,27.0,13.0,3,1
95571,4.0,1,0,0,4.0,0.0,0.0,1,1
95607,65.0,0,1,1,0.0,62.0,3.0,2,1
95611,20.0,0,1,0,0.0,20.0,0.0,1,1
95638,,0,1,0,,,,1,0
95677,1.0,0,0,1,0.0,0.0,1.0,1,1
95692,14.0,0,0,1,0.0,0.0,14.0,1,1
95722,,0,1,1,,,,2,0
95759,59.0,0,1,1,0.0,32.0,27.0,2,1
95760,35.0,0,1,1,0.0,33.0,2.0,2,1
95775,2.0,0,0,1,0.0,0.0,2.0,1,1
95784,,0,1,0,,,,1,0
95802,24.0,1,0,1,6.0,0.0,18.0,2,1
95834,23.0,0,1,0,0.0,23.0,0.0,1,1
95921,23.0,0,1,1,0.0,17.0,6.0,2,1
95949,2.0,1,1,1,2.0,0.0,0.0,3,1
95964,,0,1,0,,,,1,0
96009,53.0,1,1,0,0.0,53.0,0.0,2,1
96021,,0,1,0,,,,1,0
96044,36.0,0,1,0,0.0,36.0,0.0,1,1
96054,5.0,0,1,0,0.0,5.0,0.0,1,1
