EID,TYPECODE项目ID,DJDATE中标日期,IFHOME项目地是否企业登记地
122387,5666024,Aug-15,0
129042,4249462,Jun-14,0
129042,5785945,Aug-15,0
129042,5739386,Aug-15,0
134085,3191411,Dec-13,0
134085,4403376,Jul-14,1
134085,4279552,Jun-14,1
134085,5242698,Apr-15,1
134085,5169401,Apr-15,1
134085,4509763,Sep-14,1
134085,5522430,Jul-15,1
134085,5402703,Jun-15,1
134085,4167879,May-14,1
134085,4627440,Oct-14,1
149361,4349672,Jul-14,1
156806,3994266,Jan-14,1
156806,5495841,Jul-15,1
158717,4906706,Jan-15,1
158717,4068742,Mar-14,1
158717,5671041,Aug-15,1
162111,3222408,Dec-13,1
162111,4038681,Mar-14,1
162272,5495176,Jul-15,0
162501,4675597,Oct-14,1
164237,4170583,May-14,1
164237,4151486,May-14,1
164237,4151351,May-14,0
164237,4796875,Dec-14,0
165373,3239152,Dec-13,1
176863,5767026,Aug-15,0
176863,5770784,Aug-15,0
178284,4746971,Nov-14,1
185459,4392747,Jul-14,1
186940,5542614,Jul-15,1
193945,4209045,Apr-14,1
194215,4648851,Oct-14,1
194215,4549318,Sep-14,1
194215,4656985,Oct-14,1
194215,4178429,May-14,1
194215,5499532,Jul-15,1
194890,4150721,May-14,1
194890,5279876,May-15,1
195710,5341915,May-15,0
198984,4725303,Nov-14,1
198984,5266506,May-15,1
198984,4121889,Apr-14,0
198984,4684833,Oct-14,1
198984,4131901,Apr-14,0
199974,5632539,Jul-15,0
202530,5564108,Jul-15,0
207811,5589885,Jul-15,1
212238,3226747,Dec-13,1
212238,4199396,May-14,1
212238,4356608,Jul-14,1
212238,4205667,Apr-14,1
212238,4336659,Jul-14,1
212238,4375045,Jul-14,1
212238,4199362,May-14,1
212238,4131705,Apr-14,1
212238,4197006,May-14,1
212238,3976523,Jan-14,1
212238,4104171,Apr-14,1
212238,4032596,Feb-14,1
212238,4312179,Jul-14,1
212238,4375608,Jul-14,1
212238,4327401,Jul-14,1
212238,4260971,Jun-14,1
212238,4502115,Sep-14,1
214518,3169925,Dec-13,1
214518,4298413,Jun-14,1
219934,5487749,Jun-15,1
220082,3193332,Dec-13,1
220082,3087584,Oct-13,1
220082,4756331,Nov-14,1
220082,4581938,Sep-14,1
220082,4212559,May-14,1
220082,5176095,Apr-15,1
223707,3239152,Dec-13,1
224519,4141753,May-14,1
224519,4254195,Jun-14,1
224519,5533903,Jul-15,1
225695,3091956,Oct-13,0
226714,4917365,Jan-15,1
230272,4194388,May-14,1
230272,3964974,Jan-14,1
239729,4365251,Jul-14,0
239729,5348946,May-15,1
239729,4059779,Mar-14,1
239729,5167491,Apr-15,1
239729,4154750,May-14,1
239729,4324393,Jul-14,1
243526,5607745,Jul-15,1
243802,5575349,Jul-15,1
244912,5367292,Jun-15,0
246310,4036258,Mar-14,0
248890,5169401,Apr-15,1
248890,4586601,Sep-14,1
248890,5367817,Jun-15,1
249517,5596110,Jul-15,1
253548,5254435,May-15,0
253548,5230677,Apr-15,0
255717,3075653,Oct-13,1
255717,4661505,Oct-14,0
257651,2978720,Sep-13,1
257651,4174901,May-14,1
257651,3973847,Jan-14,1
257651,4276033,Jun-14,1
257651,4313075,Jul-14,0
257651,4080399,Apr-14,1
257651,5025712,Feb-15,1
257651,4499235,Aug-14,1
258074,3228106,Dec-13,1
262750,4777213,Nov-14,1
263210,5573908,Jul-15,1
264216,4028186,Feb-14,1
271396,4169699,May-14,1
272004,4159793,May-14,1
272004,4895002,Dec-14,1
272420,5432050,Jun-15,1
276212,5300740,May-15,1
276212,5035522,Mar-15,1
279598,3994072,Jan-14,1
279598,5308370,May-15,1
283064,5344987,May-15,0
283064,3225187,Dec-13,0
283064,5407111,Jun-15,0
283064,3007564,Sep-13,1
283064,3218353,Dec-13,0
283064,3224321,Dec-13,0
283064,3231357,Dec-13,0
283064,3220827,Dec-13,0
283064,3210774,Dec-13,0
283064,3241879,Dec-13,0
283064,2990343,Sep-13,0
283064,4898942,Jan-15,0
283064,5391973,Jun-15,0
283064,2994950,Sep-13,1
283064,3183939,Dec-13,0
283064,3214098,Dec-13,0
283064,3182615,Dec-13,0
283064,4876815,Dec-14,0
283064,5744222,Aug-15,1
283064,4168699,May-14,0
283064,5637626,Jul-15,0
283064,5617332,Jul-15,1
283064,4146077,May-14,0
283064,4398581,Jul-14,0
283064,4962362,Jan-15,1
283064,4932041,Jan-15,0
283064,4078074,Apr-14,0
283064,5475716,Jun-15,1
283064,3995717,Jan-14,0
283064,4207370,May-14,0
283064,5700591,Aug-15,0
283064,5232154,Apr-15,1
283064,4844908,Dec-14,1
283064,4411359,Aug-14,0
283064,5611449,Jul-15,0
283064,5704160,Aug-15,0
283064,4417949,Aug-14,0
283064,5284706,May-15,1
283064,4047576,Mar-14,1
283064,4590412,Sep-14,1
283064,4813636,Dec-14,0
291597,4729249,Nov-14,1
294696,5569305,Jul-15,1
294696,5171289,Apr-15,1
294696,4747989,Nov-14,1
299729,5584889,Jul-15,0
306788,3016444,Sep-13,0
306788,3983338,Jan-14,0
306788,4351216,Jul-14,0
306788,5699758,Aug-15,0
306788,5313746,May-15,0
306788,4884086,Dec-14,0
306788,4220821,Jun-14,0
306788,5362883,Jun-15,0
306788,4096665,Apr-14,0
306788,5745078,Aug-15,0
306788,4019816,Feb-14,0
306788,5628780,Jul-15,0
306788,4148798,May-14,0
306788,5575360,Jul-15,0
313105,5487032,Jun-15,1
313105,5486970,Jun-15,1
313105,5691201,Aug-15,1
320325,4402849,Jul-14,1
330517,3132665,Nov-13,0
330517,4033965,Feb-14,1
330517,4324822,Jul-14,0
330517,4080783,Apr-14,1
330741,4763381,Nov-14,1
332951,5236715,Apr-15,1
333049,5516577,Jul-15,1
333049,5337756,May-15,1
334529,5455602,Jun-15,1
336563,4253856,Jun-14,1
340136,3007403,Sep-13,0
345727,5222850,Apr-15,0
349625,3189545,Dec-13,1
349625,5198117,Apr-15,1
349625,4259622,Jun-14,1
349625,5317168,May-15,1
349625,5202957,Apr-15,1
349625,5445201,Jun-15,1
349625,4029505,Feb-14,1
353450,2997454,Sep-13,0
353450,5081565,Mar-15,0
357149,4257734,Jun-14,1
360408,4012087,Feb-14,0
366927,3077651,Oct-13,1
366927,5186285,Apr-15,0
368061,5638868,Jul-15,0
370893,3055113,Oct-13,1
373482,3030649,Sep-13,0
373482,4471444,Aug-14,0
374689,4702981,Nov-14,1
375534,3046217,Oct-13,1
375534,4923612,Jan-15,0
375534,3214821,Dec-13,0
375534,3178765,Dec-13,0
375534,5750246,Aug-15,0
375534,5015342,Feb-15,0
375534,3197696,Dec-13,1
375534,4916692,Jan-15,0
375534,3975634,Jan-14,0
375534,5411629,Jun-15,1
375534,4329204,Jul-14,0
375534,4497520,Aug-14,1
375534,5528577,Jul-15,1
375534,4491388,Aug-14,1
375534,4702018,Nov-14,0
375534,5382856,Jun-15,1
375534,5591637,Jul-15,1
377597,5310856,May-15,0
377597,5310856,May-15,0
377824,5606136,Jul-15,0
377824,5700815,Aug-15,0
386711,5706161,Aug-15,1
387451,3183325,Dec-13,1
387451,3068235,Oct-13,1
387451,5269190,May-15,1
387451,4093545,Apr-14,0
388149,4572936,Sep-14,0
388149,5483695,Jun-15,0
388149,5218966,Apr-15,0
388636,4924313,Jan-15,0
388636,4829748,Dec-14,0
388636,5030337,Feb-15,0
388636,4524286,Sep-14,1
388636,5458316,Jun-15,0
388636,4829859,Dec-14,0
388636,4602994,Oct-14,1
388636,5739036,Aug-15,1
388636,4608168,Oct-14,1
388636,5744686,Aug-15,1
398188,3222408,Dec-13,1
398188,5577645,Jul-15,0
398188,4644502,Oct-14,1
398188,4423427,Aug-14,1
398188,5377285,Jun-15,0
398188,4164729,May-14,1
399198,4758183,Nov-14,1
399928,3037173,Oct-13,1
399928,3075519,Oct-13,1
399928,3182779,Dec-13,1
399928,3101578,Nov-13,1
399928,3062380,Oct-13,1
399928,3200465,Dec-13,1
399928,3163712,Nov-13,1
399928,3104705,Nov-13,1
399928,3016776,Sep-13,1
399928,3209271,Dec-13,1
399928,3168115,Nov-13,1
399928,3162979,Nov-13,1
399928,3062377,Oct-13,1
399928,2991319,Sep-13,1
399928,3074614,Oct-13,1
399928,2974145,Sep-13,1
399928,3197382,Dec-13,1
399928,3069708,Oct-13,1
399928,3140429,Nov-13,1
399928,3182787,Dec-13,1
399928,3216921,Dec-13,1
399928,3241713,Dec-13,1
399928,3242131,Dec-13,1
399928,3209251,Dec-13,1
399928,3227951,Dec-13,1
399928,3231564,Dec-13,1
399928,3171705,Nov-13,1
399928,3188994,Dec-13,1
399928,3075819,Oct-13,1
399928,3172093,Nov-13,1
399928,3019963,Sep-13,1
399928,3228103,Dec-13,1
399928,3067454,Oct-13,1
399928,3007281,Sep-13,1
399928,3125890,Nov-13,1
399928,3238492,Dec-13,1
399928,3084433,Oct-13,1
399928,3227881,Dec-13,1
399928,3209229,Dec-13,1
399928,3239528,Dec-13,1
399928,3173219,Dec-13,1
399928,3171117,Nov-13,1
399928,2977275,Sep-13,1
399928,3070663,Oct-13,1
399928,2997811,Sep-13,1
399928,3038539,Oct-13,1
399928,3105145,Nov-13,1
399928,3225729,Dec-13,1
399928,3011867,Sep-13,1
399928,3177092,Dec-13,1
399928,3162863,Nov-13,1
399928,3227807,Dec-13,1
399928,3209426,Dec-13,1
399928,3109105,Nov-13,1
399928,3100876,Nov-13,1
399928,3216588,Dec-13,1
399928,3102422,Nov-13,1
399928,3111587,Nov-13,1
399928,3090142,Oct-13,1
399928,3217637,Dec-13,1
399928,3244433,Dec-13,1
399928,2998882,Sep-13,1
399928,2983147,Sep-13,1
399928,3233571,Dec-13,1
399928,2986672,Sep-13,1
399928,3122227,Nov-13,1
399928,3184255,Dec-13,1
399928,3078649,Oct-13,1
399928,3101608,Nov-13,1
399928,3037522,Oct-13,1
399928,3118783,Nov-13,1
399928,3017046,Sep-13,1
399928,3072861,Oct-13,1
399928,3044811,Oct-13,1
399928,3102441,Nov-13,1
399928,3141603,Nov-13,1
399928,2999942,Sep-13,1
399928,3187589,Dec-13,1
399928,3183980,Dec-13,1
399928,3106966,Nov-13,0
399928,3043242,Oct-13,1
399928,3113298,Nov-13,1
399928,3082325,Oct-13,1
399928,3044878,Oct-13,1
399928,3244768,Dec-13,1
399928,3075991,Oct-13,1
399928,3140567,Nov-13,1
399928,3121802,Nov-13,1
399928,3209612,Dec-13,1
399928,2980805,Sep-13,1
399928,3125704,Nov-13,1
399928,2976547,Sep-13,1
399928,3101041,Nov-13,1
399928,3163604,Nov-13,1
399928,3187588,Dec-13,1
399928,3075778,Oct-13,1
399928,3078991,Oct-13,1
399928,3037281,Oct-13,1
399928,3041525,Oct-13,1
399928,3231575,Dec-13,1
399928,3209718,Dec-13,1
399928,3108879,Nov-13,1
399928,3090492,Oct-13,1
399928,3031008,Sep-13,1
399928,3217136,Dec-13,1
399928,3040303,Oct-13,1
399928,3189229,Dec-13,1
399928,3232990,Dec-13,1
399928,3188917,Dec-13,1
399928,3227822,Dec-13,1
399928,3082049,Oct-13,1
399928,3231569,Dec-13,1
399928,3108901,Nov-13,1
399928,3038698,Oct-13,1
399928,3176205,Dec-13,1
399928,3117119,Nov-13,1
399928,2987174,Sep-13,1
399928,3140174,Nov-13,1
399928,3052041,Oct-13,1
399928,3231700,Dec-13,1
399928,3101475,Nov-13,1
399928,3217770,Dec-13,1
399928,3125829,Nov-13,1
399928,3132885,Nov-13,1
399928,3163959,Nov-13,1
399928,3965678,Jan-14,1
399928,4801029,Dec-14,1
399928,4103346,Apr-14,1
399928,4107486,Apr-14,1
399928,4699817,Nov-14,1
399928,5303607,May-15,1
399928,4260937,Jun-14,1
399928,5196852,Apr-15,1
399928,5437849,Jun-15,1
399928,5439952,Jun-15,1
399928,4208881,Apr-14,1
399928,4103443,Apr-14,1
399928,4840660,Dec-14,1
399928,4734155,Nov-14,1
399928,4752394,Nov-14,1
399928,4239873,Jun-14,1
399928,5667698,Aug-15,1
399928,4512565,Sep-14,1
399928,4882075,Dec-14,1
399928,4902842,Jan-15,1
399928,5511506,Jul-15,1
399928,3972436,Jan-14,1
399928,4571919,Sep-14,1
399928,5193074,Apr-15,1
399928,4025400,Feb-14,1
399928,4801177,Dec-14,1
399928,3984235,Jan-14,1
399928,4443030,Aug-14,1
399928,4779620,Nov-14,1
399928,4735109,Nov-14,1
399928,4745409,Nov-14,1
399928,5405548,Jun-15,1
399928,4451273,Aug-14,1
399928,5258585,May-15,1
399928,4316347,Jul-14,1
399928,4357527,Jul-14,1
399928,4534942,Sep-14,0
399928,4589471,Sep-14,1
399928,4742083,Nov-14,1
399928,4465373,Aug-14,1
399928,4737463,Nov-14,1
399928,4745386,Nov-14,1
399928,4881140,Dec-14,1
399928,4407710,Jul-14,1
399928,5472531,Jun-15,1
399928,4502053,Sep-14,1
399928,5636047,Jul-15,1
399928,4586073,Sep-14,1
399928,4107214,Apr-14,1
399928,5425408,Jun-15,1
399928,5462365,Jun-15,1
399928,4894499,Dec-14,1
399928,5266555,May-15,1
399928,4801842,Dec-14,1
399928,4421661,Aug-14,1
399928,4688713,Nov-14,1
399928,5637856,Jul-15,1
399928,4784871,Nov-14,1
399928,4240405,Jun-14,1
399928,4585825,Sep-14,1
399928,4643942,Oct-14,1
399928,5463099,Jun-15,1
399928,5471316,Jun-15,1
399928,4778386,Nov-14,1
399928,4856118,Dec-14,1
399928,4107301,Apr-14,1
399928,5359159,Jun-15,1
399928,5196849,Apr-15,1
399928,5239988,Apr-15,1
399928,4647105,Oct-14,1
399928,4669053,Oct-14,1
399928,4308973,Jul-14,1
399928,5636402,Jul-15,1
399928,4865981,Dec-14,1
399928,4548513,Sep-14,1
399928,4795651,Dec-14,1
399928,4552508,Sep-14,1
399928,4638590,Oct-14,1
399928,4462354,Aug-14,1
399928,4102458,Apr-14,1
399928,4734377,Nov-14,1
399928,4505636,Sep-14,1
399928,4126256,Apr-14,1
399928,4836889,Dec-14,1
399928,5626472,Jul-15,1
399928,4638587,Oct-14,1
399928,4340761,Jul-14,1
399928,4841151,Dec-14,1
399928,4327101,Jul-14,1
399928,5388789,Jun-15,1
399928,5654120,Aug-15,1
399928,4789040,Nov-14,1
399928,4815826,Dec-14,1
399928,4474590,Aug-14,1
399928,5145659,Mar-15,1
399928,4199382,May-14,1
399928,4778874,Nov-14,1
399928,4585824,Sep-14,1
399928,4309355,Jul-14,1
399928,4278519,Jun-14,1
399928,4424248,Aug-14,1
399928,5432243,Jun-15,1
399928,4588246,Sep-14,1
399928,4619404,Oct-14,1
399928,4104283,Apr-14,1
399928,4541564,Sep-14,1
399928,4553893,Sep-14,1
399928,4606275,Oct-14,1
399928,4870240,Dec-14,1
399928,4280867,Jun-14,1
399928,4889530,Dec-14,1
399928,5178621,Apr-15,1
399928,5179050,Apr-15,1
399928,4694941,Nov-14,1
399928,4699793,Nov-14,1
399928,5427285,Jun-15,1
399928,4805948,Dec-14,1
399928,5674068,Aug-15,1
399928,4757689,Nov-14,1
399928,4794909,Dec-14,1
399928,5674083,Aug-15,1
399928,4308654,Jul-14,1
399928,4479223,Aug-14,1
399928,4735106,Nov-14,1
399928,4783896,Nov-14,1
399928,4351237,Jul-14,1
399928,5157864,Apr-15,1
399928,4028069,Feb-14,1
399928,4742723,Nov-14,1
399928,4199542,May-14,1
399928,5157870,Apr-15,1
399928,4826584,Dec-14,1
399928,5673778,Aug-15,1
399928,4850748,Dec-14,1
399928,4478616,Aug-14,1
399928,4585210,Sep-14,1
399928,4336389,Jul-14,1
399928,5134984,Mar-15,1
399928,4239515,Jun-14,1
399928,4522561,Sep-14,1
399928,4700228,Nov-14,1
399928,4106872,Apr-14,1
399928,4859914,Dec-14,1
399928,4688722,Nov-14,1
399928,4307717,Jul-14,1
399928,4379299,Jul-14,1
399928,5303710,May-15,1
399928,4391123,Jul-14,1
399928,5337097,May-15,1
399928,5043306,Mar-15,1
399928,4670127,Oct-14,1
399928,4131680,Apr-14,1
399928,4102888,Apr-14,1
399928,4330392,Jul-14,1
399928,4345108,Jul-14,1
399928,4536443,Sep-14,1
399928,3994622,Jan-14,1
399928,4103551,Apr-14,1
399928,4851994,Dec-14,1
399928,4865847,Dec-14,1
399928,4379282,Jul-14,1
399928,4279455,Jun-14,1
399928,4279481,Jun-14,1
399928,4536438,Sep-14,1
399928,4366773,Jul-14,1
399928,4103033,Apr-14,1
399928,4104450,Apr-14,1
399928,4767427,Nov-14,1
399928,4345319,Jul-14,1
399928,4515551,Sep-14,1
399928,4786037,Nov-14,1
399928,5018592,Feb-15,1
399928,4481262,Aug-14,1
399928,4451281,Aug-14,1
399928,5309371,May-15,1
399928,4144135,May-14,1
399928,4920230,Jan-15,1
399928,4630489,Oct-14,1
399928,5639230,Jul-15,1
399928,5002683,Feb-15,1
399928,4607200,Oct-14,1
399928,4537219,Sep-14,1
399928,4576070,Sep-14,1
399928,4981361,Feb-15,1
399928,5304641,May-15,1
399928,4505730,Sep-14,1
399928,5187953,Apr-15,1
399928,4823137,Dec-14,1
399928,4811049,Dec-14,1
399928,4925176,Jan-15,1
399928,4504270,Sep-14,1
399928,4783240,Nov-14,1
399928,5107154,Mar-15,1
399928,4643033,Oct-14,1
399928,4106515,Apr-14,1
399928,5611600,Jul-15,1
399928,4346269,Jul-14,1
399928,4970581,Jan-15,0
399928,4374917,Jul-14,1
399928,5090503,Mar-15,1
399928,4031769,Feb-14,1
399928,4497397,Aug-14,1
399928,4104396,Apr-14,1
399928,4927133,Jan-15,1
399928,4356871,Jul-14,1
399928,4104123,Apr-14,1
399928,4205845,Apr-14,1
399928,5667711,Aug-15,1
399928,4933846,Jan-15,1
399928,4351265,Jul-14,1
399928,4454608,Aug-14,1
399928,4489787,Aug-14,1
399928,4817484,Dec-14,1
399928,5641293,Jul-15,1
399928,4791230,Dec-14,1
399928,5228945,Apr-15,1
399928,4887546,Dec-14,1
399928,4438192,Aug-14,1
399928,3971157,Jan-14,1
399928,4014543,Feb-14,1
399928,5575921,Jul-15,1
399928,4817334,Dec-14,1
399928,4981161,Feb-15,1
399928,4751433,Nov-14,1
399928,4104143,Apr-14,1
399928,4240406,Jun-14,1
399928,4279621,Jun-14,1
399928,4379262,Jul-14,1
399928,5561665,Jul-15,1
399928,5632606,Jul-15,1
399928,4881920,Dec-14,1
399928,4308629,Jul-14,1
399928,4522672,Sep-14,1
399928,5004090,Feb-15,1
399928,4998113,Feb-15,1
399928,5185314,Apr-15,1
399928,4656430,Oct-14,1
399928,4898269,Jan-15,1
399928,4199340,May-14,1
399928,4208927,Apr-14,1
399928,5549232,Jul-15,1
399928,4551687,Sep-14,1
399928,4773205,Nov-14,1
399928,4981157,Feb-15,1
399928,5212884,Apr-15,1
399928,4126341,Apr-14,1
399928,4756669,Nov-14,1
399928,4102521,Apr-14,1
399928,5463067,Jun-15,1
399928,4865868,Dec-14,1
399928,4308020,Jul-14,1
399928,3163011,Nov-13,1
399928,4308792,Jul-14,1
399928,4615044,Oct-14,1
399928,4144065,May-14,1
399928,4769825,Nov-14,1
399928,4308651,Jul-14,1
399928,4465820,Aug-14,1
402887,2985774,Sep-13,0
402887,3218579,Dec-13,0
402887,4571893,Sep-14,0
402887,5471689,Jun-15,0
402887,5314872,May-15,0
403244,4672987,Oct-14,1
406899,3023866,Sep-13,1
406899,4738587,Nov-14,1
407080,4895002,Dec-14,1
413329,5019449,Feb-15,1
413329,3020408,Sep-13,1
413329,3966116,Jan-14,1
413329,4929398,Jan-15,1
414854,4100598,Apr-14,1
415489,5649472,Aug-15,1
420047,4857208,Dec-14,1
420047,5353707,May-15,1
425204,3218717,Dec-13,1
425204,3976198,Jan-14,0
425204,4274297,Jun-14,0
426111,4030986,Feb-14,1
431658,4929398,Jan-15,1
434394,5387654,Jun-15,1
434394,4197694,May-14,1
434394,4884523,Dec-14,1
434394,4240532,Jun-14,1
434987,3239152,Dec-13,1
435244,4879798,Dec-14,1
436903,5535436,Jul-15,0
436903,4084069,Apr-14,1
436903,4062500,Mar-14,1
436903,4421219,Aug-14,1
436903,4663319,Oct-14,1
436903,5323927,May-15,0
443490,4608040,Oct-14,1
443571,5438002,Jun-15,0
444954,5044356,Mar-15,1
446183,5411666,Jun-15,0
450318,5670318,Aug-15,1
450318,5345104,May-15,1
462262,4499269,Aug-14,0
462262,4499192,Aug-14,0
470947,5263834,May-15,1
470947,3030346,Sep-13,1
470947,5229253,Apr-15,1
470947,5037233,Mar-15,1
470947,4486868,Aug-14,1
470947,4208858,Apr-14,1
470947,4055514,Mar-14,1
470947,4888682,Dec-14,1
470947,4034473,Feb-14,1
470947,4233280,Jun-14,1
470947,4530403,Sep-14,1
470947,3965940,Jan-14,1
470947,5780164,Aug-15,1
470947,4257656,Jun-14,1
470947,4208226,May-14,1
470947,4380610,Jul-14,1
470947,4917365,Jan-15,1
471713,5419745,Jun-15,0
475194,5413595,Jun-15,1
475194,5216221,Apr-15,0
475194,4661560,Oct-14,0
475194,4000755,Jan-14,0
479634,5551755,Jul-15,0
481239,3145113,Nov-13,1
481239,4906785,Jan-15,1
485981,3217645,Dec-13,0
485981,4411997,Aug-14,1
486454,5481831,Jun-15,0
486454,4987545,Feb-15,0
486454,4523378,Sep-14,0
486454,4784473,Nov-14,0
486454,4496955,Aug-14,1
487040,4293103,Jun-14,1
489025,4936528,Jan-15,1
499936,3076522,Oct-13,0
499936,3067169,Oct-13,0
499936,4497809,Aug-14,0
499936,4800320,Dec-14,0
499936,5090765,Mar-15,0
499936,4661124,Oct-14,0
499936,4709529,Nov-14,0
499936,4806124,Dec-14,0
507324,4584988,Sep-14,1
510480,5030337,Feb-15,0
510480,3203859,Dec-13,1
510480,3082978,Oct-13,0
510480,4078084,Apr-14,1
510480,4266482,Jun-14,0
510480,4439082,Aug-14,1
510480,4328061,Jul-14,0
511328,3124850,Nov-13,0
511328,4115630,Apr-14,0
511328,4130850,Apr-14,0
511328,3227903,Dec-13,0
512589,4197238,May-14,1
513367,3128160,Nov-13,1
513367,3145112,Nov-13,0
513367,3242096,Dec-13,1
513367,5606773,Jul-15,1
513367,5135944,Mar-15,0
513367,4639763,Oct-14,1
515185,4877751,Dec-14,1
515185,5314752,May-15,0
515185,4260941,Jun-14,0
517928,4159808,May-14,0
517928,4649993,Oct-14,0
519564,3232459,Dec-13,1
519564,4309358,Jul-14,1
524729,5224362,Apr-15,0
13452,3237405,Dec-13,0
13452,4469285,Aug-14,0
24691,4878515,Dec-14,1
24691,4384788,Jul-14,1
24691,4284057,Jun-14,1
24691,4510424,Sep-14,1
24691,4357382,Jul-14,1
24754,3031686,Sep-13,0
24754,3161684,Nov-13,0
24754,4826224,Dec-14,1
24754,4470631,Aug-14,1
24754,4085620,Apr-14,1
24754,4593299,Sep-14,1
24754,4966503,Jan-15,1
24754,4644959,Oct-14,0
24754,4020538,Feb-14,0
24754,4749496,Nov-14,1
24754,4631943,Oct-14,1
24754,5293488,May-15,1
24754,4078980,Apr-14,1
26268,4159371,May-14,1
26268,4335076,Jul-14,1
26268,4396649,Jul-14,1
26268,4535604,Sep-14,1
26268,4984914,Feb-15,0
26268,4875877,Dec-14,1
26268,5764381,Aug-15,1
26268,4875163,Dec-14,1
26268,5292397,May-15,1
26268,4985726,Feb-15,0
29915,4109332,Apr-14,1
32159,3151056,Nov-13,0
32159,3019623,Sep-13,0
32159,3018780,Sep-13,0
32159,3133579,Nov-13,0
32159,3058532,Oct-13,0
32159,3134937,Nov-13,0
32159,4023856,Feb-14,0
32159,4045069,Mar-14,0
32159,4017467,Feb-14,0
32159,4289978,Jun-14,0
32159,4614951,Oct-14,0
32159,4591299,Sep-14,0
32159,4314711,Jul-14,0
32159,3984909,Jan-14,0
32159,4892636,Dec-14,0
41021,4399558,Jul-14,0
41021,4710156,Nov-14,0
42089,5491697,Jun-15,0
43139,4512889,Sep-14,0
44435,4317138,Jul-14,1
46430,4779750,Nov-14,1
47575,5294686,May-15,1
47575,5568835,Jul-15,1
49715,3023996,Sep-13,1
50920,5528816,Jul-15,0
50920,4440145,Aug-14,0
50920,5529978,Jul-15,1
57292,4482327,Aug-14,1
61024,4479222,Aug-14,0
67186,5557069,Jul-15,1
78069,5758870,Aug-15,1
80107,3061243,Oct-13,1
80107,4260626,Jun-14,1
93594,4241131,Jun-14,1
93594,4873614,Dec-14,1
108214,3068585,Oct-13,0
108214,3197939,Dec-13,0
108214,5409999,Jun-15,0
111848,4929398,Jan-15,1
122731,3018171,Sep-13,1
122731,2975332,Sep-13,1
122731,3121276,Nov-13,1
122731,3008238,Sep-13,1
122731,3234928,Dec-13,1
122731,3179032,Dec-13,1
122731,2994811,Sep-13,1
122731,4595057,Sep-14,0
122731,4824183,Dec-14,1
122731,4413209,Aug-14,1
122731,4379914,Jul-14,1
122731,4128590,Apr-14,1
122731,4050230,Mar-14,1
122731,4819083,Dec-14,1
122731,4972119,Jan-15,1
122731,5395972,Jun-15,1
122731,4516050,Sep-14,1
122731,4758935,Nov-14,1
122731,4111473,Apr-14,1
123501,4806714,Dec-14,1
125829,4126444,Apr-14,1
125829,5002366,Feb-15,0
129369,4875123,Dec-14,1
131669,5600032,Jul-15,0
131669,5634123,Jul-15,0
131669,4367971,Jul-14,0
137546,3239152,Dec-13,1
137546,5672156,Aug-15,1
137546,5672163,Aug-15,1
138061,5277293,May-15,0
141522,2999546,Sep-13,0
141522,3037890,Oct-13,1
141522,3189428,Dec-13,0
141522,3185725,Dec-13,1
141522,5175619,Apr-15,1
141522,4591914,Sep-14,0
141522,4510382,Sep-14,0
141522,4743107,Nov-14,0
142209,3076379,Oct-13,1
142209,3070829,Oct-13,1
142209,3077764,Oct-13,1
142209,4812270,Dec-14,1
142209,3995293,Jan-14,1
142209,4977865,Feb-15,1
142209,4919230,Jan-15,1
142209,4775496,Nov-14,1
142209,4266564,Jun-14,1
142209,4014134,Feb-14,1
142209,4185123,May-14,1
142209,5428411,Jun-15,1
142209,4622399,Oct-14,1
148098,3063474,Oct-13,1
148098,3242672,Dec-13,1
148098,3171090,Nov-13,1
148098,3154739,Nov-13,1
148098,4932404,Jan-15,1
148098,3980499,Jan-14,1
148098,5514529,Jul-15,1
148098,4660524,Oct-14,0
148098,5514539,Jul-15,1
148098,4981272,Feb-15,1
148098,4576797,Sep-14,1
148772,4907473,Jan-15,0
148772,4833542,Dec-14,0
148772,3147966,Nov-13,0
148772,3965693,Jan-14,0
148772,4826326,Dec-14,0
148772,4881949,Dec-14,0
148772,5229544,Apr-15,0
148772,4887831,Dec-14,0
148772,4826063,Dec-14,0
148772,4131930,Apr-14,0
148772,5489464,Jun-15,0
148772,4196197,May-14,0
148772,4833600,Dec-14,0
148772,4014134,Feb-14,1
148772,5364136,Jun-15,0
148772,5445284,Jun-15,0
148772,4829004,Dec-14,0
148772,5630971,Jul-15,0
148772,4147593,May-14,0
148772,4919230,Jan-15,1
148772,4657332,Oct-14,0
148772,4561868,Sep-14,0
148772,3190628,Dec-13,1
150718,4917365,Jan-15,1
154483,4411698,Aug-14,0
154483,4562898,Sep-14,0
154483,4473874,Aug-14,0
154483,4391120,Jul-14,0
154483,4508543,Sep-14,0
154483,4143809,May-14,0
154483,4327100,Jul-14,0
154483,4508546,Sep-14,0
154483,4601745,Sep-14,1
154483,4102766,Apr-14,0
154483,4308763,Jul-14,0
154483,4107392,Apr-14,1
154483,4103198,Apr-14,1
154483,4278738,Jun-14,0
154483,4143892,May-14,0
154483,4593989,Sep-14,0
154483,4330314,Jul-14,1
154483,4599708,Sep-14,1
154483,4601868,Sep-14,1
154483,4769207,Nov-14,1
154483,4391268,Jul-14,1
154483,4817041,Dec-14,0
154483,4303040,Jul-14,0
154483,4584856,Sep-14,1
154483,4210963,May-14,0
154483,4106969,Apr-14,0
